# gpu=3 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset photo --seed 0 --method nsreg --tag N201_nsreg --epochs 201 --rotations 0
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] NSReg, rotations [np.int64(0)] of [np.int64(0), np.int64(7)]
[photo] n_epochs=201 eval_every=1 input_dim=745 wd=0.0 lr=0.001
Normal classes: [1, 2, 3, 4, 5, 6] in photo
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 566  num train neg edges: 3010
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.5883, clf_loss=0.8148, lbl_loss=0.7735
Epoch  1 loss=1.4164, clf_loss=0.6690, lbl_loss=0.7474
Epoch  2 loss=1.3046, clf_loss=0.5825, lbl_loss=0.7221
Epoch  3 loss=1.2366, clf_loss=0.5386, lbl_loss=0.6980
Epoch  4 loss=1.1700, clf_loss=0.4904, lbl_loss=0.6796
Epoch  5 loss=1.1126, clf_loss=0.4326, lbl_loss=0.6800
Epoch  6 loss=1.0446, clf_loss=0.3818, lbl_loss=0.6628
Epoch  7 loss=1.0342, clf_loss=0.3432, lbl_loss=0.6911
Epoch  8 loss=1.0174, clf_loss=0.3297, lbl_loss=0.6878
Epoch  9 loss=1.0084, clf_loss=0.3443, lbl_loss=0.6642
Epoch 10 loss=1.0448, clf_loss=0.3653, lbl_loss=0.6795
Epoch 11 loss=1.0525, clf_loss=0.3765, lbl_loss=0.6760
Epoch 12 loss=1.0628, clf_loss=0.3850, lbl_loss=0.6778
Epoch 13 loss=1.0457, clf_loss=0.3781, lbl_loss=0.6676
Epoch 14 loss=1.0227, clf_loss=0.3513, lbl_loss=0.6713
Epoch 15 loss=1.0052, clf_loss=0.3318, lbl_loss=0.6733
Epoch 16 loss=1.0073, clf_loss=0.3234, lbl_loss=0.6839
Epoch 17 loss=0.9973, clf_loss=0.3204, lbl_loss=0.6769
Epoch 18 loss=1.0098, clf_loss=0.3247, lbl_loss=0.6851
Epoch 19 loss=1.0102, clf_loss=0.3308, lbl_loss=0.6793
Epoch 20 loss=1.0087, clf_loss=0.3365, lbl_loss=0.6722
Epoch 21 loss=1.0028, clf_loss=0.3285, lbl_loss=0.6743
Epoch 22 loss=1.0062, clf_loss=0.3274, lbl_loss=0.6789
Epoch 23 loss=0.9943, clf_loss=0.3154, lbl_loss=0.6789
Epoch 24 loss=0.9912, clf_loss=0.3154, lbl_loss=0.6758
Epoch 25 loss=0.9751, clf_loss=0.3111, lbl_loss=0.6640
Epoch 26 loss=0.9739, clf_loss=0.3072, lbl_loss=0.6667
Epoch 27 loss=0.9840, clf_loss=0.3101, lbl_loss=0.6739
Epoch 28 loss=0.9983, clf_loss=0.3229, lbl_loss=0.6753
Epoch 29 loss=0.9971, clf_loss=0.3110, lbl_loss=0.6862
Epoch 30 loss=0.9951, clf_loss=0.3230, lbl_loss=0.6722
Epoch 31 loss=0.9891, clf_loss=0.3128, lbl_loss=0.6764
Epoch 32 loss=0.9786, clf_loss=0.3019, lbl_loss=0.6767
Epoch 33 loss=0.9724, clf_loss=0.3009, lbl_loss=0.6715
Epoch 34 loss=0.9644, clf_loss=0.2933, lbl_loss=0.6711
Epoch 35 loss=0.9700, clf_loss=0.2993, lbl_loss=0.6707
Epoch 36 loss=0.9564, clf_loss=0.2920, lbl_loss=0.6644
Epoch 37 loss=0.9643, clf_loss=0.2957, lbl_loss=0.6686
Epoch 38 loss=0.9603, clf_loss=0.2899, lbl_loss=0.6704
Epoch 39 loss=0.9617, clf_loss=0.2875, lbl_loss=0.6742
Epoch 40 loss=0.9548, clf_loss=0.2858, lbl_loss=0.6690
Epoch 41 loss=0.9578, clf_loss=0.2860, lbl_loss=0.6718
Epoch 42 loss=0.9428, clf_loss=0.2852, lbl_loss=0.6576
Epoch 43 loss=0.9444, clf_loss=0.2741, lbl_loss=0.6703
Epoch 44 loss=0.9464, clf_loss=0.2713, lbl_loss=0.6751
Epoch 45 loss=0.9407, clf_loss=0.2687, lbl_loss=0.6720
Epoch 46 loss=0.9425, clf_loss=0.2659, lbl_loss=0.6766
Epoch 47 loss=0.9363, clf_loss=0.2666, lbl_loss=0.6697
Epoch 48 loss=0.9391, clf_loss=0.2657, lbl_loss=0.6734
Epoch 49 loss=0.9262, clf_loss=0.2608, lbl_loss=0.6654
Epoch 50 loss=0.9481, clf_loss=0.2609, lbl_loss=0.6873
Epoch 51 loss=0.9354, clf_loss=0.2595, lbl_loss=0.6758
Epoch 52 loss=0.9431, clf_loss=0.2597, lbl_loss=0.6835
Epoch 53 loss=0.9242, clf_loss=0.2485, lbl_loss=0.6757
Epoch 54 loss=0.9265, clf_loss=0.2508, lbl_loss=0.6757
Epoch 55 loss=0.9181, clf_loss=0.2477, lbl_loss=0.6704
Epoch 56 loss=0.9156, clf_loss=0.2452, lbl_loss=0.6704
Epoch 57 loss=0.9251, clf_loss=0.2469, lbl_loss=0.6782
Epoch 58 loss=0.9087, clf_loss=0.2453, lbl_loss=0.6634
Epoch 59 loss=0.8994, clf_loss=0.2346, lbl_loss=0.6648
Epoch 60 loss=0.9022, clf_loss=0.2351, lbl_loss=0.6671
Epoch 61 loss=0.9069, clf_loss=0.2402, lbl_loss=0.6667
Epoch 62 loss=0.9082, clf_loss=0.2419, lbl_loss=0.6664
Epoch 63 loss=0.8980, clf_loss=0.2300, lbl_loss=0.6680
Epoch 64 loss=0.8946, clf_loss=0.2295, lbl_loss=0.6651
Epoch 65 loss=0.8880, clf_loss=0.2250, lbl_loss=0.6629
Epoch 66 loss=0.8929, clf_loss=0.2321, lbl_loss=0.6608
Epoch 67 loss=0.8944, clf_loss=0.2257, lbl_loss=0.6687
Epoch 68 loss=0.8905, clf_loss=0.2245, lbl_loss=0.6660
Epoch 69 loss=0.8920, clf_loss=0.2264, lbl_loss=0.6656
Epoch 70 loss=0.8813, clf_loss=0.2235, lbl_loss=0.6578
Epoch 71 loss=0.8933, clf_loss=0.2225, lbl_loss=0.6708
Epoch 72 loss=0.9056, clf_loss=0.2251, lbl_loss=0.6805
Epoch 73 loss=0.8927, clf_loss=0.2214, lbl_loss=0.6713
Epoch 74 loss=0.8772, clf_loss=0.2166, lbl_loss=0.6606
Epoch 75 loss=0.8881, clf_loss=0.2168, lbl_loss=0.6713
Epoch 76 loss=0.8851, clf_loss=0.2188, lbl_loss=0.6663
Epoch 77 loss=0.8786, clf_loss=0.2065, lbl_loss=0.6721
Epoch 78 loss=0.8907, clf_loss=0.2202, lbl_loss=0.6705
Epoch 79 loss=0.8658, clf_loss=0.2064, lbl_loss=0.6595
Epoch 80 loss=0.8728, clf_loss=0.2121, lbl_loss=0.6607
Epoch 81 loss=0.8723, clf_loss=0.2098, lbl_loss=0.6625
Epoch 82 loss=0.8650, clf_loss=0.2033, lbl_loss=0.6617
Epoch 83 loss=0.8623, clf_loss=0.1974, lbl_loss=0.6649
Epoch 84 loss=0.8651, clf_loss=0.1965, lbl_loss=0.6686
Epoch 85 loss=0.8692, clf_loss=0.1956, lbl_loss=0.6736
Epoch 86 loss=0.8532, clf_loss=0.1893, lbl_loss=0.6640
Epoch 87 loss=0.8510, clf_loss=0.1941, lbl_loss=0.6569
Epoch 88 loss=0.8705, clf_loss=0.1916, lbl_loss=0.6789
Epoch 89 loss=0.8656, clf_loss=0.1943, lbl_loss=0.6713
Epoch 90 loss=0.8465, clf_loss=0.1869, lbl_loss=0.6596
Epoch 91 loss=0.8469, clf_loss=0.1771, lbl_loss=0.6698
Epoch 92 loss=0.8511, clf_loss=0.1794, lbl_loss=0.6717
Epoch 93 loss=0.8394, clf_loss=0.1780, lbl_loss=0.6613
Epoch 94 loss=0.8326, clf_loss=0.1728, lbl_loss=0.6597
Epoch 95 loss=0.8265, clf_loss=0.1591, lbl_loss=0.6674
Epoch 96 loss=0.8145, clf_loss=0.1533, lbl_loss=0.6612
Epoch 97 loss=0.8178, clf_loss=0.1536, lbl_loss=0.6642
Epoch 98 loss=0.8147, clf_loss=0.1468, lbl_loss=0.6679
Epoch 99 loss=0.7993, clf_loss=0.1291, lbl_loss=0.6702
Epoch 100 loss=0.8272, clf_loss=0.1534, lbl_loss=0.6738
