# gpu=5 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset photo --seed 7 --method nsreg --tag E400_nsreg --epochs 400 --rotations 0
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] NSReg, rotations [np.int64(0)] of [np.int64(0), np.int64(7)]
[photo] n_epochs=400 eval_every=1 input_dim=745 wd=0.0 lr=0.001
Normal classes: [1, 2, 3, 4, 5, 6] in photo
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 432  num train neg edges: 3212
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.2542, clf_loss=0.5789, lbl_loss=0.6753
Epoch  1 loss=1.1607, clf_loss=0.4808, lbl_loss=0.6799
Epoch  2 loss=1.0758, clf_loss=0.4042, lbl_loss=0.6716
Epoch  3 loss=1.0136, clf_loss=0.3485, lbl_loss=0.6651
Epoch  4 loss=1.0087, clf_loss=0.3428, lbl_loss=0.6660
Epoch  5 loss=1.0440, clf_loss=0.3674, lbl_loss=0.6765
Epoch  6 loss=1.0477, clf_loss=0.3821, lbl_loss=0.6656
Epoch  7 loss=1.0571, clf_loss=0.3795, lbl_loss=0.6776
Epoch  8 loss=1.0228, clf_loss=0.3566, lbl_loss=0.6662
Epoch  9 loss=1.0102, clf_loss=0.3333, lbl_loss=0.6770
Epoch 10 loss=0.9842, clf_loss=0.3252, lbl_loss=0.6590
Epoch 11 loss=1.0033, clf_loss=0.3236, lbl_loss=0.6798
Epoch 12 loss=0.9903, clf_loss=0.3240, lbl_loss=0.6664
Epoch 13 loss=1.0053, clf_loss=0.3278, lbl_loss=0.6775
Epoch 14 loss=0.9902, clf_loss=0.3270, lbl_loss=0.6632
Epoch 15 loss=0.9875, clf_loss=0.3175, lbl_loss=0.6700
Epoch 16 loss=0.9821, clf_loss=0.3102, lbl_loss=0.6719
Epoch 17 loss=0.9655, clf_loss=0.3001, lbl_loss=0.6653
Epoch 18 loss=0.9636, clf_loss=0.2943, lbl_loss=0.6693
Epoch 19 loss=0.9662, clf_loss=0.2953, lbl_loss=0.6709
Epoch 20 loss=0.9653, clf_loss=0.2989, lbl_loss=0.6664
Epoch 21 loss=0.9717, clf_loss=0.2960, lbl_loss=0.6757
Epoch 22 loss=0.9539, clf_loss=0.2888, lbl_loss=0.6651
Epoch 23 loss=0.9497, clf_loss=0.2855, lbl_loss=0.6643
Epoch 24 loss=0.9602, clf_loss=0.2818, lbl_loss=0.6784
Epoch 25 loss=0.9454, clf_loss=0.2719, lbl_loss=0.6735
Epoch 26 loss=0.9404, clf_loss=0.2686, lbl_loss=0.6718
Epoch 27 loss=0.9453, clf_loss=0.2743, lbl_loss=0.6710
Epoch 28 loss=0.9429, clf_loss=0.2628, lbl_loss=0.6802
Epoch 29 loss=0.9336, clf_loss=0.2572, lbl_loss=0.6763
Epoch 30 loss=0.9342, clf_loss=0.2566, lbl_loss=0.6776
Epoch 31 loss=0.9319, clf_loss=0.2545, lbl_loss=0.6774
Epoch 32 loss=0.9121, clf_loss=0.2448, lbl_loss=0.6673
Epoch 33 loss=0.9259, clf_loss=0.2456, lbl_loss=0.6803
Epoch 34 loss=0.8984, clf_loss=0.2335, lbl_loss=0.6649
Epoch 35 loss=0.9189, clf_loss=0.2333, lbl_loss=0.6856
Epoch 36 loss=0.9047, clf_loss=0.2335, lbl_loss=0.6711
Epoch 37 loss=0.8904, clf_loss=0.2220, lbl_loss=0.6685
Epoch 38 loss=0.8874, clf_loss=0.2153, lbl_loss=0.6721
Epoch 39 loss=0.8853, clf_loss=0.2130, lbl_loss=0.6723
Epoch 40 loss=0.8750, clf_loss=0.2094, lbl_loss=0.6656
Epoch 41 loss=0.8710, clf_loss=0.2042, lbl_loss=0.6667
Epoch 42 loss=0.8517, clf_loss=0.1949, lbl_loss=0.6568
Epoch 43 loss=0.8688, clf_loss=0.1920, lbl_loss=0.6768
Epoch 44 loss=0.8438, clf_loss=0.1829, lbl_loss=0.6609
Epoch 45 loss=0.8518, clf_loss=0.1805, lbl_loss=0.6713
Epoch 46 loss=0.8564, clf_loss=0.1813, lbl_loss=0.6751
Epoch 47 loss=0.8523, clf_loss=0.1765, lbl_loss=0.6758
Epoch 48 loss=0.8168, clf_loss=0.1619, lbl_loss=0.6549
Epoch 49 loss=0.8179, clf_loss=0.1514, lbl_loss=0.6665
Epoch 50 loss=0.8138, clf_loss=0.1485, lbl_loss=0.6653
Epoch 51 loss=0.8055, clf_loss=0.1400, lbl_loss=0.6655
Epoch 52 loss=0.7869, clf_loss=0.1290, lbl_loss=0.6580
Epoch 53 loss=0.7902, clf_loss=0.1297, lbl_loss=0.6604
Epoch 54 loss=0.7803, clf_loss=0.1158, lbl_loss=0.6646
Epoch 55 loss=0.7757, clf_loss=0.1131, lbl_loss=0.6626
Epoch 56 loss=0.7576, clf_loss=0.1036, lbl_loss=0.6541
Epoch 57 loss=0.7561, clf_loss=0.0985, lbl_loss=0.6575
Epoch 58 loss=0.7444, clf_loss=0.0841, lbl_loss=0.6603
Epoch 59 loss=0.7391, clf_loss=0.0839, lbl_loss=0.6552
Epoch 60 loss=0.7360, clf_loss=0.0827, lbl_loss=0.6533
Epoch 61 loss=0.7349, clf_loss=0.0825, lbl_loss=0.6523
Epoch 62 loss=0.7262, clf_loss=0.0622, lbl_loss=0.6640
Epoch 63 loss=0.7290, clf_loss=0.0644, lbl_loss=0.6646
Epoch 64 loss=0.7295, clf_loss=0.0614, lbl_loss=0.6681
Epoch 65 loss=0.7219, clf_loss=0.0423, lbl_loss=0.6796
Epoch 66 loss=0.7232, clf_loss=0.0573, lbl_loss=0.6659
Epoch 67 loss=0.7053, clf_loss=0.0521, lbl_loss=0.6532
Epoch 68 loss=0.7094, clf_loss=0.0424, lbl_loss=0.6670
Epoch 69 loss=0.6991, clf_loss=0.0337, lbl_loss=0.6653
Epoch 70 loss=0.7065, clf_loss=0.0467, lbl_loss=0.6597
