# gpu=3 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset amazon --seed 0 --method nsreg --tag E400_nsreg --epochs 400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[amazon] NSReg, rotations [np.int64(1)] of [np.int64(1)]
[amazon] n_epochs=400 eval_every=1 input_dim=25 wd=0.0 lr=0.001
Normal classes: [0] in amazon
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 20526  num train neg edges: 31070
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.2296, clf_loss=0.5219, lbl_loss=0.7076
Epoch  1 loss=2.4714, clf_loss=1.7730, lbl_loss=0.6984
Epoch  2 loss=1.9422, clf_loss=1.2496, lbl_loss=0.6926
Epoch  3 loss=1.2038, clf_loss=0.5233, lbl_loss=0.6805
Epoch  4 loss=2.7214, clf_loss=2.0345, lbl_loss=0.6869
Epoch  5 loss=1.0629, clf_loss=0.3935, lbl_loss=0.6694
Epoch  6 loss=1.2849, clf_loss=0.6014, lbl_loss=0.6834
Epoch  7 loss=1.4840, clf_loss=0.8114, lbl_loss=0.6726
Epoch  8 loss=1.4771, clf_loss=0.8026, lbl_loss=0.6745
Epoch  9 loss=1.5282, clf_loss=0.8513, lbl_loss=0.6769
Epoch 10 loss=1.5672, clf_loss=0.8899, lbl_loss=0.6773
Epoch 11 loss=1.4957, clf_loss=0.8284, lbl_loss=0.6673
Epoch 12 loss=1.5022, clf_loss=0.8128, lbl_loss=0.6894
Epoch 13 loss=1.4106, clf_loss=0.7298, lbl_loss=0.6809
Epoch 14 loss=1.2314, clf_loss=0.5643, lbl_loss=0.6672
Epoch 15 loss=1.1229, clf_loss=0.4594, lbl_loss=0.6635
Epoch 16 loss=1.1094, clf_loss=0.4337, lbl_loss=0.6756
Epoch 17 loss=1.0147, clf_loss=0.3284, lbl_loss=0.6863
Epoch 18 loss=1.0716, clf_loss=0.3940, lbl_loss=0.6776
Epoch 19 loss=1.1716, clf_loss=0.5004, lbl_loss=0.6711
Epoch 20 loss=1.1126, clf_loss=0.4583, lbl_loss=0.6542
Epoch 21 loss=1.0133, clf_loss=0.3274, lbl_loss=0.6859
Epoch 22 loss=0.9940, clf_loss=0.3141, lbl_loss=0.6800
Epoch 23 loss=0.9910, clf_loss=0.3216, lbl_loss=0.6694
Epoch 24 loss=1.0422, clf_loss=0.3589, lbl_loss=0.6834
Epoch 25 loss=1.0591, clf_loss=0.3752, lbl_loss=0.6840
Epoch 26 loss=1.0028, clf_loss=0.3439, lbl_loss=0.6589
Epoch 27 loss=1.0161, clf_loss=0.3554, lbl_loss=0.6607
Epoch 28 loss=0.9803, clf_loss=0.3265, lbl_loss=0.6538
Epoch 29 loss=0.9622, clf_loss=0.2837, lbl_loss=0.6785
Epoch 30 loss=0.9715, clf_loss=0.3023, lbl_loss=0.6692
Epoch 31 loss=0.9600, clf_loss=0.2997, lbl_loss=0.6603
Epoch 32 loss=0.9669, clf_loss=0.2962, lbl_loss=0.6707
Epoch 33 loss=0.9719, clf_loss=0.3079, lbl_loss=0.6639
Epoch 34 loss=0.9665, clf_loss=0.2987, lbl_loss=0.6679
Epoch 35 loss=0.9573, clf_loss=0.2830, lbl_loss=0.6742
Epoch 36 loss=0.9805, clf_loss=0.2967, lbl_loss=0.6839
Epoch 37 loss=0.9533, clf_loss=0.2896, lbl_loss=0.6636
Epoch 38 loss=0.9802, clf_loss=0.2949, lbl_loss=0.6854
Epoch 39 loss=0.9514, clf_loss=0.3012, lbl_loss=0.6502
Epoch 40 loss=0.9764, clf_loss=0.2998, lbl_loss=0.6766
Epoch 41 loss=0.9523, clf_loss=0.2864, lbl_loss=0.6659
Epoch 42 loss=0.9445, clf_loss=0.2705, lbl_loss=0.6739
Epoch 43 loss=0.9241, clf_loss=0.2662, lbl_loss=0.6580
Epoch 44 loss=0.9580, clf_loss=0.2942, lbl_loss=0.6638
Epoch 45 loss=0.9446, clf_loss=0.2792, lbl_loss=0.6654
Epoch 46 loss=0.9498, clf_loss=0.2959, lbl_loss=0.6538
Epoch 47 loss=0.9381, clf_loss=0.2756, lbl_loss=0.6624
Epoch 48 loss=0.9711, clf_loss=0.2953, lbl_loss=0.6758
Epoch 49 loss=0.9359, clf_loss=0.2764, lbl_loss=0.6595
Epoch 50 loss=0.9407, clf_loss=0.2881, lbl_loss=0.6526
Epoch 51 loss=0.9457, clf_loss=0.2915, lbl_loss=0.6543
Epoch 52 loss=0.9235, clf_loss=0.2646, lbl_loss=0.6589
Epoch 53 loss=0.9240, clf_loss=0.2672, lbl_loss=0.6568
Epoch 54 loss=0.9346, clf_loss=0.2723, lbl_loss=0.6623
Epoch 55 loss=0.9377, clf_loss=0.2648, lbl_loss=0.6730
Epoch 56 loss=0.9583, clf_loss=0.2864, lbl_loss=0.6719
Epoch 57 loss=0.9245, clf_loss=0.2743, lbl_loss=0.6502
Epoch 58 loss=0.9402, clf_loss=0.2864, lbl_loss=0.6538
Epoch 59 loss=0.9375, clf_loss=0.2762, lbl_loss=0.6612
Epoch 60 loss=0.9266, clf_loss=0.2632, lbl_loss=0.6634
Epoch 61 loss=0.9141, clf_loss=0.2507, lbl_loss=0.6634
Epoch 62 loss=0.9259, clf_loss=0.2771, lbl_loss=0.6488
Epoch 63 loss=0.9175, clf_loss=0.2529, lbl_loss=0.6646
