# gpu=3 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset photo --seed 3 --method nsreg --tag N201_nsreg --epochs 201 --rotations 0
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] NSReg, rotations [np.int64(0)] of [np.int64(0), np.int64(7)]
[photo] n_epochs=201 eval_every=1 input_dim=745 wd=0.0 lr=0.001
Normal classes: [1, 2, 3, 4, 5, 6] in photo
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 714  num train neg edges: 3302
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.3140, clf_loss=0.5826, lbl_loss=0.7313
Epoch  1 loss=1.2032, clf_loss=0.4965, lbl_loss=0.7068
Epoch  2 loss=1.1072, clf_loss=0.4158, lbl_loss=0.6913
Epoch  3 loss=1.0356, clf_loss=0.3552, lbl_loss=0.6804
Epoch  4 loss=1.0205, clf_loss=0.3450, lbl_loss=0.6755
Epoch  5 loss=1.0267, clf_loss=0.3574, lbl_loss=0.6694
Epoch  6 loss=1.0656, clf_loss=0.3819, lbl_loss=0.6836
Epoch  7 loss=1.0608, clf_loss=0.3743, lbl_loss=0.6865
Epoch  8 loss=1.0357, clf_loss=0.3625, lbl_loss=0.6732
Epoch  9 loss=1.0128, clf_loss=0.3432, lbl_loss=0.6696
Epoch 10 loss=1.0222, clf_loss=0.3361, lbl_loss=0.6861
Epoch 11 loss=0.9980, clf_loss=0.3257, lbl_loss=0.6722
Epoch 12 loss=1.0065, clf_loss=0.3347, lbl_loss=0.6718
Epoch 13 loss=1.0069, clf_loss=0.3365, lbl_loss=0.6704
Epoch 14 loss=1.0010, clf_loss=0.3366, lbl_loss=0.6643
Epoch 15 loss=1.0075, clf_loss=0.3306, lbl_loss=0.6768
Epoch 16 loss=0.9985, clf_loss=0.3256, lbl_loss=0.6729
Epoch 17 loss=0.9873, clf_loss=0.3137, lbl_loss=0.6737
Epoch 18 loss=0.9856, clf_loss=0.3104, lbl_loss=0.6752
Epoch 19 loss=0.9862, clf_loss=0.3126, lbl_loss=0.6736
Epoch 20 loss=0.9875, clf_loss=0.3098, lbl_loss=0.6776
Epoch 21 loss=0.9683, clf_loss=0.3004, lbl_loss=0.6679
Epoch 22 loss=0.9869, clf_loss=0.3085, lbl_loss=0.6784
Epoch 23 loss=0.9653, clf_loss=0.2960, lbl_loss=0.6693
Epoch 24 loss=0.9658, clf_loss=0.2928, lbl_loss=0.6730
Epoch 25 loss=0.9586, clf_loss=0.2878, lbl_loss=0.6708
Epoch 26 loss=0.9731, clf_loss=0.2894, lbl_loss=0.6837
Epoch 27 loss=0.9452, clf_loss=0.2851, lbl_loss=0.6601
Epoch 28 loss=0.9458, clf_loss=0.2850, lbl_loss=0.6608
Epoch 29 loss=0.9383, clf_loss=0.2817, lbl_loss=0.6566
Epoch 30 loss=0.9580, clf_loss=0.2743, lbl_loss=0.6837
Epoch 31 loss=0.9320, clf_loss=0.2693, lbl_loss=0.6627
Epoch 32 loss=0.9304, clf_loss=0.2675, lbl_loss=0.6628
Epoch 33 loss=0.9321, clf_loss=0.2667, lbl_loss=0.6653
Epoch 34 loss=0.9183, clf_loss=0.2565, lbl_loss=0.6618
Epoch 35 loss=0.9190, clf_loss=0.2609, lbl_loss=0.6581
Epoch 36 loss=0.9153, clf_loss=0.2537, lbl_loss=0.6616
Epoch 37 loss=0.9200, clf_loss=0.2478, lbl_loss=0.6722
Epoch 38 loss=0.9126, clf_loss=0.2469, lbl_loss=0.6658
Epoch 39 loss=0.9090, clf_loss=0.2426, lbl_loss=0.6664
Epoch 40 loss=0.9019, clf_loss=0.2370, lbl_loss=0.6649
Epoch 41 loss=0.9140, clf_loss=0.2363, lbl_loss=0.6777
Epoch 42 loss=0.8981, clf_loss=0.2276, lbl_loss=0.6705
Epoch 43 loss=0.8935, clf_loss=0.2299, lbl_loss=0.6636
Epoch 44 loss=0.8810, clf_loss=0.2203, lbl_loss=0.6607
Epoch 45 loss=0.8823, clf_loss=0.2197, lbl_loss=0.6626
Epoch 46 loss=0.8874, clf_loss=0.2152, lbl_loss=0.6722
Epoch 47 loss=0.8903, clf_loss=0.2160, lbl_loss=0.6743
Epoch 48 loss=0.8793, clf_loss=0.2079, lbl_loss=0.6714
Epoch 49 loss=0.8698, clf_loss=0.2050, lbl_loss=0.6648
Epoch 50 loss=0.8536, clf_loss=0.1980, lbl_loss=0.6556
Epoch 51 loss=0.8750, clf_loss=0.1979, lbl_loss=0.6771
Epoch 52 loss=0.8641, clf_loss=0.1979, lbl_loss=0.6662
Epoch 53 loss=0.8462, clf_loss=0.1860, lbl_loss=0.6603
Epoch 54 loss=0.8475, clf_loss=0.1867, lbl_loss=0.6608
Epoch 55 loss=0.8476, clf_loss=0.1811, lbl_loss=0.6665
Epoch 56 loss=0.8294, clf_loss=0.1698, lbl_loss=0.6596
Epoch 57 loss=0.8134, clf_loss=0.1648, lbl_loss=0.6486
Epoch 58 loss=0.8310, clf_loss=0.1596, lbl_loss=0.6714
Epoch 59 loss=0.8047, clf_loss=0.1551, lbl_loss=0.6496
Epoch 60 loss=0.7980, clf_loss=0.1474, lbl_loss=0.6506
Epoch 61 loss=0.8112, clf_loss=0.1494, lbl_loss=0.6618
Epoch 62 loss=0.8119, clf_loss=0.1388, lbl_loss=0.6731
Epoch 63 loss=0.7868, clf_loss=0.1343, lbl_loss=0.6526
Epoch 64 loss=0.7805, clf_loss=0.1278, lbl_loss=0.6528
Epoch 65 loss=0.7753, clf_loss=0.1211, lbl_loss=0.6542
Epoch 66 loss=0.7782, clf_loss=0.1193, lbl_loss=0.6590
Epoch 67 loss=0.7639, clf_loss=0.1097, lbl_loss=0.6542
Epoch 68 loss=0.7684, clf_loss=0.1071, lbl_loss=0.6612
Epoch 69 loss=0.7656, clf_loss=0.1044, lbl_loss=0.6612
Epoch 70 loss=0.7410, clf_loss=0.0955, lbl_loss=0.6455
Epoch 71 loss=0.7448, clf_loss=0.0914, lbl_loss=0.6534
Epoch 72 loss=0.7255, clf_loss=0.0770, lbl_loss=0.6484
Epoch 73 loss=0.7347, clf_loss=0.0840, lbl_loss=0.6507
Epoch 74 loss=0.7190, clf_loss=0.0716, lbl_loss=0.6474
Epoch 75 loss=0.7392, clf_loss=0.0647, lbl_loss=0.6745
Epoch 76 loss=0.6893, clf_loss=0.0492, lbl_loss=0.6401
Epoch 77 loss=0.6894, clf_loss=0.0507, lbl_loss=0.6387
Epoch 78 loss=0.7095, clf_loss=0.0550, lbl_loss=0.6545
Epoch 79 loss=0.6956, clf_loss=0.0430, lbl_loss=0.6525
Epoch 80 loss=0.6962, clf_loss=0.0452, lbl_loss=0.6510
Epoch 81 loss=0.7030, clf_loss=0.0534, lbl_loss=0.6496
Epoch 82 loss=0.6827, clf_loss=0.0298, lbl_loss=0.6529
Epoch 83 loss=0.6816, clf_loss=0.0262, lbl_loss=0.6555
Epoch 84 loss=0.6954, clf_loss=0.0299, lbl_loss=0.6655
Epoch 85 loss=0.6866, clf_loss=0.0292, lbl_loss=0.6575
Epoch 86 loss=0.6769, clf_loss=0.0261, lbl_loss=0.6508
Epoch 87 loss=0.6951, clf_loss=0.0285, lbl_loss=0.6666
Epoch 88 loss=0.6690, clf_loss=0.0274, lbl_loss=0.6416
Epoch 89 loss=0.7017, clf_loss=0.0403, lbl_loss=0.6614
Epoch 90 loss=0.6757, clf_loss=0.0224, lbl_loss=0.6533
Epoch 91 loss=0.6889, clf_loss=0.0338, lbl_loss=0.6551
Epoch 92 loss=0.6909, clf_loss=0.0297, lbl_loss=0.6612
Epoch 93 loss=0.6638, clf_loss=0.0284, lbl_loss=0.6354
Epoch 94 loss=0.6591, clf_loss=0.0218, lbl_loss=0.6373
Epoch 95 loss=0.6680, clf_loss=0.0147, lbl_loss=0.6532
Epoch 96 loss=0.6727, clf_loss=0.0217, lbl_loss=0.6510
Epoch 97 loss=0.6509, clf_loss=0.0138, lbl_loss=0.6371
Epoch 98 loss=0.6580, clf_loss=0.0067, lbl_loss=0.6513
Epoch 99 loss=0.6572, clf_loss=0.0138, lbl_loss=0.6434
Epoch 100 loss=0.6600, clf_loss=0.0055, lbl_loss=0.6545
