# gpu=5 cmd=/usr/bin/python3 -u main.py --dataset photo --seed 6 --method outpost --tag E400_nogate --rotations 0 --set use_atlas_gate=false num_epochs=400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] anomaly classes (rotations): [np.int64(0), np.int64(7)]
[photo] running subset: [np.int64(0)]
Normal classes: [np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6)] in photo
Building multi-layer GraphSage
[OUTPOST-v4] epoch 0: test-all ROC 0.6069 PR 0.1189 | unseen ROC 0.4133 PR 0.0370 | valAUC 0.8159 | tau+ 0.500
[OUTPOST-v4] epoch 1: test-all ROC 0.6124 PR 0.1215 | unseen ROC 0.4190 PR 0.0374 | valAUC 0.8237 | tau+ 0.500
[OUTPOST-v4] epoch 2: test-all ROC 0.6094 PR 0.1197 | unseen ROC 0.4129 PR 0.0370 | valAUC 0.8130 | tau+ 0.500
[OUTPOST-v4] epoch 3: test-all ROC 0.6075 PR 0.1201 | unseen ROC 0.4084 PR 0.0367 | valAUC 0.8242 | tau+ 0.500
[OUTPOST-v4] epoch 4: test-all ROC 0.6117 PR 0.1222 | unseen ROC 0.4148 PR 0.0371 | valAUC 0.8193 | tau+ 0.500
[OUTPOST-v4] epoch 5: test-all ROC 0.6183 PR 0.1259 | unseen ROC 0.4173 PR 0.0373 | valAUC 0.8246 | tau+ 0.500
[OUTPOST-v4] epoch 6: test-all ROC 0.6151 PR 0.1277 | unseen ROC 0.4086 PR 0.0367 | valAUC 0.8444 | tau+ 0.500
[OUTPOST-v4] epoch 7: test-all ROC 0.6236 PR 0.1320 | unseen ROC 0.4167 PR 0.0372 | valAUC 0.8473 | tau+ 0.500
[OUTPOST-v4] epoch 8: test-all ROC 0.6302 PR 0.1371 | unseen ROC 0.4205 PR 0.0374 | valAUC 0.8353 | tau+ 0.500
[OUTPOST-v4] epoch 9: test-all ROC 0.6269 PR 0.1368 | unseen ROC 0.4143 PR 0.0371 | valAUC 0.8391 | tau+ 0.500
[OUTPOST-v4] epoch 10: test-all ROC 0.6315 PR 0.1424 | unseen ROC 0.4118 PR 0.0369 | valAUC 0.8691 | tau+ 0.500
[OUTPOST-v4] epoch 11: test-all ROC 0.6382 PR 0.1503 | unseen ROC 0.4138 PR 0.0371 | valAUC 0.8768 | tau+ 0.500
[OUTPOST-v4] epoch 12: test-all ROC 0.6386 PR 0.1562 | unseen ROC 0.4076 PR 0.0367 | valAUC 0.8710 | tau+ 0.500
[OUTPOST-v4] epoch 13: test-all ROC 0.6394 PR 0.1606 | unseen ROC 0.4029 PR 0.0364 | valAUC 0.8686 | tau+ 0.500
[OUTPOST-v4] epoch 14: test-all ROC 0.6465 PR 0.1697 | unseen ROC 0.4080 PR 0.0367 | valAUC 0.9063 | tau+ 0.500
[OUTPOST-v4] epoch 15: test-all ROC 0.6476 PR 0.1734 | unseen ROC 0.4087 PR 0.0368 | valAUC 0.8908 | tau+ 0.500
[OUTPOST-v4] epoch 16: test-all ROC 0.6495 PR 0.1788 | unseen ROC 0.4108 PR 0.0369 | valAUC 0.9082 | tau+ 0.500
[OUTPOST-v4] epoch 17: test-all ROC 0.6474 PR 0.1823 | unseen ROC 0.4024 PR 0.0364 | valAUC 0.9140 | tau+ 0.500
[OUTPOST-v4] epoch 18: test-all ROC 0.6576 PR 0.1895 | unseen ROC 0.4186 PR 0.0374 | valAUC 0.9145 | tau+ 0.500
[OUTPOST-v4] epoch 19: test-all ROC 0.6478 PR 0.1889 | unseen ROC 0.3992 PR 0.0362 | valAUC 0.9271 | tau+ 0.500
[OUTPOST-v4] epoch 20: test-all ROC 0.6512 PR 0.1910 | unseen ROC 0.4051 PR 0.0366 | valAUC 0.9309 | tau+ 0.500
[OUTPOST-v4] epoch 21: test-all ROC 0.6506 PR 0.1901 | unseen ROC 0.4066 PR 0.0366 | valAUC 0.9203 | tau+ 0.500
[OUTPOST-v4] epoch 22: test-all ROC 0.6540 PR 0.1918 | unseen ROC 0.4108 PR 0.0369 | valAUC 0.9314 | tau+ 0.500
[OUTPOST-v4] epoch 23: test-all ROC 0.6530 PR 0.1976 | unseen ROC 0.4034 PR 0.0364 | valAUC 0.9140 | tau+ 0.500
[OUTPOST-v4] epoch 24: test-all ROC 0.6494 PR 0.1896 | unseen ROC 0.4018 PR 0.0363 | valAUC 0.9217 | tau+ 0.500
[OUTPOST-v4] epoch 25: test-all ROC 0.6472 PR 0.1883 | unseen ROC 0.3991 PR 0.0362 | valAUC 0.9319 | tau+ 0.500
[OUTPOST-v4] epoch 26: test-all ROC 0.6476 PR 0.1887 | unseen ROC 0.4008 PR 0.0363 | valAUC 0.9193 | tau+ 0.500
[OUTPOST-v4] epoch 27: test-all ROC 0.6518 PR 0.1898 | unseen ROC 0.4059 PR 0.0366 | valAUC 0.9043 | tau+ 0.500
[OUTPOST-v4] epoch 28: test-all ROC 0.6490 PR 0.1880 | unseen ROC 0.4036 PR 0.0364 | valAUC 0.9135 | tau+ 0.500
[OUTPOST-v4] epoch 29: test-all ROC 0.6460 PR 0.1875 | unseen ROC 0.3969 PR 0.0361 | valAUC 0.9251 | tau+ 0.500
[OUTPOST-v4] epoch 30: test-all ROC 0.6532 PR 0.1876 | unseen ROC 0.4108 PR 0.0369 | valAUC 0.9106 | tau+ 0.500
[OUTPOST-v4] epoch 31: test-all ROC 0.6513 PR 0.1888 | unseen ROC 0.4039 PR 0.0365 | valAUC 0.9126 | tau+ 0.500
[OUTPOST-v4] epoch 32: test-all ROC 0.6534 PR 0.1895 | unseen ROC 0.4131 PR 0.0370 | valAUC 0.9164 | tau+ 0.500
[OUTPOST-v4] epoch 33: test-all ROC 0.6552 PR 0.1933 | unseen ROC 0.4119 PR 0.0369 | valAUC 0.9329 | tau+ 0.500
[OUTPOST-v4] epoch 34: test-all ROC 0.6525 PR 0.1937 | unseen ROC 0.4076 PR 0.0367 | valAUC 0.9300 | tau+ 0.500
[OUTPOST-v4] epoch 35: test-all ROC 0.6535 PR 0.2006 | unseen ROC 0.4043 PR 0.0365 | valAUC 0.9213 | tau+ 0.500
[OUTPOST-v4] epoch 36: test-all ROC 0.6562 PR 0.2023 | unseen ROC 0.4103 PR 0.0369 | valAUC 0.9420 | tau+ 0.500
