dataset,class,n,med_same_frac,med_feat_dissim,med_dirichlet,auc_hop0,auc_hop1,auc_hop2,auc_hop3,smoothing_gain,p2_spearman,p2_p
computers,0,434,0.800000011920929,0.4101075530052185,1.1582167148590088,0.48368920662257087,0.6172912191636938,0.7318606542769456,0.793203356390579,0.3095141497680082,0.7698982838380753,2.68134375709868e-86
computers,3,528,0.5972973108291626,0.38765814900398254,0.992913007736206,0.4879125248895526,0.6637731751550411,0.7383715070364839,0.7593841391325991,0.27147161424304644,0.6214056586587097,1.0182954577704725e-57
computers,5,301,0.9399999976158142,0.3240126967430115,1.0072249174118042,0.4418041845456964,0.7404445255491051,0.8758794549766805,0.923752049408656,0.48194786486295954,0.417918013993721,3.7415664282824524e-14
computers,6,483,0.550000011920929,0.2263900637626648,0.7784273624420166,0.33168842634515344,0.26261251829839455,0.34052249444848315,0.38444156417440045,0.05275313782924701,-0.17714611478661377,9.074319028225364e-05
computers,9,283,0.8055555820465088,0.39151662588119507,0.932914674282074,0.4620154947359255,0.639245531039053,0.8061663014586552,0.867221794936911,0.40520630020098547,0.6008504299017197,3.686390146696491e-29
