# gpu=5 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset photo --seed 0 --method nsreg --tag NT_lr0.003_wd0.0001 --rotations 0 --set lr=0.003 lbl_lr=0.003 clf_lr=0.003 weight_decay=0.0001 n_epochs=400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] NSReg, rotations [np.int64(0)] of [np.int64(0), np.int64(7)]
[photo] n_epochs=400 eval_every=1 input_dim=745 wd=0.0001 lr=0.003
Normal classes: [1, 2, 3, 4, 5, 6] in photo
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 566  num train neg edges: 3010
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.5883, clf_loss=0.8148, lbl_loss=0.7735
Epoch  1 loss=1.2591, clf_loss=0.5577, lbl_loss=0.7014
Epoch  2 loss=1.0708, clf_loss=0.3981, lbl_loss=0.6727
Epoch  3 loss=1.0143, clf_loss=0.3338, lbl_loss=0.6805
Epoch  4 loss=1.0676, clf_loss=0.4043, lbl_loss=0.6633
Epoch  5 loss=1.0869, clf_loss=0.4042, lbl_loss=0.6828
Epoch  6 loss=1.0357, clf_loss=0.3724, lbl_loss=0.6633
Epoch  7 loss=1.0216, clf_loss=0.3321, lbl_loss=0.6895
Epoch  8 loss=1.0016, clf_loss=0.3197, lbl_loss=0.6820
Epoch  9 loss=0.9992, clf_loss=0.3343, lbl_loss=0.6649
Epoch 10 loss=1.0168, clf_loss=0.3404, lbl_loss=0.6763
Epoch 11 loss=1.0076, clf_loss=0.3354, lbl_loss=0.6723
Epoch 12 loss=0.9958, clf_loss=0.3206, lbl_loss=0.6752
Epoch 13 loss=0.9784, clf_loss=0.3106, lbl_loss=0.6678
Epoch 14 loss=0.9757, clf_loss=0.3043, lbl_loss=0.6714
Epoch 15 loss=0.9769, clf_loss=0.3048, lbl_loss=0.6722
Epoch 16 loss=0.9974, clf_loss=0.3109, lbl_loss=0.6865
Epoch 17 loss=0.9682, clf_loss=0.2929, lbl_loss=0.6753
Epoch 18 loss=0.9708, clf_loss=0.2878, lbl_loss=0.6830
Epoch 19 loss=0.9577, clf_loss=0.2797, lbl_loss=0.6780
Epoch 20 loss=0.9514, clf_loss=0.2801, lbl_loss=0.6713
Epoch 21 loss=0.9466, clf_loss=0.2747, lbl_loss=0.6720
Epoch 22 loss=0.9538, clf_loss=0.2766, lbl_loss=0.6772
Epoch 23 loss=0.9346, clf_loss=0.2571, lbl_loss=0.6774
Epoch 24 loss=0.9342, clf_loss=0.2599, lbl_loss=0.6743
Epoch 25 loss=0.9053, clf_loss=0.2424, lbl_loss=0.6629
Epoch 26 loss=0.9130, clf_loss=0.2487, lbl_loss=0.6643
Epoch 27 loss=0.9180, clf_loss=0.2429, lbl_loss=0.6751
Epoch 28 loss=0.9291, clf_loss=0.2513, lbl_loss=0.6777
Epoch 29 loss=0.9250, clf_loss=0.2369, lbl_loss=0.6881
Epoch 30 loss=0.9099, clf_loss=0.2388, lbl_loss=0.6711
Epoch 31 loss=0.9009, clf_loss=0.2274, lbl_loss=0.6735
Epoch 32 loss=0.8981, clf_loss=0.2239, lbl_loss=0.6742
Epoch 33 loss=0.8892, clf_loss=0.2199, lbl_loss=0.6693
Epoch 34 loss=0.8853, clf_loss=0.2141, lbl_loss=0.6712
Epoch 35 loss=0.8905, clf_loss=0.2190, lbl_loss=0.6715
Epoch 36 loss=0.8718, clf_loss=0.2078, lbl_loss=0.6641
Epoch 37 loss=0.8796, clf_loss=0.2124, lbl_loss=0.6673
Epoch 38 loss=0.8750, clf_loss=0.2078, lbl_loss=0.6672
Epoch 39 loss=0.8659, clf_loss=0.1931, lbl_loss=0.6728
