# gpu=7 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset yelp --seed 42 --method nsreg --tag NT_lr0.003_wd0.0001 --set lr=0.003 lbl_lr=0.003 clf_lr=0.003 weight_decay=0.0001 n_epochs=400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[yelp] NSReg, rotations [np.int64(1)] of [np.int64(1)]
[yelp] n_epochs=400 eval_every=1 input_dim=32 wd=0.0001 lr=0.003
Normal classes: [0] in yelp
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
assertion passed...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 14020  num train neg edges: 14020
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.3730, clf_loss=0.6755, lbl_loss=0.6975
Epoch  1 loss=1.1150, clf_loss=0.4534, lbl_loss=0.6616
Epoch  2 loss=1.0364, clf_loss=0.3316, lbl_loss=0.7048
Epoch  3 loss=0.9830, clf_loss=0.3003, lbl_loss=0.6827
Epoch  4 loss=0.9988, clf_loss=0.3332, lbl_loss=0.6656
Epoch  5 loss=1.0260, clf_loss=0.3540, lbl_loss=0.6721
Epoch  6 loss=1.0234, clf_loss=0.3468, lbl_loss=0.6766
Epoch  7 loss=0.9944, clf_loss=0.3203, lbl_loss=0.6741
Epoch  8 loss=0.9667, clf_loss=0.3001, lbl_loss=0.6666
Epoch  9 loss=0.9784, clf_loss=0.3090, lbl_loss=0.6694
Epoch 10 loss=1.0006, clf_loss=0.3249, lbl_loss=0.6757
Epoch 11 loss=0.9760, clf_loss=0.3217, lbl_loss=0.6544
Epoch 12 loss=0.9763, clf_loss=0.3082, lbl_loss=0.6681
Epoch 13 loss=0.9862, clf_loss=0.3000, lbl_loss=0.6863
Epoch 14 loss=0.9835, clf_loss=0.3029, lbl_loss=0.6807
Epoch 15 loss=0.9726, clf_loss=0.3091, lbl_loss=0.6635
Epoch 16 loss=0.9769, clf_loss=0.3122, lbl_loss=0.6647
Epoch 17 loss=0.9884, clf_loss=0.3094, lbl_loss=0.6791
Epoch 18 loss=0.9806, clf_loss=0.3045, lbl_loss=0.6762
Epoch 19 loss=0.9718, clf_loss=0.3005, lbl_loss=0.6713
Epoch 20 loss=0.9728, clf_loss=0.3002, lbl_loss=0.6726
Epoch 21 loss=0.9797, clf_loss=0.3026, lbl_loss=0.6770
Epoch 22 loss=0.9756, clf_loss=0.3052, lbl_loss=0.6704
Epoch 23 loss=0.9784, clf_loss=0.3048, lbl_loss=0.6736
Epoch 24 loss=0.9774, clf_loss=0.3024, lbl_loss=0.6749
Epoch 25 loss=0.9869, clf_loss=0.3002, lbl_loss=0.6866
Epoch 26 loss=0.9655, clf_loss=0.2996, lbl_loss=0.6659
Epoch 27 loss=0.9742, clf_loss=0.3010, lbl_loss=0.6732
Epoch 28 loss=0.9732, clf_loss=0.3026, lbl_loss=0.6706
Epoch 29 loss=0.9719, clf_loss=0.3023, lbl_loss=0.6696
Epoch 30 loss=0.9741, clf_loss=0.3008, lbl_loss=0.6733
Epoch 31 loss=0.9771, clf_loss=0.2996, lbl_loss=0.6775
Epoch 32 loss=0.9779, clf_loss=0.2999, lbl_loss=0.6780
Epoch 33 loss=0.9648, clf_loss=0.3004, lbl_loss=0.6645
Epoch 34 loss=0.9761, clf_loss=0.3011, lbl_loss=0.6751
Epoch 35 loss=0.9625, clf_loss=0.3005, lbl_loss=0.6620
Epoch 36 loss=0.9691, clf_loss=0.3006, lbl_loss=0.6685
Epoch 37 loss=0.9769, clf_loss=0.2995, lbl_loss=0.6774
Epoch 38 loss=0.9828, clf_loss=0.2993, lbl_loss=0.6835
Epoch 39 loss=0.9678, clf_loss=0.2997, lbl_loss=0.6682
Epoch 40 loss=0.9546, clf_loss=0.2999, lbl_loss=0.6547
Epoch 41 loss=0.9803, clf_loss=0.2991, lbl_loss=0.6812
Epoch 42 loss=0.9752, clf_loss=0.2999, lbl_loss=0.6753
Epoch 43 loss=0.9517, clf_loss=0.2996, lbl_loss=0.6521
Epoch 44 loss=0.9703, clf_loss=0.2995, lbl_loss=0.6708
Epoch 45 loss=0.9577, clf_loss=0.2993, lbl_loss=0.6584
Epoch 46 loss=0.9712, clf_loss=0.2996, lbl_loss=0.6716
Epoch 47 loss=0.9732, clf_loss=0.2992, lbl_loss=0.6740
Epoch 48 loss=0.9798, clf_loss=0.2991, lbl_loss=0.6806
Epoch 49 loss=0.9792, clf_loss=0.2988, lbl_loss=0.6804
Epoch 50 loss=0.9718, clf_loss=0.2985, lbl_loss=0.6732
Epoch 51 loss=0.9703, clf_loss=0.2987, lbl_loss=0.6716
Epoch 52 loss=0.9719, clf_loss=0.2982, lbl_loss=0.6737
Epoch 53 loss=0.9748, clf_loss=0.2983, lbl_loss=0.6765
Epoch 54 loss=0.9774, clf_loss=0.2983, lbl_loss=0.6791
Epoch 55 loss=0.9795, clf_loss=0.2984, lbl_loss=0.6811
Epoch 56 loss=0.9585, clf_loss=0.2990, lbl_loss=0.6595
Epoch 57 loss=0.9825, clf_loss=0.2981, lbl_loss=0.6843
Epoch 58 loss=0.9758, clf_loss=0.2987, lbl_loss=0.6771
Epoch 59 loss=0.9676, clf_loss=0.2982, lbl_loss=0.6694
Epoch 60 loss=0.9814, clf_loss=0.2975, lbl_loss=0.6840
Epoch 61 loss=0.9658, clf_loss=0.2973, lbl_loss=0.6685
Epoch 62 loss=0.9751, clf_loss=0.2985, lbl_loss=0.6766
Epoch 63 loss=0.9793, clf_loss=0.2977, lbl_loss=0.6816
Epoch 64 loss=0.9643, clf_loss=0.2968, lbl_loss=0.6675
Epoch 65 loss=0.9695, clf_loss=0.2966, lbl_loss=0.6729
Epoch 66 loss=0.9693, clf_loss=0.2988, lbl_loss=0.6706
