# gpu=4 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset photo --seed 1 --method nsreg --tag NT_lr0.001_wd0.0001 --rotations 0 --set lr=0.001 lbl_lr=0.001 clf_lr=0.001 weight_decay=0.0001 n_epochs=400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] NSReg, rotations [np.int64(0)] of [np.int64(0), np.int64(7)]
[photo] n_epochs=400 eval_every=1 input_dim=745 wd=0.0001 lr=0.001
Normal classes: [1, 2, 3, 4, 5, 6] in photo
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 764  num train neg edges: 3868
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.6434, clf_loss=0.9473, lbl_loss=0.6960
Epoch  1 loss=1.4316, clf_loss=0.7474, lbl_loss=0.6841
Epoch  2 loss=1.3168, clf_loss=0.6393, lbl_loss=0.6775
Epoch  3 loss=1.2241, clf_loss=0.5456, lbl_loss=0.6785
Epoch  4 loss=1.1215, clf_loss=0.4481, lbl_loss=0.6735
Epoch  5 loss=1.0335, clf_loss=0.3650, lbl_loss=0.6685
Epoch  6 loss=1.0038, clf_loss=0.3273, lbl_loss=0.6765
Epoch  7 loss=1.0036, clf_loss=0.3366, lbl_loss=0.6670
Epoch  8 loss=1.0437, clf_loss=0.3645, lbl_loss=0.6792
Epoch  9 loss=1.0382, clf_loss=0.3780, lbl_loss=0.6603
Epoch 10 loss=1.0570, clf_loss=0.3806, lbl_loss=0.6765
Epoch 11 loss=1.0382, clf_loss=0.3677, lbl_loss=0.6705
Epoch 12 loss=1.0331, clf_loss=0.3580, lbl_loss=0.6751
Epoch 13 loss=1.0092, clf_loss=0.3295, lbl_loss=0.6798
Epoch 14 loss=0.9955, clf_loss=0.3138, lbl_loss=0.6818
Epoch 15 loss=0.9811, clf_loss=0.3067, lbl_loss=0.6744
Epoch 16 loss=0.9680, clf_loss=0.3064, lbl_loss=0.6616
Epoch 17 loss=1.0015, clf_loss=0.3155, lbl_loss=0.6860
Epoch 18 loss=0.9894, clf_loss=0.3185, lbl_loss=0.6709
Epoch 19 loss=0.9841, clf_loss=0.3203, lbl_loss=0.6638
Epoch 20 loss=0.9762, clf_loss=0.3166, lbl_loss=0.6596
Epoch 21 loss=0.9717, clf_loss=0.3108, lbl_loss=0.6609
Epoch 22 loss=0.9724, clf_loss=0.3041, lbl_loss=0.6684
Epoch 23 loss=0.9730, clf_loss=0.2940, lbl_loss=0.6790
Epoch 24 loss=0.9707, clf_loss=0.2924, lbl_loss=0.6784
Epoch 25 loss=0.9582, clf_loss=0.2880, lbl_loss=0.6703
Epoch 26 loss=0.9536, clf_loss=0.2797, lbl_loss=0.6739
Epoch 27 loss=0.9584, clf_loss=0.2858, lbl_loss=0.6725
Epoch 28 loss=0.9427, clf_loss=0.2794, lbl_loss=0.6633
Epoch 29 loss=0.9436, clf_loss=0.2738, lbl_loss=0.6698
Epoch 30 loss=0.9656, clf_loss=0.2801, lbl_loss=0.6855
Epoch 31 loss=0.9485, clf_loss=0.2774, lbl_loss=0.6711
Epoch 32 loss=0.9471, clf_loss=0.2704, lbl_loss=0.6768
Epoch 33 loss=0.9381, clf_loss=0.2715, lbl_loss=0.6666
Epoch 34 loss=0.9350, clf_loss=0.2630, lbl_loss=0.6721
Epoch 35 loss=0.9244, clf_loss=0.2595, lbl_loss=0.6648
Epoch 36 loss=0.9433, clf_loss=0.2654, lbl_loss=0.6779
Epoch 37 loss=0.9313, clf_loss=0.2567, lbl_loss=0.6747
Epoch 38 loss=0.9185, clf_loss=0.2555, lbl_loss=0.6630
Epoch 39 loss=0.9290, clf_loss=0.2522, lbl_loss=0.6768
Epoch 40 loss=0.9240, clf_loss=0.2495, lbl_loss=0.6746
Epoch 41 loss=0.9175, clf_loss=0.2448, lbl_loss=0.6727
Epoch 42 loss=0.9066, clf_loss=0.2457, lbl_loss=0.6609
Epoch 43 loss=0.9004, clf_loss=0.2371, lbl_loss=0.6633
Epoch 44 loss=0.9179, clf_loss=0.2373, lbl_loss=0.6807
Epoch 45 loss=0.8904, clf_loss=0.2330, lbl_loss=0.6573
Epoch 46 loss=0.8932, clf_loss=0.2359, lbl_loss=0.6572
Epoch 47 loss=0.8877, clf_loss=0.2317, lbl_loss=0.6560
Epoch 48 loss=0.9084, clf_loss=0.2260, lbl_loss=0.6825
Epoch 49 loss=0.9037, clf_loss=0.2249, lbl_loss=0.6788
Epoch 50 loss=0.8971, clf_loss=0.2166, lbl_loss=0.6805
Epoch 51 loss=0.8975, clf_loss=0.2238, lbl_loss=0.6737
Epoch 52 loss=0.8930, clf_loss=0.2205, lbl_loss=0.6726
Epoch 53 loss=0.8844, clf_loss=0.2143, lbl_loss=0.6701
Epoch 54 loss=0.8842, clf_loss=0.2116, lbl_loss=0.6726
Epoch 55 loss=0.8847, clf_loss=0.2127, lbl_loss=0.6720
Epoch 56 loss=0.8814, clf_loss=0.2042, lbl_loss=0.6772
Epoch 57 loss=0.8734, clf_loss=0.2052, lbl_loss=0.6681
Epoch 58 loss=0.8621, clf_loss=0.1991, lbl_loss=0.6630
Epoch 59 loss=0.8687, clf_loss=0.2030, lbl_loss=0.6657
Epoch 60 loss=0.8659, clf_loss=0.1984, lbl_loss=0.6675
Epoch 61 loss=0.8776, clf_loss=0.2001, lbl_loss=0.6775
Epoch 62 loss=0.8652, clf_loss=0.1962, lbl_loss=0.6690
Epoch 63 loss=0.8570, clf_loss=0.1877, lbl_loss=0.6693
Epoch 64 loss=0.8706, clf_loss=0.1866, lbl_loss=0.6840
Epoch 65 loss=0.8504, clf_loss=0.1896, lbl_loss=0.6608
Epoch 66 loss=0.8475, clf_loss=0.1805, lbl_loss=0.6670
Epoch 67 loss=0.8386, clf_loss=0.1828, lbl_loss=0.6557
Epoch 68 loss=0.8424, clf_loss=0.1745, lbl_loss=0.6678
Epoch 69 loss=0.8408, clf_loss=0.1798, lbl_loss=0.6610
Epoch 70 loss=0.8326, clf_loss=0.1684, lbl_loss=0.6642
Epoch 71 loss=0.8262, clf_loss=0.1614, lbl_loss=0.6648
Epoch 72 loss=0.8175, clf_loss=0.1618, lbl_loss=0.6557
Epoch 73 loss=0.8131, clf_loss=0.1586, lbl_loss=0.6545
Epoch 74 loss=0.8205, clf_loss=0.1539, lbl_loss=0.6666
Epoch 75 loss=0.8217, clf_loss=0.1632, lbl_loss=0.6585
Epoch 76 loss=0.8053, clf_loss=0.1469, lbl_loss=0.6584
Epoch 77 loss=0.8353, clf_loss=0.1541, lbl_loss=0.6812
Epoch 78 loss=0.8250, clf_loss=0.1481, lbl_loss=0.6770
Epoch 79 loss=0.8067, clf_loss=0.1421, lbl_loss=0.6646
Epoch 80 loss=0.8095, clf_loss=0.1401, lbl_loss=0.6694
Epoch 81 loss=0.7939, clf_loss=0.1322, lbl_loss=0.6617
Epoch 82 loss=0.7894, clf_loss=0.1334, lbl_loss=0.6560
Epoch 83 loss=0.7764, clf_loss=0.1202, lbl_loss=0.6562
Epoch 84 loss=0.7870, clf_loss=0.1275, lbl_loss=0.6595
Epoch 85 loss=0.7956, clf_loss=0.1232, lbl_loss=0.6723
Epoch 86 loss=0.7999, clf_loss=0.1232, lbl_loss=0.6768
Epoch 87 loss=0.7734, clf_loss=0.1224, lbl_loss=0.6510
Epoch 88 loss=0.7757, clf_loss=0.1118, lbl_loss=0.6639
Epoch 89 loss=0.7539, clf_loss=0.0916, lbl_loss=0.6623
Epoch 90 loss=0.7572, clf_loss=0.1018, lbl_loss=0.6554
Epoch 91 loss=0.7473, clf_loss=0.0991, lbl_loss=0.6482
Epoch 92 loss=0.7534, clf_loss=0.0974, lbl_loss=0.6561
Epoch 93 loss=0.7499, clf_loss=0.0863, lbl_loss=0.6636
Epoch 94 loss=0.7338, clf_loss=0.0822, lbl_loss=0.6517
Epoch 95 loss=0.7217, clf_loss=0.0707, lbl_loss=0.6510
Epoch 96 loss=0.7333, clf_loss=0.0750, lbl_loss=0.6583
Epoch 97 loss=0.7156, clf_loss=0.0725, lbl_loss=0.6431
Epoch 98 loss=0.7325, clf_loss=0.0670, lbl_loss=0.6655
Epoch 99 loss=0.7293, clf_loss=0.0718, lbl_loss=0.6575
Epoch 100 loss=0.7241, clf_loss=0.0717, lbl_loss=0.6524
Epoch 101 loss=0.7009, clf_loss=0.0637, lbl_loss=0.6372
Epoch 102 loss=0.7265, clf_loss=0.0750, lbl_loss=0.6514
Epoch 103 loss=0.7099, clf_loss=0.0657, lbl_loss=0.6442
Epoch 104 loss=0.7252, clf_loss=0.0694, lbl_loss=0.6558
Epoch 105 loss=0.7201, clf_loss=0.0649, lbl_loss=0.6552
Epoch 106 loss=0.7127, clf_loss=0.0617, lbl_loss=0.6510
Epoch 107 loss=0.6808, clf_loss=0.0409, lbl_loss=0.6399
Epoch 108 loss=0.6908, clf_loss=0.0530, lbl_loss=0.6378
Epoch 109 loss=0.6789, clf_loss=0.0483, lbl_loss=0.6306
Epoch 110 loss=0.6730, clf_loss=0.0359, lbl_loss=0.6371
Epoch 111 loss=0.6731, clf_loss=0.0424, lbl_loss=0.6307
Epoch 112 loss=0.6805, clf_loss=0.0407, lbl_loss=0.6398
Epoch 113 loss=0.6831, clf_loss=0.0393, lbl_loss=0.6438
Epoch 114 loss=0.6880, clf_loss=0.0404, lbl_loss=0.6476
Epoch 115 loss=0.6574, clf_loss=0.0328, lbl_loss=0.6247
Epoch 116 loss=0.6806, clf_loss=0.0272, lbl_loss=0.6534
Epoch 117 loss=0.6675, clf_loss=0.0296, lbl_loss=0.6379
Epoch 118 loss=0.6794, clf_loss=0.0404, lbl_loss=0.6390
Epoch 119 loss=0.6550, clf_loss=0.0278, lbl_loss=0.6272
