# gpu=3 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset amazon --seed 0 --method nsreg --tag NT_lr0.003_wd0.0001 --set lr=0.003 lbl_lr=0.003 clf_lr=0.003 weight_decay=0.0001 n_epochs=400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[amazon] NSReg, rotations [np.int64(1)] of [np.int64(1)]
[amazon] n_epochs=400 eval_every=1 input_dim=25 wd=0.0001 lr=0.003
Normal classes: [0] in amazon
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 20526  num train neg edges: 31070
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.2296, clf_loss=0.5219, lbl_loss=0.7076
Epoch  1 loss=4.9726, clf_loss=4.2690, lbl_loss=0.7036
Epoch  2 loss=2.8167, clf_loss=2.1296, lbl_loss=0.6871
Epoch  3 loss=1.0900, clf_loss=0.4124, lbl_loss=0.6776
Epoch  4 loss=6.3574, clf_loss=5.6712, lbl_loss=0.6862
Epoch  5 loss=0.9449, clf_loss=0.3021, lbl_loss=0.6428
Epoch  6 loss=1.3081, clf_loss=0.6290, lbl_loss=0.6791
Epoch  7 loss=1.5319, clf_loss=0.8581, lbl_loss=0.6738
Epoch  8 loss=1.6238, clf_loss=0.9620, lbl_loss=0.6619
Epoch  9 loss=1.6114, clf_loss=0.9461, lbl_loss=0.6653
Epoch 10 loss=1.5492, clf_loss=0.8777, lbl_loss=0.6715
Epoch 11 loss=1.4279, clf_loss=0.7646, lbl_loss=0.6633
Epoch 12 loss=1.3679, clf_loss=0.6891, lbl_loss=0.6788
Epoch 13 loss=1.1895, clf_loss=0.5095, lbl_loss=0.6800
Epoch 14 loss=1.0246, clf_loss=0.3534, lbl_loss=0.6712
Epoch 15 loss=1.0010, clf_loss=0.3341, lbl_loss=0.6669
Epoch 16 loss=1.1413, clf_loss=0.4702, lbl_loss=0.6711
Epoch 17 loss=1.0777, clf_loss=0.4022, lbl_loss=0.6755
Epoch 18 loss=0.9525, clf_loss=0.2836, lbl_loss=0.6689
Epoch 19 loss=0.9651, clf_loss=0.2974, lbl_loss=0.6677
Epoch 20 loss=1.0043, clf_loss=0.3452, lbl_loss=0.6591
Epoch 21 loss=1.0273, clf_loss=0.3481, lbl_loss=0.6793
Epoch 22 loss=0.9952, clf_loss=0.3209, lbl_loss=0.6743
Epoch 23 loss=0.9559, clf_loss=0.2880, lbl_loss=0.6680
Epoch 24 loss=0.9634, clf_loss=0.2841, lbl_loss=0.6793
Epoch 25 loss=0.9826, clf_loss=0.3032, lbl_loss=0.6794
Epoch 26 loss=0.9448, clf_loss=0.2862, lbl_loss=0.6586
Epoch 27 loss=0.9425, clf_loss=0.2822, lbl_loss=0.6603
Epoch 28 loss=0.9237, clf_loss=0.2775, lbl_loss=0.6462
Epoch 29 loss=0.9443, clf_loss=0.2687, lbl_loss=0.6755
Epoch 30 loss=0.9642, clf_loss=0.2982, lbl_loss=0.6660
Epoch 31 loss=0.9462, clf_loss=0.2876, lbl_loss=0.6586
Epoch 32 loss=0.9374, clf_loss=0.2749, lbl_loss=0.6625
Epoch 33 loss=0.9382, clf_loss=0.2765, lbl_loss=0.6618
Epoch 34 loss=0.9497, clf_loss=0.2866, lbl_loss=0.6631
Epoch 35 loss=0.9647, clf_loss=0.2839, lbl_loss=0.6807
Epoch 36 loss=0.9643, clf_loss=0.2853, lbl_loss=0.6790
Epoch 37 loss=0.9479, clf_loss=0.2759, lbl_loss=0.6720
Epoch 38 loss=0.9441, clf_loss=0.2695, lbl_loss=0.6746
Epoch 39 loss=0.9414, clf_loss=0.2853, lbl_loss=0.6562
Epoch 40 loss=0.9580, clf_loss=0.2832, lbl_loss=0.6748
Epoch 41 loss=0.9289, clf_loss=0.2724, lbl_loss=0.6565
Epoch 42 loss=0.9307, clf_loss=0.2623, lbl_loss=0.6684
Epoch 43 loss=0.9080, clf_loss=0.2604, lbl_loss=0.6475
Epoch 44 loss=0.9446, clf_loss=0.2800, lbl_loss=0.6646
Epoch 45 loss=0.9283, clf_loss=0.2666, lbl_loss=0.6617
Epoch 46 loss=0.9473, clf_loss=0.2815, lbl_loss=0.6658
Epoch 47 loss=0.9143, clf_loss=0.2606, lbl_loss=0.6537
Epoch 48 loss=0.9339, clf_loss=0.2752, lbl_loss=0.6587
Epoch 49 loss=0.9244, clf_loss=0.2667, lbl_loss=0.6577
Epoch 50 loss=0.9215, clf_loss=0.2761, lbl_loss=0.6454
Epoch 51 loss=0.9243, clf_loss=0.2766, lbl_loss=0.6477
Epoch 52 loss=0.9185, clf_loss=0.2597, lbl_loss=0.6587
Epoch 53 loss=0.9197, clf_loss=0.2721, lbl_loss=0.6475
Epoch 54 loss=0.9274, clf_loss=0.2657, lbl_loss=0.6617
Epoch 55 loss=0.9264, clf_loss=0.2590, lbl_loss=0.6674
Epoch 56 loss=0.9303, clf_loss=0.2675, lbl_loss=0.6628
Epoch 57 loss=0.9074, clf_loss=0.2611, lbl_loss=0.6463
Epoch 58 loss=0.9173, clf_loss=0.2701, lbl_loss=0.6471
Epoch 59 loss=0.9021, clf_loss=0.2535, lbl_loss=0.6486
Epoch 60 loss=0.8985, clf_loss=0.2464, lbl_loss=0.6521
Epoch 61 loss=0.9054, clf_loss=0.2474, lbl_loss=0.6580
Epoch 62 loss=0.8965, clf_loss=0.2587, lbl_loss=0.6378
Epoch 63 loss=0.9028, clf_loss=0.2410, lbl_loss=0.6619
Epoch 64 loss=0.8734, clf_loss=0.2429, lbl_loss=0.6305
Epoch 65 loss=0.9028, clf_loss=0.2621, lbl_loss=0.6408
Epoch 66 loss=0.9060, clf_loss=0.2436, lbl_loss=0.6624
Epoch 67 loss=0.8896, clf_loss=0.2438, lbl_loss=0.6458
Epoch 68 loss=0.8942, clf_loss=0.2384, lbl_loss=0.6558
Epoch 69 loss=0.9345, clf_loss=0.2612, lbl_loss=0.6733
Epoch 70 loss=0.8949, clf_loss=0.2259, lbl_loss=0.6689
Epoch 71 loss=0.8841, clf_loss=0.2369, lbl_loss=0.6472
Epoch 72 loss=0.8753, clf_loss=0.2282, lbl_loss=0.6471
Epoch 73 loss=0.8884, clf_loss=0.2366, lbl_loss=0.6518
Epoch 74 loss=0.8885, clf_loss=0.2388, lbl_loss=0.6497
Epoch 75 loss=0.8936, clf_loss=0.2425, lbl_loss=0.6511
Epoch 76 loss=0.8823, clf_loss=0.2188, lbl_loss=0.6635
Epoch 77 loss=0.9065, clf_loss=0.2398, lbl_loss=0.6667
Epoch 78 loss=0.8805, clf_loss=0.2179, lbl_loss=0.6626
Epoch 79 loss=0.8774, clf_loss=0.2169, lbl_loss=0.6605
Epoch 80 loss=0.8536, clf_loss=0.2125, lbl_loss=0.6411
Epoch 81 loss=0.8854, clf_loss=0.2342, lbl_loss=0.6512
Epoch 82 loss=0.8513, clf_loss=0.1988, lbl_loss=0.6524
Epoch 83 loss=0.8751, clf_loss=0.2180, lbl_loss=0.6571
Epoch 84 loss=0.8491, clf_loss=0.2043, lbl_loss=0.6448
Epoch 85 loss=0.8505, clf_loss=0.2092, lbl_loss=0.6413
Epoch 86 loss=0.8339, clf_loss=0.1956, lbl_loss=0.6383
Epoch 87 loss=0.8374, clf_loss=0.1907, lbl_loss=0.6468
Epoch 88 loss=0.8380, clf_loss=0.1796, lbl_loss=0.6584
Epoch 89 loss=0.8383, clf_loss=0.1983, lbl_loss=0.6400
Epoch 90 loss=0.8143, clf_loss=0.1730, lbl_loss=0.6413
Epoch 91 loss=0.8003, clf_loss=0.1602, lbl_loss=0.6401
Epoch 92 loss=0.8257, clf_loss=0.1799, lbl_loss=0.6458
Epoch 93 loss=0.8368, clf_loss=0.1751, lbl_loss=0.6617
Epoch 94 loss=0.8152, clf_loss=0.1795, lbl_loss=0.6357
Epoch 95 loss=0.8209, clf_loss=0.1607, lbl_loss=0.6602
Epoch 96 loss=0.7922, clf_loss=0.1551, lbl_loss=0.6371
Epoch 97 loss=0.8050, clf_loss=0.1620, lbl_loss=0.6430
Epoch 98 loss=0.8029, clf_loss=0.1576, lbl_loss=0.6453
Epoch 99 loss=0.8015, clf_loss=0.1526, lbl_loss=0.6488
Epoch 100 loss=0.8369, clf_loss=0.1861, lbl_loss=0.6508
Epoch 101 loss=0.8241, clf_loss=0.1660, lbl_loss=0.6581
Epoch 102 loss=0.7927, clf_loss=0.1471, lbl_loss=0.6456
Epoch 103 loss=0.8051, clf_loss=0.1523, lbl_loss=0.6528
