# gpu=5 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset computers --seed 42 --method nsreg --tag NT_lr0.003_wd0.0001 --rotations 5 --set lr=0.003 lbl_lr=0.003 clf_lr=0.003 weight_decay=0.0001 n_epochs=400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.03170448 0.15575916 0.10282141 0.03941245 0.37507272 0.02239674
 0.03541303 0.05948226 0.1567772  0.02116056]
[computers] NSReg, rotations [np.int64(5)] of [np.int64(0), np.int64(3), np.int64(5), np.int64(6), np.int64(9)]
[computers] n_epochs=400 eval_every=1 input_dim=767 wd=0.0001 lr=0.003
Normal classes: [1, 2, 4, 7, 8] in computers
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 900  num train neg edges: 2502
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.5723, clf_loss=0.8898, lbl_loss=0.6825
Epoch  1 loss=1.2739, clf_loss=0.6062, lbl_loss=0.6677
Epoch  2 loss=1.0972, clf_loss=0.4077, lbl_loss=0.6896
Epoch  3 loss=0.9975, clf_loss=0.3093, lbl_loss=0.6881
Epoch  4 loss=1.0933, clf_loss=0.4099, lbl_loss=0.6834
Epoch  5 loss=1.0968, clf_loss=0.4082, lbl_loss=0.6886
Epoch  6 loss=1.0402, clf_loss=0.3604, lbl_loss=0.6797
Epoch  7 loss=0.9799, clf_loss=0.3142, lbl_loss=0.6656
Epoch  8 loss=0.9793, clf_loss=0.2987, lbl_loss=0.6807
Epoch  9 loss=1.0098, clf_loss=0.3236, lbl_loss=0.6862
Epoch 10 loss=1.0300, clf_loss=0.3348, lbl_loss=0.6952
Epoch 11 loss=1.0188, clf_loss=0.3134, lbl_loss=0.7054
Epoch 12 loss=0.9806, clf_loss=0.2951, lbl_loss=0.6856
Epoch 13 loss=0.9595, clf_loss=0.2783, lbl_loss=0.6812
Epoch 14 loss=0.9517, clf_loss=0.2783, lbl_loss=0.6735
Epoch 15 loss=0.9460, clf_loss=0.2720, lbl_loss=0.6739
Epoch 16 loss=0.9354, clf_loss=0.2627, lbl_loss=0.6727
Epoch 17 loss=0.9282, clf_loss=0.2443, lbl_loss=0.6839
Epoch 18 loss=0.9190, clf_loss=0.2362, lbl_loss=0.6828
Epoch 19 loss=0.9002, clf_loss=0.2300, lbl_loss=0.6702
Epoch 20 loss=0.8985, clf_loss=0.2292, lbl_loss=0.6693
Epoch 21 loss=0.8952, clf_loss=0.2086, lbl_loss=0.6866
Epoch 22 loss=0.8640, clf_loss=0.1939, lbl_loss=0.6701
Epoch 23 loss=0.8558, clf_loss=0.1872, lbl_loss=0.6687
Epoch 24 loss=0.8532, clf_loss=0.1818, lbl_loss=0.6715
Epoch 25 loss=0.8346, clf_loss=0.1728, lbl_loss=0.6619
Epoch 26 loss=0.8370, clf_loss=0.1636, lbl_loss=0.6734
Epoch 27 loss=0.8348, clf_loss=0.1623, lbl_loss=0.6725
Epoch 28 loss=0.8244, clf_loss=0.1588, lbl_loss=0.6656
Epoch 29 loss=0.8254, clf_loss=0.1546, lbl_loss=0.6708
Epoch 30 loss=0.8259, clf_loss=0.1496, lbl_loss=0.6763
Epoch 31 loss=0.8235, clf_loss=0.1485, lbl_loss=0.6750
Epoch 32 loss=0.8048, clf_loss=0.1438, lbl_loss=0.6610
Epoch 33 loss=0.8120, clf_loss=0.1426, lbl_loss=0.6695
Epoch 34 loss=0.8014, clf_loss=0.1402, lbl_loss=0.6611
Epoch 35 loss=0.8061, clf_loss=0.1344, lbl_loss=0.6717
Epoch 36 loss=0.8151, clf_loss=0.1339, lbl_loss=0.6812
Epoch 37 loss=0.7895, clf_loss=0.1270, lbl_loss=0.6625
Epoch 38 loss=0.7880, clf_loss=0.1276, lbl_loss=0.6604
Epoch 39 loss=0.7994, clf_loss=0.1288, lbl_loss=0.6706
Epoch 40 loss=0.7991, clf_loss=0.1263, lbl_loss=0.6728
Epoch 41 loss=0.7968, clf_loss=0.1204, lbl_loss=0.6765
Epoch 42 loss=0.7822, clf_loss=0.1212, lbl_loss=0.6611
Epoch 43 loss=0.7995, clf_loss=0.1202, lbl_loss=0.6793
Epoch 44 loss=0.8005, clf_loss=0.1174, lbl_loss=0.6831
Epoch 45 loss=0.7743, clf_loss=0.1138, lbl_loss=0.6605
Epoch 46 loss=0.7842, clf_loss=0.1133, lbl_loss=0.6709
Epoch 47 loss=0.7869, clf_loss=0.1140, lbl_loss=0.6729
Epoch 48 loss=0.7881, clf_loss=0.1095, lbl_loss=0.6786
Epoch 49 loss=0.7797, clf_loss=0.1086, lbl_loss=0.6711
Epoch 50 loss=0.7749, clf_loss=0.1056, lbl_loss=0.6693
Epoch 51 loss=0.7775, clf_loss=0.1021, lbl_loss=0.6753
Epoch 52 loss=0.7667, clf_loss=0.1001, lbl_loss=0.6666
Epoch 53 loss=0.7577, clf_loss=0.0954, lbl_loss=0.6623
Epoch 54 loss=0.7527, clf_loss=0.0933, lbl_loss=0.6594
Epoch 55 loss=0.7539, clf_loss=0.0892, lbl_loss=0.6646
Epoch 56 loss=0.7532, clf_loss=0.0866, lbl_loss=0.6665
Epoch 57 loss=0.7369, clf_loss=0.0797, lbl_loss=0.6571
Epoch 58 loss=0.7391, clf_loss=0.0714, lbl_loss=0.6677
Epoch 59 loss=0.7345, clf_loss=0.0597, lbl_loss=0.6748
Epoch 60 loss=0.7355, clf_loss=0.0659, lbl_loss=0.6696
Epoch 61 loss=0.7143, clf_loss=0.0524, lbl_loss=0.6618
Epoch 62 loss=0.7124, clf_loss=0.0479, lbl_loss=0.6645
Epoch 63 loss=0.6936, clf_loss=0.0314, lbl_loss=0.6622
Epoch 64 loss=0.7011, clf_loss=0.0438, lbl_loss=0.6573
Epoch 65 loss=0.7110, clf_loss=0.0395, lbl_loss=0.6716
Epoch 66 loss=0.6902, clf_loss=0.0272, lbl_loss=0.6630
Epoch 67 loss=0.7064, clf_loss=0.0308, lbl_loss=0.6756
Epoch 68 loss=0.7033, clf_loss=0.0354, lbl_loss=0.6679
Epoch 69 loss=0.6956, clf_loss=0.0382, lbl_loss=0.6573
Epoch 70 loss=0.6863, clf_loss=0.0300, lbl_loss=0.6563
Epoch 71 loss=0.6922, clf_loss=0.0347, lbl_loss=0.6576
Epoch 72 loss=0.6932, clf_loss=0.0347, lbl_loss=0.6585
Epoch 73 loss=0.6913, clf_loss=0.0326, lbl_loss=0.6587
Epoch 74 loss=0.6854, clf_loss=0.0214, lbl_loss=0.6641
Epoch 75 loss=0.6799, clf_loss=0.0308, lbl_loss=0.6490
Epoch 76 loss=0.6707, clf_loss=0.0262, lbl_loss=0.6445
Epoch 77 loss=0.6921, clf_loss=0.0278, lbl_loss=0.6643
Epoch 78 loss=0.6804, clf_loss=0.0156, lbl_loss=0.6647
Epoch 79 loss=0.6769, clf_loss=0.0247, lbl_loss=0.6522
Epoch 80 loss=0.6733, clf_loss=0.0224, lbl_loss=0.6509
Epoch 81 loss=0.6940, clf_loss=0.0318, lbl_loss=0.6623
Epoch 82 loss=0.6734, clf_loss=0.0249, lbl_loss=0.6485
Epoch 83 loss=0.6889, clf_loss=0.0268, lbl_loss=0.6621
Epoch 84 loss=0.6689, clf_loss=0.0211, lbl_loss=0.6479
Epoch 85 loss=0.7027, clf_loss=0.0309, lbl_loss=0.6719
Epoch 86 loss=0.6696, clf_loss=0.0169, lbl_loss=0.6527
Epoch 87 loss=0.6790, clf_loss=0.0266, lbl_loss=0.6524
