# gpu=3 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset photo --seed 0 --method nsreg --tag NT_lr0.003_wd0.0 --rotations 0 --set lr=0.003 lbl_lr=0.003 clf_lr=0.003 weight_decay=0.0 n_epochs=400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] NSReg, rotations [np.int64(0)] of [np.int64(0), np.int64(7)]
[photo] n_epochs=400 eval_every=1 input_dim=745 wd=0.0 lr=0.003
Normal classes: [1, 2, 3, 4, 5, 6] in photo
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 566  num train neg edges: 3010
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.5883, clf_loss=0.8148, lbl_loss=0.7735
Epoch  1 loss=1.2601, clf_loss=0.5590, lbl_loss=0.7011
Epoch  2 loss=1.0708, clf_loss=0.3980, lbl_loss=0.6728
Epoch  3 loss=1.0135, clf_loss=0.3332, lbl_loss=0.6803
Epoch  4 loss=1.0683, clf_loss=0.4049, lbl_loss=0.6634
Epoch  5 loss=1.0874, clf_loss=0.4044, lbl_loss=0.6829
Epoch  6 loss=1.0367, clf_loss=0.3733, lbl_loss=0.6634
Epoch  7 loss=1.0220, clf_loss=0.3325, lbl_loss=0.6895
Epoch  8 loss=1.0014, clf_loss=0.3194, lbl_loss=0.6820
Epoch  9 loss=0.9987, clf_loss=0.3340, lbl_loss=0.6648
Epoch 10 loss=1.0166, clf_loss=0.3402, lbl_loss=0.6763
Epoch 11 loss=1.0085, clf_loss=0.3361, lbl_loss=0.6723
Epoch 12 loss=0.9976, clf_loss=0.3222, lbl_loss=0.6754
Epoch 13 loss=0.9795, clf_loss=0.3115, lbl_loss=0.6680
Epoch 14 loss=0.9755, clf_loss=0.3040, lbl_loss=0.6715
Epoch 15 loss=0.9760, clf_loss=0.3052, lbl_loss=0.6708
Epoch 16 loss=0.9977, clf_loss=0.3119, lbl_loss=0.6859
Epoch 17 loss=0.9706, clf_loss=0.2955, lbl_loss=0.6751
Epoch 18 loss=0.9726, clf_loss=0.2901, lbl_loss=0.6825
Epoch 19 loss=0.9578, clf_loss=0.2802, lbl_loss=0.6777
Epoch 20 loss=0.9500, clf_loss=0.2799, lbl_loss=0.6700
Epoch 21 loss=0.9458, clf_loss=0.2748, lbl_loss=0.6711
Epoch 22 loss=0.9546, clf_loss=0.2778, lbl_loss=0.6768
Epoch 23 loss=0.9369, clf_loss=0.2595, lbl_loss=0.6774
Epoch 24 loss=0.9358, clf_loss=0.2620, lbl_loss=0.6739
