# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset photo --seed 1 --method outpost --tag L_lean --set use_atlas_gate=false use_pl=false
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] anomaly classes (rotations): [np.int64(0), np.int64(7)]
Normal classes: [np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6)] in photo
Building multi-layer GraphSage
[OUTPOST-v4] epoch 0: test-all ROC 0.5846 PR 0.1086 | unseen ROC 0.3989 PR 0.0361 | valAUC 0.7841 | tau+ 0.544
[OUTPOST-v4] epoch 1: test-all ROC 0.5923 PR 0.1084 | unseen ROC 0.4177 PR 0.0372 | valAUC 0.7729 | tau+ 0.500
[OUTPOST-v4] epoch 2: test-all ROC 0.6019 PR 0.1101 | unseen ROC 0.4339 PR 0.0383 | valAUC 0.7710 | tau+ 0.500
[OUTPOST-v4] epoch 3: test-all ROC 0.5947 PR 0.1141 | unseen ROC 0.3901 PR 0.0357 | valAUC 0.8440 | tau+ 0.500
[OUTPOST-v4] epoch 4: test-all ROC 0.6040 PR 0.1203 | unseen ROC 0.3905 PR 0.0359 | valAUC 0.8551 | tau+ 0.500
[OUTPOST-v4] epoch 5: test-all ROC 0.6052 PR 0.1240 | unseen ROC 0.3874 PR 0.0356 | valAUC 0.8758 | tau+ 0.500
[OUTPOST-v4] epoch 6: test-all ROC 0.6044 PR 0.1249 | unseen ROC 0.3830 PR 0.0355 | valAUC 0.8580 | tau+ 0.500
[OUTPOST-v4] epoch 7: test-all ROC 0.6072 PR 0.1270 | unseen ROC 0.3857 PR 0.0356 | valAUC 0.8671 | tau+ 0.500
[OUTPOST-v4] epoch 8: test-all ROC 0.6148 PR 0.1299 | unseen ROC 0.3946 PR 0.0360 | valAUC 0.8749 | tau+ 0.500
[OUTPOST-v4] epoch 9: test-all ROC 0.6119 PR 0.1298 | unseen ROC 0.3868 PR 0.0356 | valAUC 0.8792 | tau+ 0.500
[OUTPOST-v4] epoch 10: test-all ROC 0.6137 PR 0.1340 | unseen ROC 0.3846 PR 0.0354 | valAUC 0.8667 | tau+ 0.500
