/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[amazon] NSReg, rotations [np.int64(1)] of [np.int64(1)]
[amazon] n_epochs=400 eval_every=1 input_dim=25 wd=0.0 lr=0.003
Normal classes: [0] in amazon
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 21654  num train neg edges: 24432
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=1.2526, clf_loss=0.4605, lbl_loss=0.7921
Epoch  1 loss=3.7143, clf_loss=3.0408, lbl_loss=0.6735
Epoch  2 loss=2.3852, clf_loss=1.7056, lbl_loss=0.6796
Epoch  3 loss=1.0545, clf_loss=0.3756, lbl_loss=0.6788
Epoch  4 loss=4.1740, clf_loss=3.4902, lbl_loss=0.6839
Epoch  5 loss=1.1068, clf_loss=0.4515, lbl_loss=0.6553
Epoch  6 loss=1.4135, clf_loss=0.7148, lbl_loss=0.6986
Epoch  7 loss=1.2997, clf_loss=0.6120, lbl_loss=0.6877
Epoch  8 loss=1.1052, clf_loss=0.4377, lbl_loss=0.6675
Epoch  9 loss=1.2114, clf_loss=0.5373, lbl_loss=0.6741
Epoch 10 loss=1.0203, clf_loss=0.3529, lbl_loss=0.6674
Epoch 11 loss=1.0754, clf_loss=0.4028, lbl_loss=0.6726
Epoch 12 loss=1.1134, clf_loss=0.4289, lbl_loss=0.6845
Epoch 13 loss=1.1068, clf_loss=0.4211, lbl_loss=0.6857
Epoch 14 loss=0.9759, clf_loss=0.3147, lbl_loss=0.6612
Epoch 15 loss=1.0902, clf_loss=0.4277, lbl_loss=0.6624
Epoch 16 loss=1.0080, clf_loss=0.3302, lbl_loss=0.6778
Epoch 17 loss=1.0408, clf_loss=0.3672, lbl_loss=0.6736
Epoch 18 loss=1.0227, clf_loss=0.3607, lbl_loss=0.6620
Epoch 19 loss=1.0021, clf_loss=0.3333, lbl_loss=0.6688
Epoch 20 loss=0.9443, clf_loss=0.2849, lbl_loss=0.6594
Epoch 21 loss=1.0210, clf_loss=0.3522, lbl_loss=0.6688
Epoch 22 loss=0.9513, clf_loss=0.2935, lbl_loss=0.6579
Epoch 23 loss=0.9549, clf_loss=0.2946, lbl_loss=0.6603
Epoch 24 loss=0.9545, clf_loss=0.3086, lbl_loss=0.6459
Epoch 25 loss=0.9534, clf_loss=0.2819, lbl_loss=0.6715
Epoch 26 loss=0.9839, clf_loss=0.3104, lbl_loss=0.6736
Epoch 27 loss=0.9635, clf_loss=0.3035, lbl_loss=0.6600
Epoch 28 loss=0.9497, clf_loss=0.2925, lbl_loss=0.6572
Epoch 29 loss=0.9692, clf_loss=0.3040, lbl_loss=0.6652
Epoch 30 loss=0.9383, clf_loss=0.2837, lbl_loss=0.6545
Epoch 31 loss=0.9617, clf_loss=0.2896, lbl_loss=0.6721
Epoch 32 loss=0.9547, clf_loss=0.2974, lbl_loss=0.6574
Epoch 33 loss=0.9207, clf_loss=0.2690, lbl_loss=0.6517
Epoch 34 loss=0.9353, clf_loss=0.2798, lbl_loss=0.6555
Epoch 35 loss=0.9698, clf_loss=0.3032, lbl_loss=0.6667
Epoch 36 loss=0.9409, clf_loss=0.2883, lbl_loss=0.6526
Epoch 37 loss=0.9474, clf_loss=0.2932, lbl_loss=0.6542
Epoch 38 loss=0.9288, clf_loss=0.2675, lbl_loss=0.6613
Epoch 39 loss=0.9329, clf_loss=0.2703, lbl_loss=0.6627
Epoch 40 loss=0.9313, clf_loss=0.2778, lbl_loss=0.6534
Epoch 41 loss=0.9369, clf_loss=0.2813, lbl_loss=0.6557
Epoch 42 loss=0.9344, clf_loss=0.2803, lbl_loss=0.6541
Epoch 43 loss=0.9186, clf_loss=0.2732, lbl_loss=0.6455
Epoch 44 loss=0.9310, clf_loss=0.2889, lbl_loss=0.6421
Epoch 45 loss=0.9416, clf_loss=0.2794, lbl_loss=0.6622
Epoch 46 loss=0.9209, clf_loss=0.2704, lbl_loss=0.6505
Epoch 47 loss=0.9348, clf_loss=0.2699, lbl_loss=0.6648
Epoch 48 loss=0.9338, clf_loss=0.2623, lbl_loss=0.6715
Epoch 49 loss=0.9571, clf_loss=0.2877, lbl_loss=0.6694
Epoch 50 loss=0.9328, clf_loss=0.2764, lbl_loss=0.6563
Epoch 51 loss=0.9384, clf_loss=0.2741, lbl_loss=0.6643
Epoch 52 loss=0.9302, clf_loss=0.2696, lbl_loss=0.6606
Epoch 53 loss=0.9172, clf_loss=0.2618, lbl_loss=0.6555
Epoch 54 loss=0.9153, clf_loss=0.2649, lbl_loss=0.6504
Epoch 55 loss=0.9246, clf_loss=0.2670, lbl_loss=0.6576
Epoch 56 loss=0.9229, clf_loss=0.2820, lbl_loss=0.6409
Epoch 57 loss=0.9001, clf_loss=0.2497, lbl_loss=0.6503
Epoch 58 loss=0.9310, clf_loss=0.2622, lbl_loss=0.6688
Epoch 59 loss=0.9118, clf_loss=0.2654, lbl_loss=0.6464
Epoch 60 loss=0.9113, clf_loss=0.2609, lbl_loss=0.6505
Epoch 61 loss=0.9417, clf_loss=0.2568, lbl_loss=0.6849
Epoch 62 loss=0.9093, clf_loss=0.2538, lbl_loss=0.6555
Epoch 63 loss=0.9175, clf_loss=0.2489, lbl_loss=0.6686
Epoch 64 loss=0.9155, clf_loss=0.2600, lbl_loss=0.6554
Epoch 65 loss=0.9195, clf_loss=0.2526, lbl_loss=0.6669
