2026-08-10 08:21:17,912 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 3, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.25'], 'tag': 'D_sim0.25', 'rotations': None}
2026-08-10 08:21:17,913 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.25}
2026-08-10 08:21:33,929 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5348969814295043, 'aupr_all': 0.17759203663031015, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5918367346938775} best={'auroc_all': 0.5348969814295043, 'aupr_all': 0.17759203663031015, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:35,615 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5284227674732069, 'aupr_all': 0.17370998222286407, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5670918367346939} best={'auroc_all': 0.5348969814295043, 'aupr_all': 0.17759203663031015, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:37,323 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18278678221483732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5446428571428572} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18278678221483732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:39,057 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.547635479674357, 'aupr_all': 0.18213517755509923, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5208758503401361} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18278678221483732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:40,964 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5499160679564589, 'aupr_all': 0.1829912996509398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5516156462585033} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.1829912996509398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:42,902 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5498698705792743, 'aupr_all': 0.18329334403489175, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5581632653061224} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18329334403489175, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:44,766 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5453745424694284, 'aupr_all': 0.18255513357175937, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.549404761904762} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18329334403489175, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:46,567 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5452319823516454, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5731292517006802} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:48,391 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5398014678338532, 'aupr_all': 0.18021829697303074, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5992346938775511} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:50,281 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5411077502493549, 'aupr_all': 0.1807161527923855, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5706632653061224} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:58,520 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5398603759046403, 'aupr_all': 0.18049745826258815, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.564030612244898} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:06,974 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5392860401761213, 'aupr_all': 0.17962350456062476, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5562074829931973} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:14,808 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5387345331981763, 'aupr_all': 0.17844238716925265, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5649659863945579} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:22,759 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5374018769145533, 'aupr_all': 0.17629863055073242, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6006802721088436} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:31,370 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5377503699752003, 'aupr_all': 0.17643542261303818, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5876700680272109} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:39,478 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5414430584287019, 'aupr_all': 0.17804803027632027, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.554421768707483} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:47,519 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5364777179365221, 'aupr_all': 0.1739571156642507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5857993197278911} best={'auroc_all': 0.5501036286919998, 'aupr_all': 0.18355469641370245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
