2026-08-21 20:41:18,340 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['drop_out=0.4'], 'tag': 'T_drop0.4', 'rotations': None}
2026-08-21 20:41:18,340 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.4, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-21 20:41:28,938 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5203130965707181, 'aupr_all': 0.1653906926787057, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47631802721088434} best={'auroc_all': 0.5203130965707181, 'aupr_all': 0.1653906926787057, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:29,729 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5234293082664004, 'aupr_all': 0.16731515711361544, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4761054421768708} best={'auroc_all': 0.5234293082664004, 'aupr_all': 0.16731515711361544, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:30,532 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5377539951504106, 'aupr_all': 0.17371407263400948, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4829931972789116} best={'auroc_all': 0.5377539951504106, 'aupr_all': 0.17371407263400948, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:31,244 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5649339536184655, 'aupr_all': 0.19414275629822939, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5083333333333333} best={'auroc_all': 0.5649339536184655, 'aupr_all': 0.19414275629822939, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:31,984 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5737662598858795, 'aupr_all': 0.20379708287666576, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5142857142857143} best={'auroc_all': 0.5737662598858795, 'aupr_all': 0.20379708287666576, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:32,746 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5786947102174115, 'aupr_all': 0.2052880779787603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.518154761904762} best={'auroc_all': 0.5786947102174115, 'aupr_all': 0.2052880779787603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:33,563 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5847789591907664, 'aupr_all': 0.205759516889165, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5374149659863946} best={'auroc_all': 0.5847789591907664, 'aupr_all': 0.205759516889165, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:34,420 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6100576651653022, 'aupr_all': 0.21790768844926828, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6016156462585034} best={'auroc_all': 0.6100576651653022, 'aupr_all': 0.21790768844926828, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:41:35,251 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6149473101105513, 'aupr_all': 0.21857372806559605, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6159013605442176} best={'auroc_all': 0.6149473101105513, 'aupr_all': 0.21857372806559605, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
