2026-08-09 19:41:45,293 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['use_hybrid=true'], 'tag': 'C_hopmix', 'rotations': None}
2026-08-09 19:42:13,824 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6059064084697822, 'aupr_all': 0.2016274553644291, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6258503401360545} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:42:20,640 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6038253095150372, 'aupr_all': 0.19894622678746576, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6187925170068027} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:42:27,375 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6006419417564982, 'aupr_all': 0.1958361024474902, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6079931972789117} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:42:33,838 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5979409953180883, 'aupr_all': 0.19306015379008568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.599234693877551} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:42:40,470 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5957351336799165, 'aupr_all': 0.1907719980901011, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5903061224489796} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:42:46,938 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5933491730909657, 'aupr_all': 0.18846838909183086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5816326530612245} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:42:53,361 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5909089067204811, 'aupr_all': 0.1862580756021636, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5739795918367346} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:00,202 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5884215746550806, 'aupr_all': 0.18408491542060418, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5691326530612244} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:06,637 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5860369647826011, 'aupr_all': 0.18210443447085034, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5636054421768707} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:13,049 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.583796828200779, 'aupr_all': 0.1803473397389088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5582482993197279} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:19,692 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5817152140031248, 'aupr_all': 0.1788185357456963, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.553656462585034} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:26,128 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5798164658775313, 'aupr_all': 0.17752828103277551, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5514455782312925} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:32,623 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5780785659138594, 'aupr_all': 0.17642855455387635, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5483843537414966} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:39,110 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5765515214129575, 'aupr_all': 0.17548999400417803, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5452380952380952} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:45,686 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5752403636910431, 'aupr_all': 0.17475830760203126, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5436224489795919} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:52,281 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5740817158175148, 'aupr_all': 0.17411552798536817, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5406462585034014} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:43:58,635 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.573092455589982, 'aupr_all': 0.1736312696342011, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.536734693877551} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:05,222 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5722487874076307, 'aupr_all': 0.17321071216360412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5351190476190477} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:11,595 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5715104320020713, 'aupr_all': 0.17285052385943467, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5339285714285715} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:18,171 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5708660745569053, 'aupr_all': 0.17253864121813275, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5325680272108844} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:24,817 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5703249032285548, 'aupr_all': 0.17229009173653254, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5318877551020409} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:31,155 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5699052142722006, 'aupr_all': 0.1720837441309369, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5312925170068027} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:37,787 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.569584168673466, 'aupr_all': 0.1719367961192924, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5314625850340136} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:44,393 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5693295360382526, 'aupr_all': 0.17181279131735566, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5308673469387755} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:50,980 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5691389721139617, 'aupr_all': 0.17171485703829487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5305272108843537} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:44:57,486 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5690605279205945, 'aupr_all': 0.1716508201400594, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5308673469387755} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:04,045 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5691331997511693, 'aupr_all': 0.1716524198604943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5306972789115647} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:10,658 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5693347931581358, 'aupr_all': 0.1717162659064659, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5318027210884354} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:17,346 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5696533487582691, 'aupr_all': 0.17182532236599715, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5326530612244897} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:23,890 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5700580115070697, 'aupr_all': 0.17197135521535026, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5336734693877552} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:30,608 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5705501916510664, 'aupr_all': 0.1721507616120108, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5343537414965985} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:37,338 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5710426468649825, 'aupr_all': 0.17233991104483126, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5348639455782314} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:43,916 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.57157711182447, 'aupr_all': 0.17255205950851896, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5352040816326531} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:50,644 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5721091853178646, 'aupr_all': 0.17277140303806804, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5363945578231293} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:45:57,392 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5726880638055799, 'aupr_all': 0.17301669019997007, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.536734693877551} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:03,951 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.573289183954339, 'aupr_all': 0.17328737306348474, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5379251700680272} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:10,751 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5739434274945293, 'aupr_all': 0.17357232392570754, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5390306122448979} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:17,273 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5746261674572957, 'aupr_all': 0.17388270887885193, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5403911564625851} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:23,740 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5754203292123836, 'aupr_all': 0.17424940372895525, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5409013605442177} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:30,340 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5763188841075169, 'aupr_all': 0.1746594853523696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5415816326530613} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:36,948 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.577303527676472, 'aupr_all': 0.17512230727785627, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5431972789115647} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:43,620 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5783767991841049, 'aupr_all': 0.17564074192456688, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5449829931972789} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:50,215 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5795183208759915, 'aupr_all': 0.17621211733969566, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5474489795918367} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:46:56,835 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5806936310072675, 'aupr_all': 0.17681187820052896, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5491496598639456} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:03,340 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5818660036381322, 'aupr_all': 0.1773982322830279, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5511054421768707} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:10,145 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5831920233467524, 'aupr_all': 0.17801755375621522, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5524659863945578} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:16,814 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5845455623639055, 'aupr_all': 0.17862618546924086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5535714285714285} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:23,343 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5858522224873568, 'aupr_all': 0.17921298565527374, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5558673469387756} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:29,923 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5870927980889816, 'aupr_all': 0.17977871418454594, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5575680272108844} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:36,592 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5882096086488289, 'aupr_all': 0.1802946792638852, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5591836734693878} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:43,205 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5891110784640067, 'aupr_all': 0.1807128290153462, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5605442176870749} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:49,849 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5899765531221557, 'aupr_all': 0.18108990254346355, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5612244897959183} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:47:56,413 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5907299244714657, 'aupr_all': 0.18139090695328586, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5629251700680272} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:03,102 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5913103959014023, 'aupr_all': 0.1815978868104742, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5630952380952381} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:09,478 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5917650638982908, 'aupr_all': 0.18174213068976205, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5636904761904762} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:16,091 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.59211856980031, 'aupr_all': 0.18185110724920717, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5637755102040817} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:22,916 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.592425582727619, 'aupr_all': 0.18194797860120604, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5646258503401361} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:29,845 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5927685702843509, 'aupr_all': 0.18209104981715385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5650510204081634} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:36,278 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5931947192782967, 'aupr_all': 0.1822848272377189, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5657312925170068} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:42,701 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5936978057393331, 'aupr_all': 0.18250771368816998, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5666666666666667} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:49,380 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5942962100858253, 'aupr_all': 0.18278878232237508, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5673469387755102} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:48:55,815 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5950153762853453, 'aupr_all': 0.1831211360763751, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5687074829931973} best={'auroc_all': 0.6148227178062537, 'aupr_all': 0.22610501529101573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
