2026-08-20 01:20:49,343 INFO cli={'dataset': 'cs', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['hidden_dim=128'], 'tag': 'T_hidden128', 'rotations': [9]}
2026-08-20 01:20:49,344 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 128, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 6805, 'num_epochs': 200, 'eval_batch_mult': 1, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-20 01:20:55,253 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6205314917803034, 'aupr_all': 0.29442390998627743, 'auroc_unknown': 0.6185779066630823, 'aupr_unknown': 0.29103587744075793, 'val_auc': 0.8489361702127659} best={'auroc_all': 0.6205314917803034, 'aupr_all': 0.29442390998627743, 'auroc_unknown': 0.6185779066630823, 'aupr_unknown': 0.29103587744075793}
2026-08-20 01:20:59,622 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.7307506024312511, 'aupr_all': 0.4477469613291715, 'auroc_unknown': 0.7285785613038587, 'aupr_unknown': 0.43440507451890803, 'val_auc': 0.9841607565011821} best={'auroc_all': 0.7307506024312511, 'aupr_all': 0.4477469613291715, 'auroc_unknown': 0.7285785613038587, 'aupr_unknown': 0.43440507451890803}
2026-08-20 01:21:03,972 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.7437265415179657, 'aupr_all': 0.4621713496383253, 'auroc_unknown': 0.7416113727352796, 'aupr_unknown': 0.4494288578682061, 'val_auc': 0.984869976359338} best={'auroc_all': 0.7437265415179657, 'aupr_all': 0.4621713496383253, 'auroc_unknown': 0.7416113727352796, 'aupr_unknown': 0.4494288578682061}
2026-08-20 01:21:08,299 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.7443095211045271, 'aupr_all': 0.4637942659156452, 'auroc_unknown': 0.7421845501991083, 'aupr_unknown': 0.45108564794972794, 'val_auc': 0.9869976359338062} best={'auroc_all': 0.7443095211045271, 'aupr_all': 0.4637942659156452, 'auroc_unknown': 0.7421845501991083, 'aupr_unknown': 0.45108564794972794}
2026-08-20 01:21:12,735 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.745396578917229, 'aupr_all': 0.4615104475580639, 'auroc_unknown': 0.7431738377688728, 'aupr_unknown': 0.44872007970768096, 'val_auc': 0.9886524822695035} best={'auroc_all': 0.745396578917229, 'aupr_all': 0.4637942659156452, 'auroc_unknown': 0.7431738377688728, 'aupr_unknown': 0.45108564794972794}
2026-08-20 01:21:24,524 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.7536374152698097, 'aupr_all': 0.47192679147653377, 'auroc_unknown': 0.7516588457986687, 'aupr_unknown': 0.45917966811830013, 'val_auc': 0.9832151300236407} best={'auroc_all': 0.7536374152698097, 'aupr_all': 0.47192679147653377, 'auroc_unknown': 0.7516588457986687, 'aupr_unknown': 0.45917966811830013}
2026-08-20 01:21:36,205 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.7628150316428769, 'aupr_all': 0.48508461467001895, 'auroc_unknown': 0.7608405123283716, 'aupr_unknown': 0.4726899049239339, 'val_auc': 0.9907801418439717} best={'auroc_all': 0.7628150316428769, 'aupr_all': 0.48508461467001895, 'auroc_unknown': 0.7608405123283716, 'aupr_unknown': 0.4726899049239339}
2026-08-20 01:21:48,030 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.7727695095043621, 'aupr_all': 0.5029746275679157, 'auroc_unknown': 0.7707739943255181, 'aupr_unknown': 0.49140126699863185, 'val_auc': 0.9884160756501182} best={'auroc_all': 0.7727695095043621, 'aupr_all': 0.5029746275679157, 'auroc_unknown': 0.7707739943255181, 'aupr_unknown': 0.49140126699863185}
2026-08-20 01:21:59,645 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.7829006116074324, 'aupr_all': 0.5204329990086196, 'auroc_unknown': 0.7810858494056929, 'aupr_unknown': 0.5096331442214392, 'val_auc': 0.9929078014184397} best={'auroc_all': 0.7829006116074324, 'aupr_all': 0.5204329990086196, 'auroc_unknown': 0.7810858494056929, 'aupr_unknown': 0.5096331442214392}
