2026-08-10 11:42:44,479 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 3, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.75'], 'tag': 'D_sim0.75', 'rotations': None}
2026-08-10 11:42:44,480 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.75}
2026-08-10 11:43:00,390 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5310573502143496, 'aupr_all': 0.17561139199317014, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5586734693877551} best={'auroc_all': 0.5310573502143496, 'aupr_all': 0.17561139199317014, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:01,999 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5313050958377675, 'aupr_all': 0.17796616517564734, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5438775510204081} best={'auroc_all': 0.5313050958377675, 'aupr_all': 0.17796616517564734, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:03,592 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5252551020408164} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:05,251 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5560596725024105, 'aupr_all': 0.1930712940973117, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5210884353741496} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:06,974 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5550813493833265, 'aupr_all': 0.19365815083282595, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5175170068027211} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:08,789 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5521159314281728, 'aupr_all': 0.19393149381249636, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5393707482993197} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:10,532 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5495794254827253, 'aupr_all': 0.19257714110034407, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5336734693877552} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:12,159 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5472398182807642, 'aupr_all': 0.19209831584318093, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5420918367346939} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:13,849 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5464066438105734, 'aupr_all': 0.19155253537759692, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5417517006802721} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:15,447 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5472031149213303, 'aupr_all': 0.19187308982249393, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5526360544217687} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:22,667 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5478421926662467, 'aupr_all': 0.1919579796770955, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5430272108843537} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:30,963 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5456881262834014, 'aupr_all': 0.19016768882610685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5587585034013606} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:41,815 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5441137964421997, 'aupr_all': 0.1876355767622933, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5795918367346939} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:43:53,116 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5433550407018497, 'aupr_all': 0.1858301742115437, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.569812925170068} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:44:03,423 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5437119562392168, 'aupr_all': 0.18553882209862704, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5703231292517007} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:44:13,986 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5423216769129391, 'aupr_all': 0.18350164361354793, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.571343537414966} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:44:24,283 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5439555347586273, 'aupr_all': 0.1830644521346238, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5721938775510205} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 11:44:34,095 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.543432435934553, 'aupr_all': 0.18203295180270357, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5756802721088436} best={'auroc_all': 0.5586768190950615, 'aupr_all': 0.1954772675140039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
