2026-08-10 07:09:29,869 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 7, 'train_seed': None, 'epochs': None, 'set': ['use_atlas_gate=false'], 'tag': 'C_nogate', 'rotations': None}
2026-08-10 07:09:29,869 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': False, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-10 07:09:45,074 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5526360544217687} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:46,781 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4890945923331182, 'aupr_all': 0.15660977025792955, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5227465986394557} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:48,461 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4756978928256485, 'aupr_all': 0.15085887460210928, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4965986394557823} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:49,989 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.476152899528035, 'aupr_all': 0.15131469251989305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4897108843537415} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:51,591 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4682248774105742, 'aupr_all': 0.14776321111039661, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47015306122448974} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:53,259 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.4638714504823606, 'aupr_all': 0.14568551988162157, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4527210884353742} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:54,926 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.4622501801646391, 'aupr_all': 0.14459098234830178, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44285714285714284} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:56,469 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4624917859811182, 'aupr_all': 0.1442184164226761, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43214285714285705} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:09:58,166 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.45970926899495534, 'aupr_all': 0.14236320240017902, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.42440476190476195} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
