2026-08-08 23:30:53,862 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0'], 'tag': 'C_nosim', 'rotations': None}
2026-08-08 23:30:53,863 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-08 23:31:00,118 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15188725056195113, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5784863945578231} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15188725056195113, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:01,652 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.502952996700795, 'aupr_all': 0.15223972229851565, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5481292517006803} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15223972229851565, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:03,193 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.501154152327826, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4962585034013606} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:04,658 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5003700018861585, 'aupr_all': 0.1522645606428052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5009353741496598} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:06,156 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4966563013752091, 'aupr_all': 0.15116234898403588, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46870748299319726} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:07,812 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.49742885371951634, 'aupr_all': 0.1512342193538316, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49183673469387756} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:09,306 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.49599411980979907, 'aupr_all': 0.15016959625892107, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4827380952380952} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:10,892 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.49390602504694725, 'aupr_all': 0.14957945291003077, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4698979591836734} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:12,418 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.4946112735296349, 'aupr_all': 0.14955510420779053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45476190476190476} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:13,991 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.4961107227698618, 'aupr_all': 0.15011683268606318, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46215986394557823} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:20,473 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.49455921552095244, 'aupr_all': 0.15061147018317325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45875850340136054} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:26,747 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.4962959269362399, 'aupr_all': 0.15133578332793413, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48681972789115646} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:32,986 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.4976855288515214, 'aupr_all': 0.15133000000841304, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4727891156462585} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:39,512 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.4953370393544669, 'aupr_all': 0.15036023356042855, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48316326530612247} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:46,100 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.49675276059555573, 'aupr_all': 0.15096622183029013, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44651360544217683} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:52,481 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.4969507390911149, 'aupr_all': 0.15102467489731816, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4539115646258504} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:31:58,866 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.49730464322868956, 'aupr_all': 0.150005535578976, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.42874149659863947} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 23:32:05,353 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.498201631867489, 'aupr_all': 0.15060927640551935, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48681972789115646} best={'auroc_all': 0.5040828135517704, 'aupr_all': 0.15240110609449856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
