2026-09-05 22:14:40,695 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['use_pl=false'], 'tag': 'C_nopl', 'rotations': [7]}
2026-09-05 22:14:40,695 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': False, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-09-05 22:14:40,695 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['use_pl=false'], 'tag': 'C_nopl', 'rotations': [7]}
2026-09-05 22:14:40,695 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': False, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-09-05 22:14:40,699 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['use_pl=false'], 'tag': 'C_nopl', 'rotations': [0]}
2026-09-05 22:14:40,700 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': False, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-09-05 22:14:42,322 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6670486635662589, 'aupr_all': 0.140381510426069, 'auroc_unknown': 0.8350415131026119, 'aupr_unknown': 0.15196261972285846, 'val_auc': 0.4265700483091788} best={'auroc_all': 0.6670486635662589, 'aupr_all': 0.140381510426069, 'auroc_unknown': 0.8350415131026119, 'aupr_unknown': 0.15196261972285846}
2026-09-05 22:14:42,341 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.584614349753646, 'aupr_all': 0.10859988454586823, 'auroc_unknown': 0.3988666764689835, 'aupr_unknown': 0.03612119816198409, 'val_auc': 0.7840579710144928} best={'auroc_all': 0.584614349753646, 'aupr_all': 0.10859988454586823, 'auroc_unknown': 0.3988666764689835, 'aupr_unknown': 0.03612119816198409}
2026-09-05 22:14:42,365 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6495528352933044, 'aupr_all': 0.13375023032200992, 'auroc_unknown': 0.8167961125586157, 'aupr_unknown': 0.14340990088330116, 'val_auc': 0.33768115942028987} best={'auroc_all': 0.6495528352933044, 'aupr_all': 0.13375023032200992, 'auroc_unknown': 0.8167961125586157, 'aupr_unknown': 0.14340990088330116}
2026-09-05 22:14:42,797 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6680572834898348, 'aupr_all': 0.1486023859390333, 'auroc_unknown': 0.8528016470859535, 'aupr_unknown': 0.16956299521364315, 'val_auc': 0.4222222222222222} best={'auroc_all': 0.6680572834898348, 'aupr_all': 0.1486023859390333, 'auroc_unknown': 0.8528016470859535, 'aupr_unknown': 0.16956299521364315}
2026-09-05 22:14:42,844 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5923432763608716, 'aupr_all': 0.1084412424255709, 'auroc_unknown': 0.41774006660026985, 'aupr_unknown': 0.03723985000118689, 'val_auc': 0.7729468599033816} best={'auroc_all': 0.5923432763608716, 'aupr_all': 0.10859988454586823, 'auroc_unknown': 0.41774006660026985, 'aupr_unknown': 0.03723985000118689}
2026-09-05 22:14:42,866 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6499408799628741, 'aupr_all': 0.13543481610249297, 'auroc_unknown': 0.809812006904887, 'aupr_unknown': 0.1443289230803932, 'val_auc': 0.3681159420289855} best={'auroc_all': 0.6499408799628741, 'aupr_all': 0.13543481610249297, 'auroc_unknown': 0.8167961125586157, 'aupr_unknown': 0.1443289230803932}
2026-09-05 22:14:43,296 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6693247232836674, 'aupr_all': 0.14988723959407915, 'auroc_unknown': 0.8488301343068527, 'aupr_unknown': 0.1700322230780053, 'val_auc': 0.42415458937198064} best={'auroc_all': 0.6693247232836674, 'aupr_all': 0.14988723959407915, 'auroc_unknown': 0.8528016470859535, 'aupr_unknown': 0.1700322230780053}
2026-09-05 22:14:43,329 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6018540734816394, 'aupr_all': 0.11012357595240793, 'auroc_unknown': 0.4339238304495101, 'aupr_unknown': 0.03832079367879444, 'val_auc': 0.7710144927536231} best={'auroc_all': 0.6018540734816394, 'aupr_all': 0.11012357595240793, 'auroc_unknown': 0.4339238304495101, 'aupr_unknown': 0.03832079367879444}
2026-09-05 22:14:43,352 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6567830060132113, 'aupr_all': 0.1409218021025661, 'auroc_unknown': 0.8257503174970531, 'aupr_unknown': 0.15440829225646024, 'val_auc': 0.3545893719806763} best={'auroc_all': 0.6567830060132113, 'aupr_all': 0.1409218021025661, 'auroc_unknown': 0.8257503174970531, 'aupr_unknown': 0.15440829225646024}
2026-09-05 22:14:43,777 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6717450655133941, 'aupr_all': 0.15133931796887745, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.17330626501664542, 'val_auc': 0.41690821256038646} best={'auroc_all': 0.6717450655133941, 'aupr_all': 0.15133931796887745, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.17330626501664542}
2026-09-05 22:14:43,824 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5947143724636393, 'aupr_all': 0.11405228640731484, 'auroc_unknown': 0.3900922157582416, 'aupr_unknown': 0.03572680248595192, 'val_auc': 0.8439613526570049} best={'auroc_all': 0.6018540734816394, 'aupr_all': 0.11405228640731484, 'auroc_unknown': 0.4339238304495101, 'aupr_unknown': 0.03832079367879444}
2026-09-05 22:14:43,847 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6626830376097238, 'aupr_all': 0.14538279894813902, 'auroc_unknown': 0.8350101988929286, 'aupr_unknown': 0.16249536294505923, 'val_auc': 0.33140096618357484} best={'auroc_all': 0.6626830376097238, 'aupr_all': 0.14538279894813902, 'auroc_unknown': 0.8350101988929286, 'aupr_unknown': 0.16249536294505923}
2026-09-05 22:14:44,423 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6694804842165546, 'aupr_all': 0.14910133349856414, 'auroc_unknown': 0.8484508383498283, 'aupr_unknown': 0.16896701512575188, 'val_auc': 0.39323671497584545} best={'auroc_all': 0.6717450655133941, 'aupr_all': 0.15133931796887745, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.17330626501664542}
2026-09-05 22:14:44,489 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6040042408444168, 'aupr_all': 0.12032351172234257, 'auroc_unknown': 0.39052962102948374, 'aupr_unknown': 0.03585810811290948, 'val_auc': 0.855072463768116} best={'auroc_all': 0.6040042408444168, 'aupr_all': 0.12032351172234257, 'auroc_unknown': 0.4339238304495101, 'aupr_unknown': 0.03832079367879444}
2026-09-05 22:14:44,494 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6635117055205031, 'aupr_all': 0.1452757316940783, 'auroc_unknown': 0.837207170663687, 'aupr_unknown': 0.16302792643362424, 'val_auc': 0.36280193236714975} best={'auroc_all': 0.6635117055205031, 'aupr_all': 0.14538279894813902, 'auroc_unknown': 0.837207170663687, 'aupr_unknown': 0.16302792643362424}
2026-09-05 22:14:45,023 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6702107832972936, 'aupr_all': 0.15016372394377003, 'auroc_unknown': 0.8510499177535393, 'aupr_unknown': 0.17081708798891587, 'val_auc': 0.42946859903381646} best={'auroc_all': 0.6717450655133941, 'aupr_all': 0.15133931796887745, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.17330626501664542}
2026-09-05 22:14:45,072 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6609353555101355, 'aupr_all': 0.14482355176220676, 'auroc_unknown': 0.8369307346272116, 'aupr_unknown': 0.16240848183576823, 'val_auc': 0.3512077294685991} best={'auroc_all': 0.6635117055205031, 'aupr_all': 0.14538279894813902, 'auroc_unknown': 0.837207170663687, 'aupr_unknown': 0.16302792643362424}
2026-09-05 22:14:45,111 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6051852839242868, 'aupr_all': 0.12404790846768864, 'auroc_unknown': 0.38741622949258214, 'aupr_unknown': 0.035632937674129596, 'val_auc': 0.8758454106280193} best={'auroc_all': 0.6051852839242868, 'aupr_all': 0.12404790846768864, 'auroc_unknown': 0.4339238304495101, 'aupr_unknown': 0.03832079367879444}
2026-09-05 22:14:45,563 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6700656368178363, 'aupr_all': 0.15064519788873398, 'auroc_unknown': 0.8520926187223304, 'aupr_unknown': 0.17263913991491792, 'val_auc': 0.3932367149758454} best={'auroc_all': 0.6717450655133941, 'aupr_all': 0.15133931796887745, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.17330626501664542}
