2026-08-17 10:27:21,726 INFO cli={'dataset': 'ogbn-arxiv', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=1.0'], 'tag': 'C_sim', 'rotations': [10]}
2026-08-17 10:27:21,727 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'input_dim': 128, 'K_p': 8, 'drop_out': 0.5, 'num_epochs': 400, 'warmup_epochs': 10, 'use_mixup': True, 'use_halo': True, 'use_atlas_loss': True, 'use_fview_gate': False, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-17 10:27:27,530 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5085466844350496, 'aupr_all': 0.1855182143570555, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.15603210874129725, 'val_auc': 0.46308598351001173} best={'auroc_all': 0.5085466844350496, 'aupr_all': 0.1855182143570555, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.15603210874129725}
2026-08-17 10:27:29,037 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.514724470935833, 'aupr_all': 0.1923473694712091, 'auroc_unknown': 0.5301112864891195, 'aupr_unknown': 0.15962420198031727, 'val_auc': 0.5191048292108363} best={'auroc_all': 0.514724470935833, 'aupr_all': 0.1923473694712091, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.15962420198031727}
2026-08-17 10:27:30,541 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4957619483672573, 'aupr_all': 0.18430015168337419, 'auroc_unknown': 0.511889942828959, 'aupr_unknown': 0.15129105609884017, 'val_auc': 0.48767962308598345} best={'auroc_all': 0.514724470935833, 'aupr_all': 0.1923473694712091, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.15962420198031727}
2026-08-17 10:27:32,051 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5037907563638152, 'aupr_all': 0.1895873331949072, 'auroc_unknown': 0.5192043233318299, 'aupr_unknown': 0.1567342469392308, 'val_auc': 0.49204946996466437} best={'auroc_all': 0.514724470935833, 'aupr_all': 0.1923473694712091, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.15962420198031727}
2026-08-17 10:27:33,553 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5081471054961503, 'aupr_all': 0.19197844152544707, 'auroc_unknown': 0.5238818834907181, 'aupr_unknown': 0.15913160266580723, 'val_auc': 0.4853945818610129} best={'auroc_all': 0.514724470935833, 'aupr_all': 0.1923473694712091, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.15962420198031727}
2026-08-17 10:27:35,063 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5164444434962916, 'aupr_all': 0.19782597962782653, 'auroc_unknown': 0.5305562431467311, 'aupr_unknown': 0.16449055456328912, 'val_auc': 0.5086454652532392} best={'auroc_all': 0.5164444434962916, 'aupr_all': 0.19782597962782653, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.16449055456328912}
2026-08-17 10:27:36,581 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5207552757421277, 'aupr_all': 0.20107878402100918, 'auroc_unknown': 0.5326771975278799, 'aupr_unknown': 0.1667283225184979, 'val_auc': 0.5325677267373381} best={'auroc_all': 0.5207552757421277, 'aupr_all': 0.20107878402100918, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.1667283225184979}
2026-08-17 10:27:38,096 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.522438782482444, 'aupr_all': 0.200830314116355, 'auroc_unknown': 0.5329197941338067, 'aupr_unknown': 0.16472737000776322, 'val_auc': 0.5492343934040047} best={'auroc_all': 0.522438782482444, 'aupr_all': 0.20107878402100918, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.1667283225184979}
2026-08-17 10:27:39,620 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5236374648480826, 'aupr_all': 0.2014852923789868, 'auroc_unknown': 0.5326691949582087, 'aupr_unknown': 0.16441427930736102, 'val_auc': 0.5626619552414605} best={'auroc_all': 0.5236374648480826, 'aupr_all': 0.2014852923789868, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.1667283225184979}
2026-08-17 10:27:41,273 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5238092322041714, 'aupr_all': 0.2000846637601216, 'auroc_unknown': 0.5310041706863065, 'aupr_unknown': 0.16134290070643925, 'val_auc': 0.5711896348645465} best={'auroc_all': 0.5238092322041714, 'aupr_all': 0.2014852923789868, 'auroc_unknown': 0.5341040851887412, 'aupr_unknown': 0.1667283225184979}
