2026-08-21 20:12:59,763 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['K_p=6'], 'tag': 'T_Kp6', 'rotations': None}
2026-08-21 20:14:52,724 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.6090087927700983, 'aupr_all': 0.20027958711786192, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.609608843537415} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:14:57,459 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.6093739275608867, 'aupr_all': 0.20014176760246946, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6106292517006803} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:02,183 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.609732980022033, 'aupr_all': 0.20005685124975608, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6126700680272109} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:07,040 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.6099716934988341, 'aupr_all': 0.1999335173509257, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6145408163265306} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:11,718 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.610086208801372, 'aupr_all': 0.19976673712112036, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6158163265306122} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:16,496 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.610085677136378, 'aupr_all': 0.1995923166060754, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6149659863945578} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:21,244 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.6100199539004163, 'aupr_all': 0.19941385786688945, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6153061224489796} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:25,934 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.6098972152389359, 'aupr_all': 0.19924026200261066, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6147108843537415} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:30,718 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.609736404026705, 'aupr_all': 0.19906915791689697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6138605442176871} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:35,539 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.6095686668002275, 'aupr_all': 0.1989157082733043, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6135204081632653} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:40,678 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.6094463427963872, 'aupr_all': 0.19882008861856856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6125850340136054} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:45,356 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.609598310715976, 'aupr_all': 0.1988289429928064, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6112244897959184} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:50,224 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.6094857599053273, 'aupr_all': 0.19880465110668588, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6107142857142858} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:55,099 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.6094461785755396, 'aupr_all': 0.19883243533963302, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6095238095238096} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:15:59,986 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.6095294467563044, 'aupr_all': 0.19896638752952683, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6086734693877551} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:04,948 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.6097094820715051, 'aupr_all': 0.19918241210010895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6083333333333334} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:09,752 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.6099952427683768, 'aupr_all': 0.19947559724431477, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6072278911564626} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:14,782 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.6103813382975982, 'aupr_all': 0.1998630634096442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.607312925170068} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:19,439 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.6108872904124247, 'aupr_all': 0.20034422022440895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6075680272108844} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:24,384 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.6115300610736512, 'aupr_all': 0.2009215350076802, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6085034013605441} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:29,084 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.6122638675617327, 'aupr_all': 0.20159918836652851, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6093537414965986} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:33,764 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.6131001519642246, 'aupr_all': 0.20239283807451208, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6106292517006803} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:38,583 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.6140370154775768, 'aupr_all': 0.20327303759118467, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6114795918367347} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:43,258 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.6150532017658307, 'aupr_all': 0.20418808947786232, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.613265306122449} best={'auroc_all': 0.61566239952753, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:48,151 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.6161173384888169, 'aupr_all': 0.20506927173033349, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.615391156462585} best={'auroc_all': 0.6161173384888169, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:52,906 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.6172164665689011, 'aupr_all': 0.2058836459455034, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6171768707482993} best={'auroc_all': 0.6172164665689011, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:16:57,967 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.618365437728986, 'aupr_all': 0.20666967205539208, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6187074829931973} best={'auroc_all': 0.618365437728986, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:02,937 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.619444325589606, 'aupr_all': 0.20736511428708404, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.619982993197279} best={'auroc_all': 0.619444325589606, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:07,927 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.620411728022326, 'aupr_all': 0.20793769184166805, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6215986394557823} best={'auroc_all': 0.620411728022326, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:12,764 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.6211688949259757, 'aupr_all': 0.20834164669863095, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6214285714285714} best={'auroc_all': 0.6211688949259757, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:17,680 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.6216550399538237, 'aupr_all': 0.20852770810512833, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6216836734693878} best={'auroc_all': 0.6216550399538237, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:22,566 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.6219135215151521, 'aupr_all': 0.20849501146202426, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6215986394557823} best={'auroc_all': 0.6219135215151521, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:27,509 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.6219784688076089, 'aupr_all': 0.20831386486897663, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6204931972789116} best={'auroc_all': 0.6219784688076089, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:32,369 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.6219823895803449, 'aupr_all': 0.20807980231897763, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6194727891156463} best={'auroc_all': 0.6219823895803449, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:37,254 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.621919215873042, 'aupr_all': 0.2078373837664622, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6186224489795918} best={'auroc_all': 0.6219823895803449, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:42,147 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.6218535152174469, 'aupr_all': 0.2076715459394622, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6183673469387755} best={'auroc_all': 0.6219823895803449, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:47,113 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.6218558327841583, 'aupr_all': 0.2075888408016574, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6186224489795918} best={'auroc_all': 0.6219823895803449, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:52,104 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.6219573027931166, 'aupr_all': 0.20756978059544398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6187925170068027} best={'auroc_all': 0.6219823895803449, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:17:57,128 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.6221469799248307, 'aupr_all': 0.20759984860121264, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6190476190476191} best={'auroc_all': 0.6221469799248307, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:18:01,963 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.6224837640390453, 'aupr_all': 0.20772567122306773, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6194727891156463} best={'auroc_all': 0.6224837640390453, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:18:06,721 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.6229607311742742, 'aupr_all': 0.2079336176472211, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6192602040816327} best={'auroc_all': 0.6229607311742742, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:18:11,639 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.6235851460502624, 'aupr_all': 0.2082166791913092, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6204081632653061} best={'auroc_all': 0.6235851460502624, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:18:17,122 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.6243313081043637, 'aupr_all': 0.20857234971307131, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6217687074829932} best={'auroc_all': 0.6243313081043637, 'aupr_all': 0.21937023977671005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
