2026-08-10 04:33:29,256 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 8, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0'], 'tag': 'C_nosim', 'rotations': None}
2026-08-10 04:33:50,540 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5125013818157943, 'aupr_all': 0.1578688441226188, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5313775510204082} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:58,710 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5199978787593118, 'aupr_all': 0.16044177258464654, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.569982993197279} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:06,757 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.52460338879408, 'aupr_all': 0.16197681854323648, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5113945578231291} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:14,807 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5294265427709051, 'aupr_all': 0.1631422556804194, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5160714285714285} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:22,969 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.534704483804733, 'aupr_all': 0.1650337539589905, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5440476190476191} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:30,985 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5339727321300066, 'aupr_all': 0.16311024460638326, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5435374149659864} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:38,731 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5357156510933327, 'aupr_all': 0.1631809068715935, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5266156462585034} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:46,752 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5373617208117991, 'aupr_all': 0.1639865552624181, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.532312925170068} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:54,278 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.535580975628994, 'aupr_all': 0.16292546691635967, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.56921768707483} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:01,982 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5367501787975006, 'aupr_all': 0.1636008433648744, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5164115646258504} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:09,831 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5408052410787907, 'aupr_all': 0.16514035985554398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.549234693877551} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:17,782 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5389929839680958, 'aupr_all': 0.16444799752949318, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5085884353741497} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:25,646 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5381817576141839, 'aupr_all': 0.16327913666678126, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5395408163265307} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:33,252 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5412349618761713, 'aupr_all': 0.16497874137541915, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5625850340136055} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:41,414 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.539540564015023, 'aupr_all': 0.16392261058238194, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48894557823129253} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:49,423 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.541425152198034, 'aupr_all': 0.16404464579898898, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5233843537414966} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:57,267 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5387527719760605, 'aupr_all': 0.1631103551833852, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5332482993197278} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:05,223 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5383180650231953, 'aupr_all': 0.16247148918051094, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5359693877551021} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:12,835 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5373290860238641, 'aupr_all': 0.16215103547544718, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5164965986394559} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:20,866 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5384358975868542, 'aupr_all': 0.16325167822999473, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5681972789115646} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:28,990 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5375636488187425, 'aupr_all': 0.16194869549484092, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5436224489795918} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:36,836 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5362724706156968, 'aupr_all': 0.16090515319471968, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5446428571428572} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:44,689 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.538773921568468, 'aupr_all': 0.16165095760050102, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5504251700680273} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:52,672 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5384217499608354, 'aupr_all': 0.1619852613250349, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5497448979591837} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:00,449 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5370350342269501, 'aupr_all': 0.16126132134841964, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5375000000000001} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:08,326 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5382027388802226, 'aupr_all': 0.16175157319480366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5232993197278912} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:15,909 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5367459008444211, 'aupr_all': 0.16047964001377837, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5139455782312925} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:23,699 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5369013625625422, 'aupr_all': 0.16092070216431661, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5550170068027211} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:31,294 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.536945420963187, 'aupr_all': 0.16059232825426595, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5230442176870749} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:38,966 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.536491358530674, 'aupr_all': 0.16034449203230647, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5502551020408163} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:46,705 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5365527956025138, 'aupr_all': 0.16078123427510488, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.550595238095238} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:54,193 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5388918054511419, 'aupr_all': 0.16133003634984155, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5430272108843538} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:02,270 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5393723854450176, 'aupr_all': 0.1624332120208797, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5812074829931972} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:10,090 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.541824079533733, 'aupr_all': 0.16260906792069013, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5277210884353742} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:17,596 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5422099513120494, 'aupr_all': 0.16265414649948196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5258503401360545} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:24,888 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.541846255506438, 'aupr_all': 0.1628176899634561, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5762755102040816} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:32,489 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5449056344722945, 'aupr_all': 0.16401382812199028, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5917517006802722} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:40,190 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5466152884501827, 'aupr_all': 0.16427938429436864, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5383503401360544} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:48,040 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5450620343020073, 'aupr_all': 0.16404836116173596, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5429421768707483} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:38:55,602 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5474335372980893, 'aupr_all': 0.16604027118304338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5402210884353742} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:03,289 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5477383127163502, 'aupr_all': 0.16580653577336354, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5620748299319728} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:11,269 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5453276368898388, 'aupr_all': 0.16523130017665055, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5423469387755102} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:19,059 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5484511338328718, 'aupr_all': 0.16603117361873265, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5490646258503401} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:27,014 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.551192261007163, 'aupr_all': 0.16742842258997914, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5915816326530612} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:35,061 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5531220345563853, 'aupr_all': 0.16857752441541096, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.569982993197279} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:42,951 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5517065801741738, 'aupr_all': 0.1685343531235733, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5812074829931972} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:50,697 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5516860176712963, 'aupr_all': 0.16813911680639154, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5511904761904761} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:39:58,429 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5537681347952963, 'aupr_all': 0.1690941281814795, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5871598639455783} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:40:06,534 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5549810679227525, 'aupr_all': 0.16971980702749487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5479591836734694} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:40:14,756 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5530463554315392, 'aupr_all': 0.16964470971515494, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5663265306122449} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:40:22,327 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5550385883273776, 'aupr_all': 0.16997477619438892, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.531547619047619} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:40:29,928 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.556639749802313, 'aupr_all': 0.1706636013054976, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5709183673469387} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:40:37,439 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5570301048097683, 'aupr_all': 0.17143986709924303, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5530612244897959} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:40:45,531 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5568364063200492, 'aupr_all': 0.171416288987315, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5600340136054421} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:40:53,102 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5545256547737683, 'aupr_all': 0.17099644854196083, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5564625850340136} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:41:00,694 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5566511693095015, 'aupr_all': 0.17179642602440326, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.583078231292517} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:41:08,099 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5573699454845085, 'aupr_all': 0.172039578344427, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5606292517006803} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:41:15,847 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5578280641719566, 'aupr_all': 0.17269332986201544, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5527210884353742} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:41:23,584 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5586584509932598, 'aupr_all': 0.17299478656861342, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5471938775510204} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:41:30,937 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5607439490139594, 'aupr_all': 0.17271705310980856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5700680272108845} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:41:38,820 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5601645758109408, 'aupr_all': 0.17331997710179625, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5555272108843538} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:41:46,669 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5613499177832432, 'aupr_all': 0.17338052558271708, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.55} best={'auroc_all': 0.5799969220086538, 'aupr_all': 0.20210070358506507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
