2026-08-21 21:24:01,500 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['lr=0.003'], 'tag': 'T_lr0.003', 'rotations': None}
2026-08-21 21:24:57,319 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.626183887591421, 'aupr_all': 0.19479695690007462, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5548469387755102} best={'auroc_all': 0.626183887591421, 'aupr_all': 0.19479695690007462, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:01,926 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.6347780305218732, 'aupr_all': 0.20084073414932344, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5611394557823131} best={'auroc_all': 0.6347780305218732, 'aupr_all': 0.20084073414932344, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:06,481 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.6396347266068162, 'aupr_all': 0.2068622289640426, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5618197278911565} best={'auroc_all': 0.6396347266068162, 'aupr_all': 0.2068622289640426, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:11,150 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.6421573107299101, 'aupr_all': 0.2136912992989257, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5590136054421768} best={'auroc_all': 0.6421573107299101, 'aupr_all': 0.2136912992989257, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:15,919 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.6415712763187618, 'aupr_all': 0.21963012840372018, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5517006802721088} best={'auroc_all': 0.6421573107299101, 'aupr_all': 0.21963012840372018, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:20,844 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.6402558632241346, 'aupr_all': 0.22445725484788723, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5457057823129251} best={'auroc_all': 0.6421573107299101, 'aupr_all': 0.22445725484788723, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:25,655 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.6393224401375392, 'aupr_all': 0.2280468064951011, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5410714285714285} best={'auroc_all': 0.6421573107299101, 'aupr_all': 0.2280468064951011, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:30,526 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.6394974236089161, 'aupr_all': 0.2304471018200563, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5413265306122449} best={'auroc_all': 0.6421573107299101, 'aupr_all': 0.2304471018200563, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:35,236 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.6407656355264281, 'aupr_all': 0.23183213901492727, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5409863945578232} best={'auroc_all': 0.6421573107299101, 'aupr_all': 0.23183213901492727, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:39,894 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.6420059771133451, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5420068027210885} best={'auroc_all': 0.6421573107299101, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:44,847 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2315115847637178, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5444727891156462} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:49,915 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.642117413274991, 'aupr_all': 0.2307830266507043, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5464285714285715} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:54,695 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.6417720917294629, 'aupr_all': 0.23028763025253307, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5470238095238096} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:25:59,417 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.6414810718599473, 'aupr_all': 0.22999618881749867, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5478741496598639} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:04,135 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.641245008497074, 'aupr_all': 0.22985076863652493, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.55} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:08,802 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.641082187632221, 'aupr_all': 0.22992422932419698, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5508503401360545} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:13,670 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.640987984395768, 'aupr_all': 0.23018975603324482, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5511904761904762} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:18,643 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.6410092263624023, 'aupr_all': 0.23064699197740673, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5517857142857143} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:23,427 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.6411201370173357, 'aupr_all': 0.23130162132816748, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5520408163265307} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2320249817933144, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:28,354 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.6412618801364023, 'aupr_all': 0.23209904481920968, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5528061224489795} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.23209904481920968, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:32,991 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.641202740103668, 'aupr_all': 0.23303230863229163, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5526360544217688} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.23303230863229163, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:37,704 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.6404534147454901, 'aupr_all': 0.2338491894434469, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5511054421768706} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.2338491894434469, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:42,444 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.6394810672124973, 'aupr_all': 0.23468248280310625, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5499149659863946} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.23468248280310625, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:47,245 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.6393015902481785, 'aupr_all': 0.23607020890688815, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5488945578231292} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.23607020890688815, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:51,978 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.6393171624900502, 'aupr_all': 0.23781051870096184, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5478741496598639} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.23781051870096184, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:26:56,928 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.639362846677086, 'aupr_all': 0.23960569157304346, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5473639455782313} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.23960569157304346, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:01,663 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.6395146134261365, 'aupr_all': 0.24129893505695715, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5462585034013606} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.24129893505695715, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:06,268 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.6399239605746143, 'aupr_all': 0.24274184311575442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5464285714285715} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.24274184311575442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:11,137 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.6407457689093923, 'aupr_all': 0.24391642900649335, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5465986394557824} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.24391642900649335, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:16,834 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.6419826474891861, 'aupr_all': 0.24482387743999176, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.549404761904762} best={'auroc_all': 0.6423463227671915, 'aupr_all': 0.24482387743999176, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:22,120 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.6435380693525495, 'aupr_all': 0.24553486633583665, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5511054421768709} best={'auroc_all': 0.6435380693525495, 'aupr_all': 0.24553486633583665, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:27,095 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.6452556818832637, 'aupr_all': 0.24601866412019663, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5517006802721088} best={'auroc_all': 0.6452556818832637, 'aupr_all': 0.24601866412019663, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:32,454 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.6469612221289203, 'aupr_all': 0.24628162012420476, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5549319727891157} best={'auroc_all': 0.6469612221289203, 'aupr_all': 0.24628162012420476, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:37,282 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.6481812578080342, 'aupr_all': 0.24641560010772098, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5556972789115646} best={'auroc_all': 0.6481812578080342, 'aupr_all': 0.24641560010772098, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:42,240 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.6491411964032316, 'aupr_all': 0.24681260939054278, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5568027210884354} best={'auroc_all': 0.6491411964032316, 'aupr_all': 0.24681260939054278, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:47,242 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2472348472488057, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.557312925170068} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2472348472488057, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:52,257 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.6492091037764661, 'aupr_all': 0.2478516377673936, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5572278911564625} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2478516377673936, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:27:57,066 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.6488956698140167, 'aupr_all': 0.24885104543942088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.557312925170068} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.24885104543942088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:01,927 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.6482724085894828, 'aupr_all': 0.2501204032775455, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5574404761904761} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2501204032775455, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:06,946 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.6473518132038438, 'aupr_all': 0.25148398604213645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5546768707482994} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.25148398604213645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:11,626 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.6462911066438114, 'aupr_all': 0.25285409607911286, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5536564625850341} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.25285409607911286, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:16,657 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.6451583173954948, 'aupr_all': 0.25411230416972164, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5520408163265307} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.25411230416972164, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:21,544 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.644023756614785, 'aupr_all': 0.25523592806733103, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5507227891156463} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.25523592806733103, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:26,321 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.6430074841105862, 'aupr_all': 0.25628938583328126, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5489795918367347} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.25628938583328126, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:30,987 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.6420383676227694, 'aupr_all': 0.2572201444480977, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5479591836734694} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2572201444480977, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:35,590 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.6412136772121165, 'aupr_all': 0.2580405047347258, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5458333333333334} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2580405047347258, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:40,222 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.6407865983176215, 'aupr_all': 0.25880581020985477, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.545280612244898} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.25880581020985477, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:45,105 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.64048520379606, 'aupr_all': 0.25947534449299425, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5447278911564626} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.25947534449299425, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:50,072 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.6403516060310336, 'aupr_all': 0.2600446256883744, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.545578231292517} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2600446256883744, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:54,919 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.6404172184179231, 'aupr_all': 0.26055282149458875, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5464285714285715} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.26055282149458875, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:28:59,716 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.6405892931275372, 'aupr_all': 0.2609762370545549, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5481292517006803} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2609762370545549, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:29:04,354 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.6406963569091164, 'aupr_all': 0.26136795203675467, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5491496598639456} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.26136795203675467, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:29:09,171 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.6406589925607711, 'aupr_all': 0.261690189136019, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.549234693877551} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.261690189136019, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:29:14,006 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.6406484311075111, 'aupr_all': 0.2620511916525075, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5490646258503401} best={'auroc_all': 0.6493992222517081, 'aupr_all': 0.2620511916525075, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
