2026-08-09 11:11:46,156 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['use_conformal=false'], 'tag': 'C_noconformal', 'rotations': None}
2026-08-09 11:14:14,081 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5188973794351504, 'aupr_all': 0.15775858497234357, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4729591836734694} best={'auroc_all': 0.5188973794351504, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:14:20,403 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5194637668746467, 'aupr_all': 0.1580415147071639, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47406462585034015} best={'auroc_all': 0.5194637668746467, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:14:26,913 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5200079927107621, 'aupr_all': 0.15832604462474792, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4729591836734694} best={'auroc_all': 0.5200079927107621, 'aupr_all': 0.15832604462474792, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:14:33,356 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5205297675042528, 'aupr_all': 0.1586212994880992, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4723639455782313} best={'auroc_all': 0.5205297675042528, 'aupr_all': 0.1586212994880992, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:14:39,563 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5210150688474965, 'aupr_all': 0.1589201555871011, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4718537414965987} best={'auroc_all': 0.5210150688474965, 'aupr_all': 0.1589201555871011, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:14:45,632 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5214717526552889, 'aupr_all': 0.15922970424641367, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4716836734693878} best={'auroc_all': 0.5214717526552889, 'aupr_all': 0.15922970424641367, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:14:52,143 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.521909382739241, 'aupr_all': 0.15954048832513032, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47049319727891153} best={'auroc_all': 0.521909382739241, 'aupr_all': 0.15954048832513032, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:14:58,413 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5223484025421157, 'aupr_all': 0.15985524933469955, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4691326530612244} best={'auroc_all': 0.5223484025421157, 'aupr_all': 0.15985524933469955, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:04,741 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5227591640426433, 'aupr_all': 0.1601514490102, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4687925170068027} best={'auroc_all': 0.5227591640426433, 'aupr_all': 0.1601514490102, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:10,930 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5231656537483733, 'aupr_all': 0.16046376081761685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4678571428571428} best={'auroc_all': 0.5231656537483733, 'aupr_all': 0.16046376081761685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:17,237 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5235457531638974, 'aupr_all': 0.16076327673953045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46692176870748303} best={'auroc_all': 0.5235457531638974, 'aupr_all': 0.16076327673953045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:23,705 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5238662157786231, 'aupr_all': 0.1610265425145594, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46598639455782315} best={'auroc_all': 0.5238662157786231, 'aupr_all': 0.1610265425145594, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:30,048 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5241590092332925, 'aupr_all': 0.16128141165203544, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4651360544217687} best={'auroc_all': 0.5241590092332925, 'aupr_all': 0.16128141165203544, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:36,256 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5244768607365419, 'aupr_all': 0.16155574359962305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4642006802721088} best={'auroc_all': 0.5244768607365419, 'aupr_all': 0.16155574359962305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:42,608 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5248429931689793, 'aupr_all': 0.16183672554792988, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46403061224489794} best={'auroc_all': 0.5248429931689793, 'aupr_all': 0.16183672554792988, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:48,973 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5252557130031142, 'aupr_all': 0.16213864510112666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46343537414965985} best={'auroc_all': 0.5252557130031142, 'aupr_all': 0.16213864510112666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:15:55,524 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.525711103571732, 'aupr_all': 0.16245288171720657, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4633503401360545} best={'auroc_all': 0.525711103571732, 'aupr_all': 0.16245288171720657, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:01,871 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.526200713659464, 'aupr_all': 0.16278143244131732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46343537414965985} best={'auroc_all': 0.526200713659464, 'aupr_all': 0.16278143244131732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:08,109 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5267394627303126, 'aupr_all': 0.16313279409958636, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46258503401360546} best={'auroc_all': 0.5267394627303126, 'aupr_all': 0.16313279409958636, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:14,272 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5273140940563573, 'aupr_all': 0.16349619300385546, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4620748299319728} best={'auroc_all': 0.5273140940563573, 'aupr_all': 0.16349619300385546, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:20,549 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5279164581780369, 'aupr_all': 0.1638653456078563, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46215986394557823} best={'auroc_all': 0.5279164581780369, 'aupr_all': 0.1638653456078563, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:26,944 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5285122883627433, 'aupr_all': 0.1642213782298602, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46181972789115644} best={'auroc_all': 0.5285122883627433, 'aupr_all': 0.1642213782298602, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:33,555 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5291133736145723, 'aupr_all': 0.16457961813814062, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46181972789115644} best={'auroc_all': 0.5291133736145723, 'aupr_all': 0.16457961813814062, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:39,889 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5297248458350108, 'aupr_all': 0.16493615687695617, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46275510204081627} best={'auroc_all': 0.5297248458350108, 'aupr_all': 0.16493615687695617, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:46,554 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5303408546563635, 'aupr_all': 0.1652814101285372, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4627551020408163} best={'auroc_all': 0.5303408546563635, 'aupr_all': 0.1652814101285372, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:52,966 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5309142830646996, 'aupr_all': 0.1656249980801321, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4630102040816327} best={'auroc_all': 0.5309142830646996, 'aupr_all': 0.1656249980801321, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:16:59,588 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5314249791092607, 'aupr_all': 0.16594129696164245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4635204081632653} best={'auroc_all': 0.5314249791092607, 'aupr_all': 0.16594129696164245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:06,016 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5318686525204037, 'aupr_all': 0.16622726400408702, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4636054421768707} best={'auroc_all': 0.5318686525204037, 'aupr_all': 0.16622726400408702, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:12,441 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.532293036140238, 'aupr_all': 0.16648967979723378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4642857142857143} best={'auroc_all': 0.532293036140238, 'aupr_all': 0.16648967979723378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:18,761 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5327355312667995, 'aupr_all': 0.16676327120015547, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4641156462585035} best={'auroc_all': 0.5327355312667995, 'aupr_all': 0.16676327120015547, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:25,117 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5332402825166782, 'aupr_all': 0.1670623844163168, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46428571428571425} best={'auroc_all': 0.5332402825166782, 'aupr_all': 0.1670623844163168, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:31,731 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5338021128276542, 'aupr_all': 0.1673793088961189, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4648809523809524} best={'auroc_all': 0.5338021128276542, 'aupr_all': 0.1673793088961189, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:38,108 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5344388791641408, 'aupr_all': 0.1677331702137687, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4648809523809524} best={'auroc_all': 0.5344388791641408, 'aupr_all': 0.1677331702137687, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:44,602 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5351405517378724, 'aupr_all': 0.1681105076377486, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4658163265306122} best={'auroc_all': 0.5351405517378724, 'aupr_all': 0.1681105076377486, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:51,103 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5358863545588697, 'aupr_all': 0.1685114411564864, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4664965986394558} best={'auroc_all': 0.5358863545588697, 'aupr_all': 0.1685114411564864, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:17:57,738 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5366742677107073, 'aupr_all': 0.1689360081727922, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46743197278911564} best={'auroc_all': 0.5366742677107073, 'aupr_all': 0.1689360081727922, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:18:04,482 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5374873682350423, 'aupr_all': 0.16937560141430338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4683673469387756} best={'auroc_all': 0.5374873682350423, 'aupr_all': 0.16937560141430338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:18:10,894 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5382834123715956, 'aupr_all': 0.16981535665585643, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4687074829931973} best={'auroc_all': 0.5382834123715956, 'aupr_all': 0.16981535665585643, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:18:17,377 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5390741480692509, 'aupr_all': 0.1702565678487396, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4691326530612245} best={'auroc_all': 0.5390741480692509, 'aupr_all': 0.1702565678487396, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:18:23,865 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.539900154299445, 'aupr_all': 0.17070630532346562, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4697278911564626} best={'auroc_all': 0.539900154299445, 'aupr_all': 0.17070630532346562, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:18:30,600 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5406827549068635, 'aupr_all': 0.1711640186807626, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.470578231292517} best={'auroc_all': 0.5406827549068635, 'aupr_all': 0.1711640186807626, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:18:37,410 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5414490442785962, 'aupr_all': 0.17160199460887635, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4704931972789116} best={'auroc_all': 0.5414490442785962, 'aupr_all': 0.17160199460887635, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 11:18:44,009 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5422101545353484, 'aupr_all': 0.17205781567507134, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4710884353741497} best={'auroc_all': 0.5422101545353484, 'aupr_all': 0.17205781567507134, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
