2026-08-20 23:04:44,511 INFO cli={'dataset': 'cs', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['drop_out=0.3'], 'tag': 'T_drop0.3', 'rotations': [6]}
2026-08-20 23:04:44,511 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.3, 'input_dim': 6805, 'num_epochs': 200, 'eval_batch_mult': 1, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-20 23:04:50,145 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.762259824378469, 'aupr_all': 0.5158769155896639, 'auroc_unknown': 0.7574243835079079, 'aupr_unknown': 0.49255975718822964, 'val_auc': 0.8068557919621749} best={'auroc_all': 0.762259824378469, 'aupr_all': 0.5158769155896639, 'auroc_unknown': 0.7574243835079079, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:04:54,471 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.7578101721764384, 'aupr_all': 0.5043432152767879, 'auroc_unknown': 0.7520562217806404, 'aupr_unknown': 0.4777978356032361, 'val_auc': 0.8021276595744681} best={'auroc_all': 0.762259824378469, 'aupr_all': 0.5158769155896639, 'auroc_unknown': 0.7574243835079079, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:04:58,793 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.7554503343211719, 'aupr_all': 0.4949251717923097, 'auroc_unknown': 0.7486983284827569, 'aupr_unknown': 0.46515429170323946, 'val_auc': 0.7756501182033098} best={'auroc_all': 0.762259824378469, 'aupr_all': 0.5158769155896639, 'auroc_unknown': 0.7574243835079079, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:05:03,122 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.7543665238187449, 'aupr_all': 0.48997525167361794, 'auroc_unknown': 0.7475347250426448, 'aupr_unknown': 0.4591042045402882, 'val_auc': 0.8196217494089835} best={'auroc_all': 0.762259824378469, 'aupr_all': 0.5158769155896639, 'auroc_unknown': 0.7574243835079079, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:05:07,553 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.7539370969322117, 'aupr_all': 0.49006832544078605, 'auroc_unknown': 0.7462765205021882, 'aupr_unknown': 0.45599503971691185, 'val_auc': 0.8063829787234043} best={'auroc_all': 0.762259824378469, 'aupr_all': 0.5158769155896639, 'auroc_unknown': 0.7574243835079079, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:05:19,241 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.7623764791705283, 'aupr_all': 0.5011416810604634, 'auroc_unknown': 0.7546957212566195, 'aupr_unknown': 0.463761753323476, 'val_auc': 0.8295508274231679} best={'auroc_all': 0.7623764791705283, 'aupr_all': 0.5158769155896639, 'auroc_unknown': 0.7574243835079079, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:05:30,856 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.7762220258708519, 'aupr_all': 0.5234443536563621, 'auroc_unknown': 0.7675157552932039, 'aupr_unknown': 0.48020464410904506, 'val_auc': 0.8321513002364066} best={'auroc_all': 0.7762220258708519, 'aupr_all': 0.5234443536563621, 'auroc_unknown': 0.7675157552932039, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:05:42,461 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.7885403708281147, 'aupr_all': 0.5376408846155727, 'auroc_unknown': 0.779717276439274, 'aupr_unknown': 0.4903613645544151, 'val_auc': 0.8607565011820331} best={'auroc_all': 0.7885403708281147, 'aupr_all': 0.5376408846155727, 'auroc_unknown': 0.779717276439274, 'aupr_unknown': 0.49255975718822964}
2026-08-20 23:05:54,050 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.8008956872867802, 'aupr_all': 0.5587563099887626, 'auroc_unknown': 0.7919467024334772, 'aupr_unknown': 0.506483851670888, 'val_auc': 0.8773049645390071} best={'auroc_all': 0.8008956872867802, 'aupr_all': 0.5587563099887626, 'auroc_unknown': 0.7919467024334772, 'aupr_unknown': 0.506483851670888}
2026-08-20 23:06:05,815 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.8098818227437747, 'aupr_all': 0.5715243087862896, 'auroc_unknown': 0.8008911225534966, 'aupr_unknown': 0.5147016988333482, 'val_auc': 0.8914893617021277} best={'auroc_all': 0.8098818227437747, 'aupr_all': 0.5715243087862896, 'auroc_unknown': 0.8008911225534966, 'aupr_unknown': 0.5147016988333482}
2026-08-20 23:06:17,388 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.8210878765396553, 'aupr_all': 0.5877416487354684, 'auroc_unknown': 0.8119942605363832, 'aupr_unknown': 0.5299255179461215, 'val_auc': 0.8964539007092198} best={'auroc_all': 0.8210878765396553, 'aupr_all': 0.5877416487354684, 'auroc_unknown': 0.8119942605363832, 'aupr_unknown': 0.5299255179461215}
2026-08-20 23:06:29,088 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.8304978917780955, 'aupr_all': 0.601106061261215, 'auroc_unknown': 0.8216449298763153, 'aupr_unknown': 0.5414851563894101, 'val_auc': 0.9127659574468084} best={'auroc_all': 0.8304978917780955, 'aupr_all': 0.601106061261215, 'auroc_unknown': 0.8216449298763153, 'aupr_unknown': 0.5414851563894101}
