2026-08-21 05:16:50,958 INFO cli={'dataset': 'cs', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['lambda_un=0.5'], 'tag': 'T_lambda_un0.5', 'rotations': [14]}
2026-08-21 05:16:50,958 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 0.5, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 6805, 'num_epochs': 200, 'eval_batch_mult': 1, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-21 05:16:56,629 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.7588052197982896, 'aupr_all': 0.47585738015535134, 'auroc_unknown': 0.7658872959169387, 'aupr_unknown': 0.4526717283241422, 'val_auc': 0.7141843971631205} best={'auroc_all': 0.7588052197982896, 'aupr_all': 0.47585738015535134, 'auroc_unknown': 0.7658872959169387, 'aupr_unknown': 0.4526717283241422}
2026-08-21 05:17:00,947 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.7741674259822537, 'aupr_all': 0.5079694011878326, 'auroc_unknown': 0.7764823620915982, 'aupr_unknown': 0.48102003706414403, 'val_auc': 0.7569739952718676} best={'auroc_all': 0.7741674259822537, 'aupr_all': 0.5079694011878326, 'auroc_unknown': 0.7764823620915982, 'aupr_unknown': 0.48102003706414403}
2026-08-21 05:17:05,406 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.7776225733140089, 'aupr_all': 0.5078264126937326, 'auroc_unknown': 0.7773116383850172, 'aupr_unknown': 0.4767535378865172, 'val_auc': 0.7635933806146572} best={'auroc_all': 0.7776225733140089, 'aupr_all': 0.5079694011878326, 'auroc_unknown': 0.7773116383850172, 'aupr_unknown': 0.48102003706414403}
2026-08-21 05:17:09,847 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.7767000152246417, 'aupr_all': 0.5032423887275524, 'auroc_unknown': 0.7750262395568965, 'aupr_unknown': 0.46877801642145533, 'val_auc': 0.7678486997635934} best={'auroc_all': 0.7776225733140089, 'aupr_all': 0.5079694011878326, 'auroc_unknown': 0.7773116383850172, 'aupr_unknown': 0.48102003706414403}
2026-08-21 05:17:14,291 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.7809446729162823, 'aupr_all': 0.5138797617542314, 'auroc_unknown': 0.7781742663182154, 'aupr_unknown': 0.47686838165334566, 'val_auc': 0.7635933806146572} best={'auroc_all': 0.7809446729162823, 'aupr_all': 0.5138797617542314, 'auroc_unknown': 0.7781742663182154, 'aupr_unknown': 0.48102003706414403}
2026-08-21 05:17:25,961 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.7970962882691607, 'aupr_all': 0.5495615704940635, 'auroc_unknown': 0.7867656281520756, 'aupr_unknown': 0.49960065077742266, 'val_auc': 0.8482269503546098} best={'auroc_all': 0.7970962882691607, 'aupr_all': 0.5495615704940635, 'auroc_unknown': 0.7867656281520756, 'aupr_unknown': 0.49960065077742266}
2026-08-21 05:17:37,589 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.8154821266846572, 'aupr_all': 0.5937330050262735, 'auroc_unknown': 0.7987674637495221, 'aupr_unknown': 0.5262013893492679, 'val_auc': 0.8822695035460992} best={'auroc_all': 0.8154821266846572, 'aupr_all': 0.5937330050262735, 'auroc_unknown': 0.7987674637495221, 'aupr_unknown': 0.5262013893492679}
2026-08-21 05:17:49,284 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.833675039912939, 'aupr_all': 0.6385725550844137, 'auroc_unknown': 0.81140190611822, 'aupr_unknown': 0.5493301299802437, 'val_auc': 0.9170212765957447} best={'auroc_all': 0.833675039912939, 'aupr_all': 0.6385725550844137, 'auroc_unknown': 0.81140190611822, 'aupr_unknown': 0.5493301299802437}
2026-08-21 05:18:00,909 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.8476513069503938, 'aupr_all': 0.6858159663235288, 'auroc_unknown': 0.822105690866417, 'aupr_unknown': 0.580233823293085, 'val_auc': 0.9470449172576832} best={'auroc_all': 0.8476513069503938, 'aupr_all': 0.6858159663235288, 'auroc_unknown': 0.822105690866417, 'aupr_unknown': 0.580233823293085}
2026-08-21 05:18:12,637 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.8596638895877711, 'aupr_all': 0.7164604438352769, 'auroc_unknown': 0.8333415359927399, 'aupr_unknown': 0.6043071994367216, 'val_auc': 0.9716312056737588} best={'auroc_all': 0.8596638895877711, 'aupr_all': 0.7164604438352769, 'auroc_unknown': 0.8333415359927399, 'aupr_unknown': 0.6043071994367216}
2026-08-21 05:18:24,414 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.8671713857689617, 'aupr_all': 0.7346415974118157, 'auroc_unknown': 0.840496182791674, 'aupr_unknown': 0.6214082370834744, 'val_auc': 0.9825059101654846} best={'auroc_all': 0.8671713857689617, 'aupr_all': 0.7346415974118157, 'auroc_unknown': 0.840496182791674, 'aupr_unknown': 0.6214082370834744}
2026-08-21 05:18:36,111 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.8728493399818869, 'aupr_all': 0.7449426359516873, 'auroc_unknown': 0.8466250780786118, 'aupr_unknown': 0.6304011125365331, 'val_auc': 0.9633569739952719} best={'auroc_all': 0.8728493399818869, 'aupr_all': 0.7449426359516873, 'auroc_unknown': 0.8466250780786118, 'aupr_unknown': 0.6304011125365331}
2026-08-21 05:18:47,748 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.8788440495339006, 'aupr_all': 0.7541949769075484, 'auroc_unknown': 0.85340619336979, 'aupr_unknown': 0.6418281885080259, 'val_auc': 0.9756501182033097} best={'auroc_all': 0.8788440495339006, 'aupr_all': 0.7541949769075484, 'auroc_unknown': 0.85340619336979, 'aupr_unknown': 0.6418281885080259}
2026-08-21 05:18:59,369 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.8814129939326814, 'aupr_all': 0.7614606080857388, 'auroc_unknown': 0.8560543455712211, 'aupr_unknown': 0.6473968720152815, 'val_auc': 0.9815602836879432} best={'auroc_all': 0.8814129939326814, 'aupr_all': 0.7614606080857388, 'auroc_unknown': 0.8560543455712211, 'aupr_unknown': 0.6473968720152815}
2026-08-21 05:19:10,923 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.8832955231734225, 'aupr_all': 0.7626632573735341, 'auroc_unknown': 0.8581777523532165, 'aupr_unknown': 0.6488984446215348, 'val_auc': 0.991725768321513} best={'auroc_all': 0.8832955231734225, 'aupr_all': 0.7626632573735341, 'auroc_unknown': 0.8581777523532165, 'aupr_unknown': 0.6488984446215348}
2026-08-21 05:19:22,518 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.8845770792329908, 'aupr_all': 0.7653560783187936, 'auroc_unknown': 0.8594339822120779, 'aupr_unknown': 0.6499465227529626, 'val_auc': 0.9936170212765957} best={'auroc_all': 0.8845770792329908, 'aupr_all': 0.7653560783187936, 'auroc_unknown': 0.8594339822120779, 'aupr_unknown': 0.6499465227529626}
2026-08-21 05:19:34,322 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.8870530567262789, 'aupr_all': 0.7695378827198422, 'auroc_unknown': 0.8620782026232127, 'aupr_unknown': 0.6545492240584716, 'val_auc': 0.9768321513002364} best={'auroc_all': 0.8870530567262789, 'aupr_all': 0.7695378827198422, 'auroc_unknown': 0.8620782026232127, 'aupr_unknown': 0.6545492240584716}
2026-08-21 05:19:45,933 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.8877418452725648, 'aupr_all': 0.7690537292973256, 'auroc_unknown': 0.8632805189506005, 'aupr_unknown': 0.6546472634568637, 'val_auc': 0.981323877068558} best={'auroc_all': 0.8877418452725648, 'aupr_all': 0.7695378827198422, 'auroc_unknown': 0.8632805189506005, 'aupr_unknown': 0.6546472634568637}
2026-08-21 05:19:57,508 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.8877555520496463, 'aupr_all': 0.7704203537299625, 'auroc_unknown': 0.862840981370286, 'aupr_unknown': 0.6543201482761098, 'val_auc': 0.9841607565011821} best={'auroc_all': 0.8877555520496463, 'aupr_all': 0.7704203537299625, 'auroc_unknown': 0.8632805189506005, 'aupr_unknown': 0.6546472634568637}
2026-08-21 05:20:09,076 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.889208571611241, 'aupr_all': 0.7741494418293675, 'auroc_unknown': 0.8649099831470208, 'aupr_unknown': 0.6609104388181138, 'val_auc': 0.9959810874704492} best={'auroc_all': 0.889208571611241, 'aupr_all': 0.7741494418293675, 'auroc_unknown': 0.8649099831470208, 'aupr_unknown': 0.6609104388181138}
2026-08-21 05:20:20,652 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.8909523496313659, 'aupr_all': 0.7755682606519662, 'auroc_unknown': 0.8667368712207236, 'aupr_unknown': 0.6625804683988448, 'val_auc': 0.9820330969267139} best={'auroc_all': 0.8909523496313659, 'aupr_all': 0.7755682606519662, 'auroc_unknown': 0.8667368712207236, 'aupr_unknown': 0.6625804683988448}
2026-08-21 05:20:32,225 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.8907126742152065, 'aupr_all': 0.7748438233065296, 'auroc_unknown': 0.8666556294607676, 'aupr_unknown': 0.6602385276963988, 'val_auc': 0.9919621749408984} best={'auroc_all': 0.8909523496313659, 'aupr_all': 0.7755682606519662, 'auroc_unknown': 0.8667368712207236, 'aupr_unknown': 0.6625804683988448}
2026-08-21 05:20:43,801 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.8928829537828635, 'aupr_all': 0.7783446409227015, 'auroc_unknown': 0.8689595557076966, 'aupr_unknown': 0.663926463337345, 'val_auc': 0.9945626477541372} best={'auroc_all': 0.8928829537828635, 'aupr_all': 0.7783446409227015, 'auroc_unknown': 0.8689595557076966, 'aupr_unknown': 0.663926463337345}
2026-08-21 05:20:55,470 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.8954752640969372, 'aupr_all': 0.784706167783379, 'auroc_unknown': 0.872023494732944, 'aupr_unknown': 0.6734954318832849, 'val_auc': 0.9947990543735225} best={'auroc_all': 0.8954752640969372, 'aupr_all': 0.784706167783379, 'auroc_unknown': 0.872023494732944, 'aupr_unknown': 0.6734954318832849}
2026-08-21 05:21:07,077 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.8979263210136392, 'aupr_all': 0.7888556934715221, 'auroc_unknown': 0.8753991081465211, 'aupr_unknown': 0.6801761075237366, 'val_auc': 0.9950354609929077} best={'auroc_all': 0.8979263210136392, 'aupr_all': 0.7888556934715221, 'auroc_unknown': 0.8753991081465211, 'aupr_unknown': 0.6801761075237366}
2026-08-21 05:21:18,658 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.8994705228399523, 'aupr_all': 0.7911172649854865, 'auroc_unknown': 0.8768029058673399, 'aupr_unknown': 0.6807705270110131, 'val_auc': 0.9900709219858156} best={'auroc_all': 0.8994705228399523, 'aupr_all': 0.7911172649854865, 'auroc_unknown': 0.8768029058673399, 'aupr_unknown': 0.6807705270110131}
