2026-08-21 21:17:51,820 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['alpha_plus=0.1'], 'tag': 'T_alpha0.10', 'rotations': None}
2026-08-21 21:17:51,820 INFO config={'alpha_plus': 0.1, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-21 21:18:02,364 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4977093162412932, 'aupr_all': 0.1566822282206645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5648384353741497} best={'auroc_all': 0.4977093162412932, 'aupr_all': 0.1566822282206645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:03,231 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.49729107653391896, 'aupr_all': 0.15620840498412097, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5286989795918368} best={'auroc_all': 0.4977093162412932, 'aupr_all': 0.1566822282206645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:04,089 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.49874619025082084, 'aupr_all': 0.15547829128606622, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5090986394557824} best={'auroc_all': 0.49874619025082084, 'aupr_all': 0.1566822282206645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:04,972 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5020875138316034, 'aupr_all': 0.156199080168196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5015306122448979} best={'auroc_all': 0.5020875138316034, 'aupr_all': 0.1566822282206645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:05,932 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5044618291097004, 'aupr_all': 0.15651671887701274, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4929421768707483} best={'auroc_all': 0.5044618291097004, 'aupr_all': 0.1566822282206645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:06,868 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4844387755102041} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:07,773 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5095144981431015, 'aupr_all': 0.15740070024375488, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4770408163265306} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:08,654 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5093060505685092, 'aupr_all': 0.15688295933133647, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4737244897959183} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:09,555 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5090412588211126, 'aupr_all': 0.15636974023659947, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4721938775510204} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:10,750 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5089287162215063, 'aupr_all': 0.15596504336704514, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4686224489795918} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:15,671 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.508786956680355, 'aupr_all': 0.15576823313382923, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4637755102040816} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:20,435 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5093340440647396, 'aupr_all': 0.15586314621676206, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46122448979591835} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:25,274 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5094326894751195, 'aupr_all': 0.15565555033576242, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45943877551020407} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:29,959 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5095895819673751, 'aupr_all': 0.15548575959666858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45952380952380956} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:34,673 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5097268254352179, 'aupr_all': 0.15532913865955122, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45892857142857146} best={'auroc_all': 0.5097785159997539, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:39,286 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5099769522609257, 'aupr_all': 0.15506949197676936, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4611394557823129} best={'auroc_all': 0.5099769522609257, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:44,018 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5104468209500181, 'aupr_all': 0.15508192945958696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4623299319727891} best={'auroc_all': 0.5104468209500181, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:48,660 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5108807026931241, 'aupr_all': 0.15511716435817852, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4638605442176871} best={'auroc_all': 0.5108807026931241, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 21:18:53,313 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5113487834277386, 'aupr_all': 0.15516784415443552, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46564625850340136} best={'auroc_all': 0.5113487834277386, 'aupr_all': 0.15804634342370666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
