2026-08-21 19:45:59,240 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['hidden_dim=64'], 'tag': 'T_hidden64', 'rotations': None}
2026-08-21 19:46:29,482 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5348698234068359, 'aupr_all': 0.1647958609485874, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4748299319727891} best={'auroc_all': 0.5348698234068359, 'aupr_all': 0.1647958609485874, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:33,596 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5386214486697729, 'aupr_all': 0.16603313000220804, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4797619047619047} best={'auroc_all': 0.5386214486697729, 'aupr_all': 0.16603313000220804, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:38,065 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5414807861156725, 'aupr_all': 0.1669583768321379, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4829081632653061} best={'auroc_all': 0.5414807861156725, 'aupr_all': 0.1669583768321379, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:42,332 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5436279531701591, 'aupr_all': 0.16767507941526355, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48367346938775513} best={'auroc_all': 0.5436279531701591, 'aupr_all': 0.16767507941526355, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:46,777 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5450668931863349, 'aupr_all': 0.16818306290031682, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4839285714285714} best={'auroc_all': 0.5450668931863349, 'aupr_all': 0.16818306290031682, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:51,216 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.545884232661298, 'aupr_all': 0.16852372956021336, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48358843537414964} best={'auroc_all': 0.545884232661298, 'aupr_all': 0.16852372956021336, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:46:55,676 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16871700342171123, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4816326530612245} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16871700342171123, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:00,227 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5460874210632467, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4775510204081633} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:04,672 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.545608801455739, 'aupr_all': 0.16874437682468618, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4750850340136054} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:09,160 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.544826872101035, 'aupr_all': 0.168605944346142, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47176870748299315} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:13,566 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5438370781557477, 'aupr_all': 0.16840834003908892, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46768707482993194} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:17,752 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5426539736924936, 'aupr_all': 0.16810963101315315, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46326530612244904} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:21,951 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5402321308483468, 'aupr_all': 0.16734117963709885, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45637755102040817} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:26,129 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5389049964907237, 'aupr_all': 0.16697239035222125, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45280612244897955} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:30,259 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5378601064510735, 'aupr_all': 0.16674105153765453, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4489795918367347} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:34,379 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5370347755791152, 'aupr_all': 0.1666199089361689, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44625850340136053} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:38,550 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5364334788929449, 'aupr_all': 0.16660124963993989, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44328231292517006} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:42,651 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5360659793219513, 'aupr_all': 0.16670741654934207, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4412414965986394} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:46,782 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5358872064545165, 'aupr_all': 0.16689366861253466, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43835034013605445} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:50,878 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5358034722970967, 'aupr_all': 0.16712325416714627, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4358843537414966} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:54,947 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5358050755031212, 'aupr_all': 0.16739283551868284, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4340136054421768} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:58,976 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5358528699280484, 'aupr_all': 0.16764142153523293, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43307823129251705} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:02,885 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5359792111843724, 'aupr_all': 0.16788859011768692, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43231292517006803} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:07,063 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5361326427222654, 'aupr_all': 0.16811282045373505, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4317602040816327} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:11,084 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5363180008456881, 'aupr_all': 0.1683049908615391, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4312925170068027} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:15,129 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5365175907583142, 'aupr_all': 0.16846731554265054, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4310374149659864} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:19,230 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5366652088782027, 'aupr_all': 0.16855490442610355, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4302721088435374} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:23,189 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5367911950069439, 'aupr_all': 0.16861068722864797, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43031462585034014} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:27,052 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5369322545567323, 'aupr_all': 0.16865487582468244, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4303571428571429} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:31,420 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5371275624107578, 'aupr_all': 0.16868766814257052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43125} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:35,686 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5374091683201858, 'aupr_all': 0.16875039384672158, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43078231292517005} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16879417342703412, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:39,980 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.537798683748558, 'aupr_all': 0.16888547629390377, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4306972789115646} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16888547629390377, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:44,365 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.538286489459727, 'aupr_all': 0.16908309787098352, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4307823129251701} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16908309787098352, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:48,416 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5388332812465859, 'aupr_all': 0.16933536253442039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43001700680272104} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16933536253442039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:52,363 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5393995003597135, 'aupr_all': 0.16962932697863858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4302721088435374} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16962932697863858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:56,517 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5399975803700318, 'aupr_all': 0.16997858679613642, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43112244897959184} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.16997858679613642, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:00,697 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5405993656132235, 'aupr_all': 0.1703789800894862, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4323979591836735} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.1703789800894862, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:04,803 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5411722931479747, 'aupr_all': 0.17082323833485902, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43222789115646265} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.17082323833485902, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:08,889 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5417022071372236, 'aupr_all': 0.17128868133813538, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43265306122448977} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.17128868133813538, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:13,089 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5421924186838099, 'aupr_all': 0.1717827688972532, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4323129251700681} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.1717827688972532, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:17,415 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5426559053402131, 'aupr_all': 0.17230449564026495, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43273809523809526} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.17230449564026495, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:21,467 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5430796977649962, 'aupr_all': 0.1728675533743364, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43324829931972786} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.1728675533743364, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:25,685 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5435049353332377, 'aupr_all': 0.17347241624838752, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43350340136054416} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.17347241624838752, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:29,805 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5439195354960775, 'aupr_all': 0.17412566031425114, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43333333333333335} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.17412566031425114, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:34,052 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5443329655853784, 'aupr_all': 0.1747943800441838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43511904761904757} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.1747943800441838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:38,129 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.544795949315436, 'aupr_all': 0.1755104672569835, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43494897959183676} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.1755104672569835, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:42,241 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5452766340001021, 'aupr_all': 0.17623798123066559, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4362244897959184} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.17623798123066559, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:46,431 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5457706842090003, 'aupr_all': 0.1769326503179001, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4352891156462585} best={'auroc_all': 0.5461879385912891, 'aupr_all': 0.1769326503179001, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:50,602 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5463106320920363, 'aupr_all': 0.17763450260706015, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4357142857142858} best={'auroc_all': 0.5463106320920363, 'aupr_all': 0.17763450260706015, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:54,729 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5468749482960925, 'aupr_all': 0.17834363725352542, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43635204081632656} best={'auroc_all': 0.5468749482960925, 'aupr_all': 0.17834363725352542, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:49:59,078 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.547492619853527, 'aupr_all': 0.17906373979032628, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4360544217687075} best={'auroc_all': 0.547492619853527, 'aupr_all': 0.17906373979032628, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:03,518 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5481303715150991, 'aupr_all': 0.17975176584359143, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4363945578231293} best={'auroc_all': 0.5481303715150991, 'aupr_all': 0.17975176584359143, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:08,250 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5487925571860305, 'aupr_all': 0.1804216986812172, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43673469387755104} best={'auroc_all': 0.5487925571860305, 'aupr_all': 0.1804216986812172, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:12,609 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5494683198155353, 'aupr_all': 0.18105680784052458, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43758503401360543} best={'auroc_all': 0.5494683198155353, 'aupr_all': 0.18105680784052458, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:17,083 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.55017117683213, 'aupr_all': 0.18166248496021198, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43835034013605445} best={'auroc_all': 0.55017117683213, 'aupr_all': 0.18166248496021198, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:21,367 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5509045296601203, 'aupr_all': 0.1822471360167302, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.439030612244898} best={'auroc_all': 0.5509045296601203, 'aupr_all': 0.1822471360167302, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:25,658 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5516649296617067, 'aupr_all': 0.18281536137235446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44022108843537416} best={'auroc_all': 0.5516649296617067, 'aupr_all': 0.18281536137235446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:30,040 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5524714675104203, 'aupr_all': 0.1833680000295084, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4409863945578232} best={'auroc_all': 0.5524714675104203, 'aupr_all': 0.1833680000295084, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:50:34,263 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5533245476000983, 'aupr_all': 0.18390619438414446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44200680272108844} best={'auroc_all': 0.5533245476000983, 'aupr_all': 0.18390619438414446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
