2026-08-11 00:55:51,149 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['drop_out=0.3'], 'tag': 'T_drop0.3', 'rotations': None}
2026-08-11 00:55:51,150 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.3, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-11 00:55:54,261 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5961647264433189, 'aupr_all': 0.1169937485683056, 'auroc_unknown': 0.38281861922345306, 'aupr_unknown': 0.035244604594888894, 'val_auc': 0.8227053140096618} best={'auroc_all': 0.5961647264433189, 'aupr_all': 0.1169937485683056, 'auroc_unknown': 0.38281861922345306, 'aupr_unknown': 0.035244604594888894}
2026-08-11 00:55:54,919 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6081862120718425, 'aupr_all': 0.12057972970257956, 'auroc_unknown': 0.4016642669485295, 'aupr_unknown': 0.03634711307508105, 'val_auc': 0.8256038647342995} best={'auroc_all': 0.6081862120718425, 'aupr_all': 0.12057972970257956, 'auroc_unknown': 0.4016642669485295, 'aupr_unknown': 0.03634711307508105}
2026-08-11 00:55:55,441 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6076262379414872, 'aupr_all': 0.12023822858254676, 'auroc_unknown': 0.40316073857683304, 'aupr_unknown': 0.03648596277292519, 'val_auc': 0.8420289855072464} best={'auroc_all': 0.6081862120718425, 'aupr_all': 0.12057972970257956, 'auroc_unknown': 0.40316073857683304, 'aupr_unknown': 0.03648596277292519}
2026-08-11 00:55:55,995 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6084512031359539, 'aupr_all': 0.12083504692892946, 'auroc_unknown': 0.40360646656993815, 'aupr_unknown': 0.036440594525199946, 'val_auc': 0.8314009661835748} best={'auroc_all': 0.6084512031359539, 'aupr_all': 0.12083504692892946, 'auroc_unknown': 0.40360646656993815, 'aupr_unknown': 0.03648596277292519}
2026-08-11 00:55:56,547 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6120966507696713, 'aupr_all': 0.12368923550854534, 'auroc_unknown': 0.4063968902612133, 'aupr_unknown': 0.036615937395658514, 'val_auc': 0.8333333333333334} best={'auroc_all': 0.6120966507696713, 'aupr_all': 0.12368923550854534, 'auroc_unknown': 0.4063968902612133, 'aupr_unknown': 0.036615937395658514}
2026-08-11 00:55:58,284 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6140829112236738, 'aupr_all': 0.12606444680246792, 'auroc_unknown': 0.4046077362473957, 'aupr_unknown': 0.036518301493180236, 'val_auc': 0.8347826086956522} best={'auroc_all': 0.6140829112236738, 'aupr_all': 0.12606444680246792, 'auroc_unknown': 0.4063968902612133, 'aupr_unknown': 0.036615937395658514}
2026-08-11 00:56:00,401 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6156781648350563, 'aupr_all': 0.1284297305510005, 'auroc_unknown': 0.39955491932970644, 'aupr_unknown': 0.03627325511045794, 'val_auc': 0.8400966183574878} best={'auroc_all': 0.6156781648350563, 'aupr_all': 0.1284297305510005, 'auroc_unknown': 0.4063968902612133, 'aupr_unknown': 0.036615937395658514}
2026-08-11 00:56:02,648 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6163010851427274, 'aupr_all': 0.13035365639301472, 'auroc_unknown': 0.3999867761197066, 'aupr_unknown': 0.03624944348974984, 'val_auc': 0.8473429951690822} best={'auroc_all': 0.6163010851427274, 'aupr_all': 0.13035365639301472, 'auroc_unknown': 0.4063968902612133, 'aupr_unknown': 0.036615937395658514}
2026-08-11 00:56:05,262 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6266891791818479, 'aupr_all': 0.13534337399818103, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315, 'val_auc': 0.8642512077294687} best={'auroc_all': 0.6266891791818479, 'aupr_all': 0.13534337399818103, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:07,446 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6284219269923083, 'aupr_all': 0.14105602592075195, 'auroc_unknown': 0.40413958314260423, 'aupr_unknown': 0.03650701408900621, 'val_auc': 0.885024154589372} best={'auroc_all': 0.6284219269923083, 'aupr_all': 0.14105602592075195, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:09,858 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6268014949099994, 'aupr_all': 0.14737794746613736, 'auroc_unknown': 0.39211070699672734, 'aupr_unknown': 0.03575800626082966, 'val_auc': 0.8869565217391305} best={'auroc_all': 0.6284219269923083, 'aupr_all': 0.14737794746613736, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:12,324 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6311346603868597, 'aupr_all': 0.15215203498724833, 'auroc_unknown': 0.3923853568182049, 'aupr_unknown': 0.03590347274528491, 'val_auc': 0.8956521739130434} best={'auroc_all': 0.6311346603868597, 'aupr_all': 0.15215203498724833, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:14,769 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6274229341311452, 'aupr_all': 0.15577584111511894, 'auroc_unknown': 0.3803035389138108, 'aupr_unknown': 0.03522872779626825, 'val_auc': 0.9077294685990338} best={'auroc_all': 0.6311346603868597, 'aupr_all': 0.15577584111511894, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:17,169 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.6296111160480662, 'aupr_all': 0.16318720485337723, 'auroc_unknown': 0.3783453874088315, 'aupr_unknown': 0.03516591448644803, 'val_auc': 0.9072463768115943} best={'auroc_all': 0.6311346603868597, 'aupr_all': 0.16318720485337723, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:19,749 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.6352584989681764, 'aupr_all': 0.17152622342735893, 'auroc_unknown': 0.38349091020060533, 'aupr_unknown': 0.03535277242898929, 'val_auc': 0.9077294685990339} best={'auroc_all': 0.6352584989681764, 'aupr_all': 0.17152622342735893, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:21,944 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.6422535472022275, 'aupr_all': 0.1732739732456111, 'auroc_unknown': 0.39684772285706094, 'aupr_unknown': 0.036097756163271974, 'val_auc': 0.9135265700483093} best={'auroc_all': 0.6422535472022275, 'aupr_all': 0.1732739732456111, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:24,097 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.643728585957325, 'aupr_all': 0.17553144809529772, 'auroc_unknown': 0.3975269494357657, 'aupr_unknown': 0.03613839533312335, 'val_auc': 0.9202898550724639} best={'auroc_all': 0.643728585957325, 'aupr_all': 0.17553144809529772, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:26,347 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.6436168873485588, 'aupr_all': 0.17714141356610408, 'auroc_unknown': 0.3960323273012095, 'aupr_unknown': 0.03603253759610074, 'val_auc': 0.9217391304347827} best={'auroc_all': 0.643728585957325, 'aupr_all': 0.17714141356610408, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:28,995 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.6489869368168488, 'aupr_all': 0.1828527499826692, 'auroc_unknown': 0.40333412861564466, 'aupr_unknown': 0.03644217785135968, 'val_auc': 0.9246376811594204} best={'auroc_all': 0.6489869368168488, 'aupr_all': 0.1828527499826692, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:31,832 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.6519537999743279, 'aupr_all': 0.1874000223093873, 'auroc_unknown': 0.4052490482042802, 'aupr_unknown': 0.03660159983947618, 'val_auc': 0.9251207729468599} best={'auroc_all': 0.6519537999743279, 'aupr_all': 0.1874000223093873, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03683935347981315}
2026-08-11 00:56:34,264 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.6553637548505584, 'aupr_all': 0.19048792520991298, 'auroc_unknown': 0.4104174584811773, 'aupr_unknown': 0.03689455968434779, 'val_auc': 0.9246376811594204} best={'auroc_all': 0.6553637548505584, 'aupr_all': 0.19048792520991298, 'auroc_unknown': 0.410568654595021, 'aupr_unknown': 0.03689455968434779}
