2026-08-10 05:22:49,924 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 6, 'train_seed': None, 'epochs': None, 'set': ['sim_shuffle=true'], 'tag': 'C_simplacebo', 'rotations': None}
2026-08-10 05:22:49,924 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0, 'sim_shuffle': True}
2026-08-10 05:23:05,823 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.40310119944690087, 'aupr_all': 0.12228930701034288, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48673469387755103} best={'auroc_all': 0.40310119944690087, 'aupr_all': 0.12228930701034288, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:07,707 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4457113980197117, 'aupr_all': 0.1369240075783614, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47789115646258506} best={'auroc_all': 0.4457113980197117, 'aupr_all': 0.1369240075783614, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:09,540 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4732922031546217, 'aupr_all': 0.14384273847769424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5036564625850339} best={'auroc_all': 0.4732922031546217, 'aupr_all': 0.14384273847769424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:11,338 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.48459697128968804, 'aupr_all': 0.15095703287997714, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4996598639455782} best={'auroc_all': 0.48459697128968804, 'aupr_all': 0.15095703287997714, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:13,083 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5106989204786575, 'aupr_all': 0.1637531058298054, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49804421768707485} best={'auroc_all': 0.5106989204786575, 'aupr_all': 0.1637531058298054, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:15,160 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5116363772398215, 'aupr_all': 0.1626149468773986, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5} best={'auroc_all': 0.5116363772398215, 'aupr_all': 0.1637531058298054, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:16,935 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5034663469648051, 'aupr_all': 0.1590354530210792, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4948979591836735} best={'auroc_all': 0.5116363772398215, 'aupr_all': 0.1637531058298054, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:18,728 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5001453046586982, 'aupr_all': 0.15700125495234696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4960884353741496} best={'auroc_all': 0.5116363772398215, 'aupr_all': 0.1637531058298054, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 05:23:20,463 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.4863394673843314, 'aupr_all': 0.1511356534898341, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4968537414965987} best={'auroc_all': 0.5116363772398215, 'aupr_all': 0.1637531058298054, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
