2026-08-10 04:33:09,526 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 7, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0'], 'tag': 'C_nosim', 'rotations': None}
2026-08-10 04:33:09,526 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-10 04:33:15,648 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5948979591836734} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:17,228 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5268245537624856, 'aupr_all': 0.17805536958190066, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6045068027210885} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:18,888 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5227074775836285, 'aupr_all': 0.17435276035112263, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5863945578231292} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:20,515 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5237987066409442, 'aupr_all': 0.1748686882875493, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.595110544217687} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:22,103 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5207778641497325, 'aupr_all': 0.17077418301651637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.601360544217687} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:23,564 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5190280130138782, 'aupr_all': 0.16790643312682585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5781462585034014} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:25,106 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.517699546414629, 'aupr_all': 0.16612318803987933, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.564625850340136} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:26,828 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5122883524795546, 'aupr_all': 0.16311078055007389, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5239795918367347} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:28,423 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5021879738823493, 'aupr_all': 0.15553256219231568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5387755102040817} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:29,969 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5043765841204828, 'aupr_all': 0.15630186713014904, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5116496598639456} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:37,490 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5050062951188053, 'aupr_all': 0.15611057545569734, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4905612244897959} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:45,151 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5055330437512173, 'aupr_all': 0.1569466073152818, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5011904761904762} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:33:52,607 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5061286563433008, 'aupr_all': 0.1565432418036916, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5282312925170067} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:00,248 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5089715183326671, 'aupr_all': 0.15876856202211725, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5050170068027211} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:07,745 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5098876551222942, 'aupr_all': 0.15855974083122723, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5030187074829932} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:15,404 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5111875226609374, 'aupr_all': 0.15888850715155287, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4991071428571428} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:23,336 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5108086692710944, 'aupr_all': 0.15857295037803953, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4925170068027211} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:31,182 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5118943620330859, 'aupr_all': 0.15865558095201834, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48920068027210883} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:38,360 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5155019738237389, 'aupr_all': 0.16022329888223585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48205782312925166} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:45,665 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5140413648667248, 'aupr_all': 0.1597572502183012, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4724489795918367} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:34:53,164 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5154663112139265, 'aupr_all': 0.15948230024712806, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5112244897959184} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:00,260 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5161207025528796, 'aupr_all': 0.16086537866516254, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4927721088435374} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:07,668 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5184280362527702, 'aupr_all': 0.16084875085070785, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48290816326530606} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:15,217 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5176609442516451, 'aupr_all': 0.16145393377004427, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4750850340136054} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:23,066 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5194306722683384, 'aupr_all': 0.16119553663599306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4945578231292517} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:30,472 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5203452612764771, 'aupr_all': 0.1619419916709306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4869047619047619} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:37,688 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5207629323691665, 'aupr_all': 0.16233631200042364, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4921768707482993} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:44,772 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.519877330393386, 'aupr_all': 0.1610291214122975, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5172619047619047} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:52,101 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5195373275505589, 'aupr_all': 0.16118905968327965, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5054421768707483} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:35:59,561 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5227874285032722, 'aupr_all': 0.16246046368696354, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48741496598639455} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:07,132 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.522008721982702, 'aupr_all': 0.16353769367436435, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.504251700680272} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:14,131 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5219489538052257, 'aupr_all': 0.16292405662360573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5177721088435374} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:21,902 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5229407512448536, 'aupr_all': 0.16330756321927778, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.530187074829932} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:29,304 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.525976283290881, 'aupr_all': 0.16338462012869792, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5162414965986395} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:37,171 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5267080308600861, 'aupr_all': 0.16525242789387895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5248299319727892} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:44,591 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5274325876089279, 'aupr_all': 0.16550491095416306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5214285714285715} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:52,010 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5266365906858681, 'aupr_all': 0.16530005282632193, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49974489795918375} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:36:59,782 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5298240598600754, 'aupr_all': 0.16719982546509932, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5345238095238095} best={'auroc_all': 0.531099294271582, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:07,661 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5321545835964049, 'aupr_all': 0.1674899923344762, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.521343537414966} best={'auroc_all': 0.5321545835964049, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 04:37:15,049 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5297913265396319, 'aupr_all': 0.16631821411948833, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5253401360544216} best={'auroc_all': 0.5321545835964049, 'aupr_all': 0.1819562451308786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
