2026-09-03 08:34:00,702 INFO cli={'dataset': 'amazon', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=1.0'], 'tag': '_probe', 'rotations': None}
2026-09-03 08:34:59,355 INFO [OUTPOST-v4] epoch 71 cur={'auroc_all': 0.9173996398506123, 'aupr_all': 0.7593517700100546, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8693693693693694} best={'auroc_all': 0.9173996398506123, 'aupr_all': 0.7603002212942533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:00,122 INFO [OUTPOST-v4] epoch 72 cur={'auroc_all': 0.9217329453054094, 'aupr_all': 0.7560138971308632, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8741741741741743} best={'auroc_all': 0.9217329453054094, 'aupr_all': 0.7603002212942533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:00,893 INFO [OUTPOST-v4] epoch 73 cur={'auroc_all': 0.9248146851738845, 'aupr_all': 0.7492416167252463, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8777777777777779} best={'auroc_all': 0.9248146851738845, 'aupr_all': 0.7603002212942533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:01,665 INFO [OUTPOST-v4] epoch 74 cur={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7489776016659816, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8786786786786787} best={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7603002212942533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:02,439 INFO [OUTPOST-v4] epoch 75 cur={'auroc_all': 0.9255353324308947, 'aupr_all': 0.7543184847852283, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8771771771771772} best={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7603002212942533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:03,214 INFO [OUTPOST-v4] epoch 76 cur={'auroc_all': 0.92288112798623, 'aupr_all': 0.7615753680047058, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8714714714714714} best={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7615753680047058, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:03,990 INFO [OUTPOST-v4] epoch 77 cur={'auroc_all': 0.920855416747979, 'aupr_all': 0.7655419428602638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8687687687687687} best={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7655419428602638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:04,787 INFO [OUTPOST-v4] epoch 78 cur={'auroc_all': 0.9210846402687904, 'aupr_all': 0.7671999484372221, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8681681681681682} best={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7671999484372221, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:05,580 INFO [OUTPOST-v4] epoch 79 cur={'auroc_all': 0.9228257581154936, 'aupr_all': 0.7675226047722944, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.86996996996997} best={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7675226047722944, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:06,356 INFO [OUTPOST-v4] epoch 80 cur={'auroc_all': 0.9257024100478375, 'aupr_all': 0.7672255782931603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8723723723723724} best={'auroc_all': 0.9258916227063451, 'aupr_all': 0.7675226047722944, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:07,135 INFO [OUTPOST-v4] epoch 81 cur={'auroc_all': 0.925900012080699, 'aupr_all': 0.7687933366134204, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8729729729729729} best={'auroc_all': 0.925900012080699, 'aupr_all': 0.7687933366134204, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:07,911 INFO [OUTPOST-v4] epoch 82 cur={'auroc_all': 0.9257018937786464, 'aupr_all': 0.7707189870027317, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8723723723723723} best={'auroc_all': 0.925900012080699, 'aupr_all': 0.7707189870027317, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:08,728 INFO [OUTPOST-v4] epoch 83 cur={'auroc_all': 0.9293716642556896, 'aupr_all': 0.7681987289240683, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8798798798798799} best={'auroc_all': 0.9293716642556896, 'aupr_all': 0.7707189870027317, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:09,486 INFO [OUTPOST-v4] epoch 84 cur={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7640016001815553, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8834834834834835} best={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7707189870027317, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:10,250 INFO [OUTPOST-v4] epoch 85 cur={'auroc_all': 0.9303399271234409, 'aupr_all': 0.7688986588073297, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8804804804804806} best={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7707189870027317, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:11,017 INFO [OUTPOST-v4] epoch 86 cur={'auroc_all': 0.9268655000015489, 'aupr_all': 0.7739530170394281, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8756756756756757} best={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7739530170394281, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:11,791 INFO [OUTPOST-v4] epoch 87 cur={'auroc_all': 0.9217021627548951, 'aupr_all': 0.7767787891185982, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8678678678678678} best={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7767787891185982, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:12,560 INFO [OUTPOST-v4] epoch 88 cur={'auroc_all': 0.9163188302992193, 'aupr_all': 0.7765056458374774, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8627627627627628} best={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7767787891185982, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:13,328 INFO [OUTPOST-v4] epoch 89 cur={'auroc_all': 0.9203560553729684, 'aupr_all': 0.7773561024442729, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8672672672672673} best={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7773561024442729, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:14,098 INFO [OUTPOST-v4] epoch 90 cur={'auroc_all': 0.9289139270842046, 'aupr_all': 0.7768049143643941, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.875975975975976} best={'auroc_all': 0.9328458977766352, 'aupr_all': 0.7773561024442729, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:14,870 INFO [OUTPOST-v4] epoch 91 cur={'auroc_all': 0.9362281708479309, 'aupr_all': 0.7734955214169459, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8966966966966967} best={'auroc_all': 0.9362281708479309, 'aupr_all': 0.7773561024442729, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:15,643 INFO [OUTPOST-v4] epoch 92 cur={'auroc_all': 0.9380718326626997, 'aupr_all': 0.7723444358665014, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9111111111111111} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.7773561024442729, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:16,411 INFO [OUTPOST-v4] epoch 93 cur={'auroc_all': 0.9349391112116116, 'aupr_all': 0.7816938178095078, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8846846846846848} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.7816938178095078, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:17,173 INFO [OUTPOST-v4] epoch 94 cur={'auroc_all': 0.9255729555481903, 'aupr_all': 0.783838474058548, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8774774774774775} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.783838474058548, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:17,939 INFO [OUTPOST-v4] epoch 95 cur={'auroc_all': 0.91535101916701, 'aupr_all': 0.7816217289378729, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.869069069069069} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.783838474058548, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:18,705 INFO [OUTPOST-v4] epoch 96 cur={'auroc_all': 0.9110086790013702, 'aupr_all': 0.7800079903075167, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8648648648648648} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.783838474058548, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:19,469 INFO [OUTPOST-v4] epoch 97 cur={'auroc_all': 0.9115688310736231, 'aupr_all': 0.7805488011022204, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8657657657657657} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.783838474058548, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:20,232 INFO [OUTPOST-v4] epoch 98 cur={'auroc_all': 0.9185207829325536, 'aupr_all': 0.784301986215864, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8714714714714714} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.784301986215864, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:20,991 INFO [OUTPOST-v4] epoch 99 cur={'auroc_all': 0.9292189776424463, 'aupr_all': 0.7866289883123655, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8786786786786787} best={'auroc_all': 0.9380718326626997, 'aupr_all': 0.7866289883123655, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:21,757 INFO [OUTPOST-v4] epoch 100 cur={'auroc_all': 0.9392413759812986, 'aupr_all': 0.7872754322480371, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8909909909909911} best={'auroc_all': 0.9392413759812986, 'aupr_all': 0.7872754322480371, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:22,516 INFO [OUTPOST-v4] epoch 101 cur={'auroc_all': 0.9422546456483153, 'aupr_all': 0.7841246974027005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9096096096096096} best={'auroc_all': 0.9422546456483153, 'aupr_all': 0.7872754322480371, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:23,282 INFO [OUTPOST-v4] epoch 102 cur={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7847120221890544, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9123123123123124} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7872754322480371, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:24,043 INFO [OUTPOST-v4] epoch 103 cur={'auroc_all': 0.9423025296157821, 'aupr_all': 0.7885638282857245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9003003003003004} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7885638282857245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:24,804 INFO [OUTPOST-v4] epoch 104 cur={'auroc_all': 0.9389853709962033, 'aupr_all': 0.7900942029437937, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8900900900900901} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7900942029437937, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:25,565 INFO [OUTPOST-v4] epoch 105 cur={'auroc_all': 0.9364606855848349, 'aupr_all': 0.7909129625236013, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8858858858858859} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7909129625236013, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:26,328 INFO [OUTPOST-v4] epoch 106 cur={'auroc_all': 0.9354375691155379, 'aupr_all': 0.7914835153701818, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8861861861861862} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7914835153701818, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:27,109 INFO [OUTPOST-v4] epoch 107 cur={'auroc_all': 0.9338324882006678, 'aupr_all': 0.7916278909152378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8831831831831832} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7916278909152378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:27,891 INFO [OUTPOST-v4] epoch 108 cur={'auroc_all': 0.9317120415658652, 'aupr_all': 0.790994054843422, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8807807807807808} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7916278909152378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:28,670 INFO [OUTPOST-v4] epoch 109 cur={'auroc_all': 0.929618699063591, 'aupr_all': 0.7899637220939569, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8774774774774775} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7916278909152378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:29,452 INFO [OUTPOST-v4] epoch 110 cur={'auroc_all': 0.9297134344601424, 'aupr_all': 0.7898654691775494, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8774774774774775} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7916278909152378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:30,216 INFO [OUTPOST-v4] epoch 111 cur={'auroc_all': 0.9331277162212812, 'aupr_all': 0.7912858007570256, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8813813813813813} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7916278909152378, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:30,983 INFO [OUTPOST-v4] epoch 112 cur={'auroc_all': 0.9381098429818883, 'aupr_all': 0.7936637170894487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8867867867867869} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7936637170894487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:31,755 INFO [OUTPOST-v4] epoch 113 cur={'auroc_all': 0.9417376020535122, 'aupr_all': 0.7945547381456782, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8918918918918919} best={'auroc_all': 0.9426131946014764, 'aupr_all': 0.7945547381456782, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:32,515 INFO [OUTPOST-v4] epoch 114 cur={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9021021021021022} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:33,301 INFO [OUTPOST-v4] epoch 115 cur={'auroc_all': 0.9443112039707297, 'aupr_all': 0.7933534558216028, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9066066066066066} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:34,065 INFO [OUTPOST-v4] epoch 116 cur={'auroc_all': 0.9440404207800415, 'aupr_all': 0.7922737784385768, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9066066066066067} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:34,825 INFO [OUTPOST-v4] epoch 117 cur={'auroc_all': 0.9434522611041759, 'aupr_all': 0.7926220258746227, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8987987987987988} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:35,589 INFO [OUTPOST-v4] epoch 118 cur={'auroc_all': 0.9409957232260217, 'aupr_all': 0.7924463477588352, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8963963963963965} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:36,358 INFO [OUTPOST-v4] epoch 119 cur={'auroc_all': 0.9382673696187971, 'aupr_all': 0.7919902678113686, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8891891891891892} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:37,118 INFO [OUTPOST-v4] epoch 120 cur={'auroc_all': 0.9377361931548901, 'aupr_all': 0.7918065202124631, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8879879879879881} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:37,876 INFO [OUTPOST-v4] epoch 121 cur={'auroc_all': 0.9380079443503114, 'aupr_all': 0.7918011958002245, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.888888888888889} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:38,635 INFO [OUTPOST-v4] epoch 122 cur={'auroc_all': 0.9395683679801587, 'aupr_all': 0.7921358518671888, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.890990990990991} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:39,395 INFO [OUTPOST-v4] epoch 123 cur={'auroc_all': 0.9412415964282431, 'aupr_all': 0.7918505068686131, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8951951951951952} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:40,157 INFO [OUTPOST-v4] epoch 124 cur={'auroc_all': 0.9426140980725605, 'aupr_all': 0.7912066171112679, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8960960960960962} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:40,923 INFO [OUTPOST-v4] epoch 125 cur={'auroc_all': 0.9433439736413601, 'aupr_all': 0.7900322569197649, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.906006006006006} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:41,690 INFO [OUTPOST-v4] epoch 126 cur={'auroc_all': 0.9433293890367139, 'aupr_all': 0.7899130754082192, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.909009009009009} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:42,461 INFO [OUTPOST-v4] epoch 127 cur={'auroc_all': 0.9432007089408531, 'aupr_all': 0.7910591990433387, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.9048048048048049} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:43,217 INFO [OUTPOST-v4] epoch 128 cur={'auroc_all': 0.9427483280622247, 'aupr_all': 0.7918105259008275, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.900900900900901} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:43,979 INFO [OUTPOST-v4] epoch 129 cur={'auroc_all': 0.9416977202585063, 'aupr_all': 0.79217782061672, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8975975975975977} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:44,750 INFO [OUTPOST-v4] epoch 130 cur={'auroc_all': 0.9405278542716631, 'aupr_all': 0.7924818842303776, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8921921921921921} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:45,514 INFO [OUTPOST-v4] epoch 131 cur={'auroc_all': 0.938638567167138, 'aupr_all': 0.7925398906343326, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.888888888888889} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:46,278 INFO [OUTPOST-v4] epoch 132 cur={'auroc_all': 0.9383119623701711, 'aupr_all': 0.793016572122246, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.887987987987988} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:47,072 INFO [OUTPOST-v4] epoch 133 cur={'auroc_all': 0.9390772669122043, 'aupr_all': 0.7937060233961896, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8891891891891892} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:47,841 INFO [OUTPOST-v4] epoch 134 cur={'auroc_all': 0.9412298513041476, 'aupr_all': 0.79458611612514, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8924924924924925} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7946627635226585, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:48,618 INFO [OUTPOST-v4] epoch 135 cur={'auroc_all': 0.943055895432773, 'aupr_all': 0.7954219387000182, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8960960960960961} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7954219387000182, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:49,382 INFO [OUTPOST-v4] epoch 136 cur={'auroc_all': 0.9432284584098702, 'aupr_all': 0.7955212603806526, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8963963963963965} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7955212603806526, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:50,138 INFO [OUTPOST-v4] epoch 137 cur={'auroc_all': 0.9420064492347341, 'aupr_all': 0.7954187633157563, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8918918918918919} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7955212603806526, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:50,909 INFO [OUTPOST-v4] epoch 138 cur={'auroc_all': 0.9414789511888131, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.890990990990991} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:51,681 INFO [OUTPOST-v4] epoch 139 cur={'auroc_all': 0.941074260676705, 'aupr_all': 0.7957324882037706, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8900900900900901} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:52,450 INFO [OUTPOST-v4] epoch 140 cur={'auroc_all': 0.9411082699096633, 'aupr_all': 0.7956677771459973, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8897897897897898} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:53,201 INFO [OUTPOST-v4] epoch 141 cur={'auroc_all': 0.9409114422805882, 'aupr_all': 0.7951743489714448, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8891891891891892} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:53,952 INFO [OUTPOST-v4] epoch 142 cur={'auroc_all': 0.9402289344100645, 'aupr_all': 0.7947430938981953, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8876876876876877} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:54,709 INFO [OUTPOST-v4] epoch 143 cur={'auroc_all': 0.9391680012225254, 'aupr_all': 0.7946228130471336, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8867867867867869} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:35:55,463 INFO [OUTPOST-v4] epoch 144 cur={'auroc_all': 0.9380942903725089, 'aupr_all': 0.7947013289891774, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.884984984984985} best={'auroc_all': 0.9444010993436155, 'aupr_all': 0.7957966012893029, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
