2026-08-11 11:42:12,835 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=1.0'], 'tag': 'C_sim', 'rotations': None}
2026-08-11 11:42:12,836 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 1.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-11 11:42:16,918 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5813668206996654, 'aupr_all': 0.1091837996685377, 'auroc_unknown': 0.3904461626241357, 'aupr_unknown': 0.03572277698321489, 'val_auc': 0.7676328502415459} best={'auroc_all': 0.5813668206996654, 'aupr_all': 0.1091837996685377, 'auroc_unknown': 0.3904461626241357, 'aupr_unknown': 0.03572277698321489}
2026-08-11 11:42:17,489 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5819258074390039, 'aupr_all': 0.10851801539109113, 'auroc_unknown': 0.3919955760109564, 'aupr_unknown': 0.035793255920758014, 'val_auc': 0.7613526570048309} best={'auroc_all': 0.5819258074390039, 'aupr_all': 0.1091837996685377, 'auroc_unknown': 0.3919955760109564, 'aupr_unknown': 0.035793255920758014}
2026-08-11 11:42:18,072 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5814565498583094, 'aupr_all': 0.10833065131478281, 'auroc_unknown': 0.389925530134264, 'aupr_unknown': 0.03566577531733313, 'val_auc': 0.7579710144927536} best={'auroc_all': 0.5819258074390039, 'aupr_all': 0.1091837996685377, 'auroc_unknown': 0.3919955760109564, 'aupr_unknown': 0.035793255920758014}
2026-08-11 11:42:18,549 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5815155464715582, 'aupr_all': 0.10846041826227751, 'auroc_unknown': 0.3889739656012658, 'aupr_unknown': 0.03560722702144511, 'val_auc': 0.7608695652173914} best={'auroc_all': 0.5819258074390039, 'aupr_all': 0.1091837996685377, 'auroc_unknown': 0.3919955760109564, 'aupr_unknown': 0.035793255920758014}
2026-08-11 11:42:19,008 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5840561035575698, 'aupr_all': 0.10982396827487159, 'auroc_unknown': 0.38861793805490596, 'aupr_unknown': 0.03558544845813516, 'val_auc': 0.7666666666666667} best={'auroc_all': 0.5840561035575698, 'aupr_all': 0.10982396827487159, 'auroc_unknown': 0.3919955760109564, 'aupr_unknown': 0.035793255920758014}
2026-08-11 11:42:20,724 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5865356892482991, 'aupr_all': 0.11107661547726805, 'auroc_unknown': 0.3912164767698961, 'aupr_unknown': 0.03573967189102726, 'val_auc': 0.7695652173913043} best={'auroc_all': 0.5865356892482991, 'aupr_all': 0.11107661547726805, 'auroc_unknown': 0.3919955760109564, 'aupr_unknown': 0.035793255920758014}
2026-08-11 11:42:22,388 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5897428586944716, 'aupr_all': 0.1127695915970423, 'auroc_unknown': 0.39372924521235425, 'aupr_unknown': 0.03589017836885705, 'val_auc': 0.7748792270531402} best={'auroc_all': 0.5897428586944716, 'aupr_all': 0.1127695915970423, 'auroc_unknown': 0.39372924521235425, 'aupr_unknown': 0.03589017836885705}
2026-08-11 11:42:24,062 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5938922460183458, 'aupr_all': 0.11504455133601593, 'auroc_unknown': 0.3961684962783562, 'aupr_unknown': 0.03603554735578718, 'val_auc': 0.7816425120772947} best={'auroc_all': 0.5938922460183458, 'aupr_all': 0.11504455133601593, 'auroc_unknown': 0.3961684962783562, 'aupr_unknown': 0.03603554735578718}
2026-08-11 11:42:25,730 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5990785173336493, 'aupr_all': 0.11848237866995104, 'auroc_unknown': 0.39897649016023096, 'aupr_unknown': 0.03620391168925055, 'val_auc': 0.7927536231884058} best={'auroc_all': 0.5990785173336493, 'aupr_all': 0.11848237866995104, 'auroc_unknown': 0.39897649016023096, 'aupr_unknown': 0.03620391168925055}
