2026-08-09 10:29:05,592 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['use_pl=false'], 'tag': 'C_nopl', 'rotations': None}
2026-08-09 10:29:05,592 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': False, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-09 10:29:20,323 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.562917890224883, 'aupr_all': 0.18080839815722086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48592687074829927} best={'auroc_all': 0.562917890224883, 'aupr_all': 0.18080839815722086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:21,835 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4917517006802721} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:23,224 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5868465858777281, 'aupr_all': 0.18184222415954868, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.493452380952381} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:24,731 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5698030278497948, 'aupr_all': 0.17353189122827087, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48137755102040813} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:26,182 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5722930428732926, 'aupr_all': 0.17387550714728195, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.489795918367347} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:27,807 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5709827144666587, 'aupr_all': 0.17407334389236945, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4997448979591837} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:29,316 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5648434432983225, 'aupr_all': 0.17288957384867254, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.511734693877551} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:30,845 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5610565516083679, 'aupr_all': 0.17122690894230802, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5210034013605442} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:32,404 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5602849045314829, 'aupr_all': 0.1704928185681545, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5276360544217686} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:33,913 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5600611002548814, 'aupr_all': 0.1701120673973227, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5361394557823129} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:35,468 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5607291876125227, 'aupr_all': 0.17017714673056347, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5407312925170069} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:36,979 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5620480493449489, 'aupr_all': 0.17051657119848818, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.545578231292517} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:38,416 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5637850912546922, 'aupr_all': 0.1710630100254499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5505952380952381} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:39,881 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5657075405541125, 'aupr_all': 0.17164754068619478, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5523809523809524} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:41,362 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5679131189113222, 'aupr_all': 0.17229096104199712, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5555272108843538} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 10:29:42,750 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5696575753923336, 'aupr_all': 0.17291609740916017, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5592687074829932} best={'auroc_all': 0.5908878536078216, 'aupr_all': 0.18612975699571196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
