2026-08-09 20:25:32,360 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['use_hybrid=true'], 'tag': 'C_hopmix', 'rotations': None}
2026-08-09 20:26:55,155 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5543484173712583, 'aupr_all': 0.19286347151200176, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5285714285714286} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:01,834 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5540848737023032, 'aupr_all': 0.19267506628599673, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5276360544217686} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:08,551 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5538915816591818, 'aupr_all': 0.19253934621886898, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5264455782312926} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:14,916 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5537325358210624, 'aupr_all': 0.19239878508850938, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.525765306122449} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:21,452 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5536379630877024, 'aupr_all': 0.19229955879463567, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5254251700680272} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:28,045 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5535945225679966, 'aupr_all': 0.19223821920526726, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.525170068027211} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:34,638 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5536084669707166, 'aupr_all': 0.19218742041018952, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5242346938775511} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:41,103 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5536526834339273, 'aupr_all': 0.1921577803715215, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5234693877551021} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:47,642 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5537306513868364, 'aupr_all': 0.19214953883398217, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5233843537414966} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:27:54,126 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5538524929919368, 'aupr_all': 0.19218278726390767, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5238095238095238} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:00,583 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5539912616609016, 'aupr_all': 0.19222759683446572, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5239795918367347} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:06,947 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.554146341565552, 'aupr_all': 0.19228888846023046, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5238095238095238} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:13,583 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5543035542884603, 'aupr_all': 0.19237786502763204, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5240646258503402} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:20,375 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5544530773701808, 'aupr_all': 0.1924596113543624, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5238945578231292} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:26,873 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5546127102978303, 'aupr_all': 0.19255702377273645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5245748299319728} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:33,689 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.554778228490105, 'aupr_all': 0.1926667121063621, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5251700680272109} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:40,133 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5549557430152953, 'aupr_all': 0.19279186239444626, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5258503401360545} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:46,936 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.555138639878765, 'aupr_all': 0.19291897870342786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5261054421768707} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:53,469 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5553298155257131, 'aupr_all': 0.19305452143636234, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5267857142857143} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:28:59,844 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.555525552406703, 'aupr_all': 0.19319102186532594, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5273809523809524} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:06,535 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5557374670939397, 'aupr_all': 0.19334087941914513, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5281462585034014} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:13,227 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5559542899317587, 'aupr_all': 0.19350195791379735, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5281462585034014} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:19,916 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5561878448211852, 'aupr_all': 0.19366861739415356, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5286989795918368} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:26,350 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.556438761959722, 'aupr_all': 0.19385366960616776, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.529251700680272} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:32,981 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5566995118215075, 'aupr_all': 0.19403349430202177, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5293367346938775} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:39,492 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5569684193538966, 'aupr_all': 0.19421776531016677, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5306122448979592} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:45,929 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5572508443148019, 'aupr_all': 0.1944160882511653, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5313775510204082} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:52,432 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.5575367938656485, 'aupr_all': 0.19460567983404958, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5327380952380952} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:29:58,870 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5578435296702773, 'aupr_all': 0.19480424066983404, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5333333333333333} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:05,369 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5581691282920112, 'aupr_all': 0.19500107442233616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5338435374149659} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:11,925 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5585207230739166, 'aupr_all': 0.19520317580731608, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5343537414965986} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:18,508 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5588908666005563, 'aupr_all': 0.19541014227896036, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5350340136054421} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:24,938 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5592650766459341, 'aupr_all': 0.19560101523939732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.535374149659864} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:31,357 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5595251922046958, 'aupr_all': 0.19575737317633554, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5354591836734693} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1957705901685745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:38,002 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5596948508150901, 'aupr_all': 0.19587473119206925, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5357993197278912} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19587473119206925, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:44,337 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5597779855664162, 'aupr_all': 0.19596238594979515, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5359693877551021} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19596238594979515, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:51,111 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.55981983109114, 'aupr_all': 0.19602962717675979, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5365646258503401} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19602962717675979, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:30:57,588 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5598566288775612, 'aupr_all': 0.19608474830204603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.536734693877551} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19608474830204603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:04,013 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5599091056494049, 'aupr_all': 0.19613618501331437, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5369047619047619} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19613618501331437, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:10,503 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5599773168312073, 'aupr_all': 0.19619430800483764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5368197278911565} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19619430800483764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:17,237 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5600602935199677, 'aupr_all': 0.19625716555062578, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5372448979591836} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19625716555062578, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:23,842 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5601494346487941, 'aupr_all': 0.1963236312604644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5372448979591836} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1963236312604644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:30,230 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5602524647558044, 'aupr_all': 0.19640248821528067, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5373299319727892} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19640248821528067, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:36,698 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5603704307489019, 'aupr_all': 0.19648083712512582, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5374149659863946} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19648083712512582, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:43,257 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5605070173333545, 'aupr_all': 0.19657666649198577, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5375850340136054} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19657666649198577, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:49,961 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.560664147945839, 'aupr_all': 0.1966854662501615, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5379251700680272} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1966854662501615, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:31:56,898 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5608483873147376, 'aupr_all': 0.19680765311553056, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5381802721088436} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19680765311553056, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:32:03,502 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5610439250779498, 'aupr_all': 0.19692391392333478, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5386054421768707} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19692391392333478, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:32:10,247 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5612648616480004, 'aupr_all': 0.19705241276523797, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5389455782312925} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19705241276523797, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:32:16,684 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5615165157275908, 'aupr_all': 0.19719099891679628, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5392006802721088} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19719099891679628, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:32:23,561 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5618283444312551, 'aupr_all': 0.19734522985564384, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5400510204081632} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19734522985564384, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:32:30,165 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.562200411394572, 'aupr_all': 0.1975182619917338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5403911564625851} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.1975182619917338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:32:36,705 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5626246656904887, 'aupr_all': 0.19770819286743999, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5409013605442177} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19770819286743999, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 20:32:43,379 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5630563263466313, 'aupr_all': 0.19788950613183137, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5416666666666666} best={'auroc_all': 0.5697488945001511, 'aupr_all': 0.19788950613183137, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
