2026-08-09 18:58:23,333 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['use_hybrid=true'], 'tag': 'C_hopmix', 'rotations': None}
2026-08-09 18:58:51,435 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5789152485519067, 'aupr_all': 0.18714399875182477, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5840136054421768} best={'auroc_all': 0.5789152485519067, 'aupr_all': 0.18714399875182477, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:58:58,286 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5807514264818122, 'aupr_all': 0.18779382860567326, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5849489795918368} best={'auroc_all': 0.5807514264818122, 'aupr_all': 0.18779382860567326, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:04,717 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5824064277616262, 'aupr_all': 0.18835154086437134, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5852040816326531} best={'auroc_all': 0.5824064277616262, 'aupr_all': 0.18835154086437134, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:11,317 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5839424222987213, 'aupr_all': 0.18878092288134424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5875} best={'auroc_all': 0.5839424222987213, 'aupr_all': 0.18878092288134424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:18,159 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.585297123178371, 'aupr_all': 0.18904841102695422, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5878401360544218} best={'auroc_all': 0.585297123178371, 'aupr_all': 0.18904841102695422, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:24,917 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5865102328432383, 'aupr_all': 0.18915219031924485, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5879251700680272} best={'auroc_all': 0.5865102328432383, 'aupr_all': 0.18915219031924485, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:31,491 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5876717422650359, 'aupr_all': 0.18933227451686158, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.588265306122449} best={'auroc_all': 0.5876717422650359, 'aupr_all': 0.18933227451686158, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:37,977 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5888323874746231, 'aupr_all': 0.18951821635182345, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5888605442176872} best={'auroc_all': 0.5888323874746231, 'aupr_all': 0.18951821635182345, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:44,396 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5898561915574441, 'aupr_all': 0.1896308756458737, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5902210884353741} best={'auroc_all': 0.5898561915574441, 'aupr_all': 0.1896308756458737, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:51,057 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5907275945881907, 'aupr_all': 0.18970893361807012, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5914115646258504} best={'auroc_all': 0.5907275945881907, 'aupr_all': 0.18970893361807012, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:59:57,775 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5915096265809243, 'aupr_all': 0.18975182816904224, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5912414965986394} best={'auroc_all': 0.5915096265809243, 'aupr_all': 0.18975182816904224, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:04,102 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5922318144440397, 'aupr_all': 0.18981243704753664, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.591921768707483} best={'auroc_all': 0.5922318144440397, 'aupr_all': 0.18981243704753664, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:10,743 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5928759850879916, 'aupr_all': 0.1898909863507088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.591751700680272} best={'auroc_all': 0.5928759850879916, 'aupr_all': 0.1898909863507088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:17,125 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5935165120818879, 'aupr_all': 0.1900148851337379, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5914965986394558} best={'auroc_all': 0.5935165120818879, 'aupr_all': 0.1900148851337379, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:23,808 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5941787552301159, 'aupr_all': 0.19021159155960346, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5917517006802722} best={'auroc_all': 0.5941787552301159, 'aupr_all': 0.19021159155960346, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:30,355 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5948933704593972, 'aupr_all': 0.19049626390760915, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5917517006802722} best={'auroc_all': 0.5948933704593972, 'aupr_all': 0.19049626390760915, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:36,800 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5957001341117762, 'aupr_all': 0.19087916787499104, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5918367346938775} best={'auroc_all': 0.5957001341117762, 'aupr_all': 0.19087916787499104, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:43,353 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.596618212812926, 'aupr_all': 0.19136967116754117, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5926020408163266} best={'auroc_all': 0.596618212812926, 'aupr_all': 0.19136967116754117, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:49,802 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5976384533033545, 'aupr_all': 0.19194108505207408, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5939625850340137} best={'auroc_all': 0.5976384533033545, 'aupr_all': 0.19194108505207408, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:00:56,646 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5987378728754431, 'aupr_all': 0.19260337898706292, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5938775510204082} best={'auroc_all': 0.5987378728754431, 'aupr_all': 0.19260337898706292, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:03,296 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.599869313460049, 'aupr_all': 0.19333010251831761, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5944727891156463} best={'auroc_all': 0.599869313460049, 'aupr_all': 0.19333010251831761, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:09,746 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.6010042847928777, 'aupr_all': 0.19412156352318444, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5950680272108844} best={'auroc_all': 0.6010042847928777, 'aupr_all': 0.19412156352318444, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:16,250 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.6021316444894212, 'aupr_all': 0.194963589619903, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5972789115646259} best={'auroc_all': 0.6021316444894212, 'aupr_all': 0.194963589619903, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:23,014 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.6031893396496613, 'aupr_all': 0.19581343594350686, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5977891156462585} best={'auroc_all': 0.6031893396496613, 'aupr_all': 0.19581343594350686, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:29,588 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.6041830564204451, 'aupr_all': 0.19666663292545897, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5982142857142857} best={'auroc_all': 0.6041830564204451, 'aupr_all': 0.19666663292545897, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:36,153 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.6050760750202544, 'aupr_all': 0.19747967967662325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5983843537414966} best={'auroc_all': 0.6050760750202544, 'aupr_all': 0.19747967967662325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:42,682 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.6058985853991556, 'aupr_all': 0.19829664715842638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5988945578231293} best={'auroc_all': 0.6058985853991556, 'aupr_all': 0.19829664715842638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:49,319 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.6067066156048216, 'aupr_all': 0.19911889728964458, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6011904761904763} best={'auroc_all': 0.6067066156048216, 'aupr_all': 0.19911889728964458, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:01:56,112 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.6075077711152559, 'aupr_all': 0.19997480363252035, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6031462585034013} best={'auroc_all': 0.6075077711152559, 'aupr_all': 0.19997480363252035, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:02,560 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.6083101747041317, 'aupr_all': 0.200812469159175, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.60578231292517} best={'auroc_all': 0.6083101747041317, 'aupr_all': 0.200812469159175, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:09,028 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.6091213066310563, 'aupr_all': 0.20167637861428905, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6076530612244898} best={'auroc_all': 0.6091213066310563, 'aupr_all': 0.20167637861428905, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:15,866 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.6099630801153786, 'aupr_all': 0.20254455987078604, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6101190476190477} best={'auroc_all': 0.6099630801153786, 'aupr_all': 0.20254455987078604, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:22,316 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.6108247345860609, 'aupr_all': 0.20341964895486683, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6115646258503402} best={'auroc_all': 0.6108247345860609, 'aupr_all': 0.20341964895486683, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:28,830 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.611706980298269, 'aupr_all': 0.2043069520693053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6142006802721088} best={'auroc_all': 0.611706980298269, 'aupr_all': 0.2043069520693053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:35,408 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.6125954315057548, 'aupr_all': 0.20516518272756967, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6167517006802722} best={'auroc_all': 0.6125954315057548, 'aupr_all': 0.20516518272756967, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:41,839 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.6134874483583939, 'aupr_all': 0.20600900605063235, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6186224489795918} best={'auroc_all': 0.6134874483583939, 'aupr_all': 0.20600900605063235, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:48,441 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.6143611812724155, 'aupr_all': 0.20687579149478685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6208333333333333} best={'auroc_all': 0.6143611812724155, 'aupr_all': 0.20687579149478685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:02:54,775 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.6152008034636345, 'aupr_all': 0.20761646077131513, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6224489795918366} best={'auroc_all': 0.6152008034636345, 'aupr_all': 0.20761646077131513, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:01,246 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.6159881048928149, 'aupr_all': 0.20830677425444405, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6244897959183673} best={'auroc_all': 0.6159881048928149, 'aupr_all': 0.20830677425444405, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:07,684 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.6167370258571554, 'aupr_all': 0.20894610896973909, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6261904761904762} best={'auroc_all': 0.6167370258571554, 'aupr_all': 0.20894610896973909, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:14,266 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.6174283525174895, 'aupr_all': 0.2095101561122187, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6268707482993197} best={'auroc_all': 0.6174283525174895, 'aupr_all': 0.2095101561122187, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:20,802 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.6180816086798339, 'aupr_all': 0.2100503759141263, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6284013605442176} best={'auroc_all': 0.6180816086798339, 'aupr_all': 0.2100503759141263, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:27,249 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.6186979377318393, 'aupr_all': 0.21055271312294002, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6293367346938776} best={'auroc_all': 0.6186979377318393, 'aupr_all': 0.21055271312294002, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:34,126 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.6192723555707822, 'aupr_all': 0.21101660694595087, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6305272108843538} best={'auroc_all': 0.6192723555707822, 'aupr_all': 0.21101660694595087, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:41,002 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.6198255150210058, 'aupr_all': 0.2114433127668564, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6319302721088436} best={'auroc_all': 0.6198255150210058, 'aupr_all': 0.2114433127668564, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:47,680 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.6203491270352289, 'aupr_all': 0.21183108482299037, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6327380952380952} best={'auroc_all': 0.6203491270352289, 'aupr_all': 0.21183108482299037, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:03:54,453 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.6208449426182389, 'aupr_all': 0.21220259817287987, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6329931972789116} best={'auroc_all': 0.6208449426182389, 'aupr_all': 0.21220259817287987, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:01,097 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.6213298436731665, 'aupr_all': 0.2125480311763635, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6330782312925171} best={'auroc_all': 0.6213298436731665, 'aupr_all': 0.2125480311763635, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:07,677 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.6218047293091523, 'aupr_all': 0.21290593457025062, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6345238095238095} best={'auroc_all': 0.6218047293091523, 'aupr_all': 0.21290593457025062, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:14,225 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.6222329803299471, 'aupr_all': 0.21318886441146512, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6346938775510205} best={'auroc_all': 0.6222329803299471, 'aupr_all': 0.21318886441146512, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:20,695 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.6225983614520069, 'aupr_all': 0.21344525063187564, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6351190476190476} best={'auroc_all': 0.6225983614520069, 'aupr_all': 0.21344525063187564, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:27,251 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.6228827303771955, 'aupr_all': 0.213567983503189, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6355442176870749} best={'auroc_all': 0.6228827303771955, 'aupr_all': 0.213567983503189, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:33,880 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.6230839583927762, 'aupr_all': 0.2137325433685079, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6365646258503401} best={'auroc_all': 0.6230839583927762, 'aupr_all': 0.2137325433685079, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:40,558 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.6232356635590088, 'aupr_all': 0.2138585636588132, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6369047619047619} best={'auroc_all': 0.6232356635590088, 'aupr_all': 0.2138585636588132, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:46,894 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.6234093312108446, 'aupr_all': 0.2140236679651961, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6375} best={'auroc_all': 0.6234093312108446, 'aupr_all': 0.2140236679651961, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:53,536 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.6235985731573126, 'aupr_all': 0.21419982963839881, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.638095238095238} best={'auroc_all': 0.6235985731573126, 'aupr_all': 0.21419982963839881, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:04:59,997 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.6238212155714173, 'aupr_all': 0.21442250095151308, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6386479591836736} best={'auroc_all': 0.6238212155714173, 'aupr_all': 0.21442250095151308, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:05:06,560 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.6241140377647352, 'aupr_all': 0.21468776243731402, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6392006802721089} best={'auroc_all': 0.6241140377647352, 'aupr_all': 0.21468776243731402, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:05:12,984 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.6245048628543668, 'aupr_all': 0.21501784270394625, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6397108843537415} best={'auroc_all': 0.6245048628543668, 'aupr_all': 0.21501784270394625, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:05:19,481 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.624977730626688, 'aupr_all': 0.21540801119462213, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6394557823129252} best={'auroc_all': 0.624977730626688, 'aupr_all': 0.21540801119462213, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:05:25,961 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.6255195567856683, 'aupr_all': 0.2158300772795006, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6402210884353741} best={'auroc_all': 0.6255195567856683, 'aupr_all': 0.2158300772795006, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 19:05:32,220 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.6261233188373128, 'aupr_all': 0.21629304022592616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6405612244897958} best={'auroc_all': 0.6261233188373128, 'aupr_all': 0.21629304022592616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
