2026-08-18 13:38:34,181 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['hidden_dim=32'], 'tag': 'T_hidden32', 'rotations': [0]}
2026-08-18 13:38:34,181 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-18 13:38:35,523 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5345718919399272, 'aupr_all': 0.08742586252140508, 'auroc_unknown': 0.37923083254036294, 'aupr_unknown': 0.03508896202078017, 'val_auc': 0.7246376811594203} best={'auroc_all': 0.5345718919399272, 'aupr_all': 0.08742586252140508, 'auroc_unknown': 0.37923083254036294, 'aupr_unknown': 0.03508896202078017}
2026-08-18 13:38:36,055 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5778651618827573, 'aupr_all': 0.10368308989602248, 'auroc_unknown': 0.3857868255011897, 'aupr_unknown': 0.035514252335522994, 'val_auc': 0.793719806763285} best={'auroc_all': 0.5778651618827573, 'aupr_all': 0.10368308989602248, 'auroc_unknown': 0.3857868255011897, 'aupr_unknown': 0.035514252335522994}
2026-08-18 13:38:36,326 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5913888395193381, 'aupr_all': 0.10992237453358106, 'auroc_unknown': 0.3985728381498774, 'aupr_unknown': 0.03619485734311817, 'val_auc': 0.7927536231884058} best={'auroc_all': 0.5913888395193381, 'aupr_all': 0.10992237453358106, 'auroc_unknown': 0.3985728381498774, 'aupr_unknown': 0.03619485734311817}
2026-08-18 13:38:36,668 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5938375692407951, 'aupr_all': 0.11212034083817976, 'auroc_unknown': 0.3979229722844114, 'aupr_unknown': 0.03614397744287505, 'val_auc': 0.7995169082125605} best={'auroc_all': 0.5938375692407951, 'aupr_all': 0.11212034083817976, 'auroc_unknown': 0.3985728381498774, 'aupr_unknown': 0.03619485734311817}
2026-08-18 13:38:37,132 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5930764141907836, 'aupr_all': 0.11143150363339467, 'auroc_unknown': 0.3962924123594269, 'aupr_unknown': 0.03605403605704519, 'val_auc': 0.8246376811594204} best={'auroc_all': 0.5938375692407951, 'aupr_all': 0.11212034083817976, 'auroc_unknown': 0.3985728381498774, 'aupr_unknown': 0.03619485734311817}
2026-08-18 13:38:39,825 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6014396161023726, 'aupr_all': 0.11643185491122271, 'auroc_unknown': 0.4016786005250713, 'aupr_unknown': 0.03636882603222678, 'val_auc': 0.8207729468599033} best={'auroc_all': 0.6014396161023726, 'aupr_all': 0.11643185491122271, 'auroc_unknown': 0.4016786005250713, 'aupr_unknown': 0.03636882603222678}
2026-08-18 13:38:41,710 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6055718475073313, 'aupr_all': 0.11997762647540543, 'auroc_unknown': 0.40331447774457935, 'aupr_unknown': 0.036388950230143234, 'val_auc': 0.8251207729468598} best={'auroc_all': 0.6055718475073313, 'aupr_all': 0.11997762647540543, 'auroc_unknown': 0.40331447774457935, 'aupr_unknown': 0.036388950230143234}
2026-08-18 13:38:43,551 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.606748077055995, 'aupr_all': 0.12153365831372205, 'auroc_unknown': 0.3996238129717943, 'aupr_unknown': 0.03621525316061809, 'val_auc': 0.8280193236714976} best={'auroc_all': 0.606748077055995, 'aupr_all': 0.12153365831372205, 'auroc_unknown': 0.40331447774457935, 'aupr_unknown': 0.036388950230143234}
2026-08-18 13:38:45,640 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.615630893490131, 'aupr_all': 0.12625413942961328, 'auroc_unknown': 0.40610189600851504, 'aupr_unknown': 0.0365777334814149, 'val_auc': 0.8405797101449275} best={'auroc_all': 0.615630893490131, 'aupr_all': 0.12625413942961328, 'auroc_unknown': 0.40610189600851504, 'aupr_unknown': 0.0365777334814149}
