2026-08-10 07:55:58,055 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 4, 'train_seed': None, 'epochs': None, 'set': ['use_pl=false'], 'tag': 'C_nopl', 'rotations': None}
2026-08-10 07:55:58,055 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': False, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-10 07:56:13,695 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.46843058865529374, 'aupr_all': 0.14309869185402838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5039965986394558} best={'auroc_all': 0.46843058865529374, 'aupr_all': 0.14309869185402838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:15,288 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4889705953293932, 'aupr_all': 0.15089677834457277, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5321428571428571} best={'auroc_all': 0.4889705953293932, 'aupr_all': 0.15089677834457277, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:16,820 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4900613789376597, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5321853741496598} best={'auroc_all': 0.4900613789376597, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:18,416 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15136627995072469, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5451530612244898} best={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:19,903 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4694701312535945, 'aupr_all': 0.1412614050941887, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48937074829931976} best={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:21,540 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.47332645346514485, 'aupr_all': 0.1415732426334104, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49506802721088433} best={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:23,041 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.4913810925657329, 'aupr_all': 0.14746595001335694, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5187074829931972} best={'auroc_all': 0.4913810925657329, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:24,511 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4954401741522676, 'aupr_all': 0.14897433355472803, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5322278911564626} best={'auroc_all': 0.4954401741522676, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:56:26,033 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.49609610916718794, 'aupr_all': 0.14921503296695082, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5319727891156463} best={'auroc_all': 0.49609610916718794, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
