2026-08-09 01:37:59,681 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0'], 'tag': 'C_nosim', 'rotations': None}
2026-08-09 01:37:59,681 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-09 01:38:04,774 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5552571519061807, 'aupr_all': 0.17204846557978515, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.41479591836734697} best={'auroc_all': 0.5552571519061807, 'aupr_all': 0.17204846557978515, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:06,261 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46853741496598644} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:07,826 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5560291992713816, 'aupr_all': 0.17227175639274844, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47525510204081634} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:09,425 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5442180664166092, 'aupr_all': 0.16626519034716813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4471938775510204} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:10,891 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5465132621431033, 'aupr_all': 0.17182326712927265, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45068027210884354} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:12,401 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.54053432594654, 'aupr_all': 0.16814970050954944, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4692176870748299} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:13,965 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5348160841872263, 'aupr_all': 0.16473627386434622, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.458843537414966} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:15,635 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5312400376962387, 'aupr_all': 0.16242402981952403, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4291666666666667} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 01:38:17,221 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5273376453786607, 'aupr_all': 0.15976058293297804, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4449829931972789} best={'auroc_all': 0.5624230599669586, 'aupr_all': 0.1771316341472603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
