2026-08-17 14:47:09,874 INFO cli={'dataset': 'ogbn-arxiv', 'method': 'outpost', 'seed': 3, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=1.0'], 'tag': 'C_sim', 'rotations': [8]}
2026-08-17 14:47:09,875 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'input_dim': 128, 'K_p': 8, 'drop_out': 0.5, 'num_epochs': 400, 'warmup_epochs': 10, 'use_mixup': True, 'use_halo': True, 'use_atlas_loss': True, 'use_fview_gate': False, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-17 14:47:15,862 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5265203635786618, 'aupr_all': 0.18026382810926644, 'auroc_unknown': 0.5200456853515464, 'aupr_unknown': 0.14525169664283863, 'val_auc': 0.5856772673733804} best={'auroc_all': 0.5265203635786618, 'aupr_all': 0.18026382810926644, 'auroc_unknown': 0.5200456853515464, 'aupr_unknown': 0.14525169664283863}
2026-08-17 14:47:17,438 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5259181222674152, 'aupr_all': 0.18173994204925498, 'auroc_unknown': 0.520979171878367, 'aupr_unknown': 0.1471766105400902, 'val_auc': 0.5543698468786808} best={'auroc_all': 0.5265203635786618, 'aupr_all': 0.18173994204925498, 'auroc_unknown': 0.520979171878367, 'aupr_unknown': 0.1471766105400902}
2026-08-17 14:47:18,978 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5241497154898296, 'aupr_all': 0.1841687694247859, 'auroc_unknown': 0.521130611259722, 'aupr_unknown': 0.14997982272405985, 'val_auc': 0.5357597173144876} best={'auroc_all': 0.5265203635786618, 'aupr_all': 0.1841687694247859, 'auroc_unknown': 0.521130611259722, 'aupr_unknown': 0.14997982272405985}
2026-08-17 14:47:20,520 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5296837719521916, 'aupr_all': 0.1885128783563916, 'auroc_unknown': 0.5267593405998048, 'aupr_unknown': 0.15354068938104853, 'val_auc': 0.533062426383981} best={'auroc_all': 0.5296837719521916, 'aupr_all': 0.1885128783563916, 'auroc_unknown': 0.5267593405998048, 'aupr_unknown': 0.15354068938104853}
2026-08-17 14:47:22,070 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.533418574976501, 'aupr_all': 0.1913307131187574, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15549785881496186, 'val_auc': 0.5303062426383982} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.1913307131187574, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15549785881496186}
2026-08-17 14:47:23,613 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5328760010546167, 'aupr_all': 0.1920722278732067, 'auroc_unknown': 0.5296193371343215, 'aupr_unknown': 0.15584937631261545, 'val_auc': 0.5261955241460542} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.1920722278732067, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15584937631261545}
2026-08-17 14:47:25,162 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5317831452706173, 'aupr_all': 0.19209370353993138, 'auroc_unknown': 0.5282231033855477, 'aupr_unknown': 0.1555203656248706, 'val_auc': 0.5228268551236749} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.19209370353993138, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15584937631261545}
2026-08-17 14:47:26,703 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5306342157317101, 'aupr_all': 0.19176292201280323, 'auroc_unknown': 0.526645662387504, 'aupr_unknown': 0.15490443417300737, 'val_auc': 0.5192697290930506} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.19209370353993138, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15584937631261545}
2026-08-17 14:47:28,247 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5296652347528061, 'aupr_all': 0.1913999631190189, 'auroc_unknown': 0.5251596353082407, 'aupr_unknown': 0.15430128566499907, 'val_auc': 0.5173851590106007} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.19209370353993138, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15584937631261545}
2026-08-17 14:47:29,936 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5270966179187464, 'aupr_all': 0.19025178733887987, 'auroc_unknown': 0.5221573078921521, 'aupr_unknown': 0.15306935383413078, 'val_auc': 0.5162190812720848} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.19209370353993138, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15584937631261545}
2026-08-17 14:47:36,591 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5290372355170173, 'aupr_all': 0.19101757930456476, 'auroc_unknown': 0.5221160949674958, 'aupr_unknown': 0.15287392660500343, 'val_auc': 0.5238044758539457} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.19209370353993138, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15584937631261545}
2026-08-17 14:47:43,151 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5309761691959658, 'aupr_all': 0.19251291621842784, 'auroc_unknown': 0.5216768713364076, 'aupr_unknown': 0.15307088083102335, 'val_auc': 0.5338515901060071} best={'auroc_all': 0.533418574976501, 'aupr_all': 0.19251291621842784, 'auroc_unknown': 0.5301518890389155, 'aupr_unknown': 0.15584937631261545}
