2026-09-07 05:20:54,296 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['warmup_epochs=15', 'num_epochs=400'], 'tag': 'E400_T_warmup15', 'save_scores': True, 'rotations': [7]}
2026-09-07 05:20:54,296 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 400, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 15, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False, 'record_scores': True}
2026-09-07 05:20:55,781 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6670486635662589, 'aupr_all': 0.140381510426069, 'auroc_unknown': 0.8350415131026119, 'aupr_unknown': 0.15196261972285846, 'val_auc': 0.4265700483091788} best={'auroc_all': 0.6670486635662589, 'aupr_all': 0.140381510426069, 'auroc_unknown': 0.8350415131026119, 'aupr_unknown': 0.15196261972285846}
2026-09-07 05:20:56,172 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6680572834898348, 'aupr_all': 0.1486023859390333, 'auroc_unknown': 0.8528016470859535, 'aupr_unknown': 0.16956299521364315, 'val_auc': 0.4222222222222222} best={'auroc_all': 0.6680572834898348, 'aupr_all': 0.1486023859390333, 'auroc_unknown': 0.8528016470859535, 'aupr_unknown': 0.16956299521364315}
2026-09-07 05:20:56,503 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6693247232836674, 'aupr_all': 0.14988723959407915, 'auroc_unknown': 0.8488301343068527, 'aupr_unknown': 0.1700322230780053, 'val_auc': 0.42415458937198064} best={'auroc_all': 0.6693247232836674, 'aupr_all': 0.14988723959407915, 'auroc_unknown': 0.8528016470859535, 'aupr_unknown': 0.1700322230780053}
2026-09-07 05:20:56,839 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6717450655133941, 'aupr_all': 0.15133931796887745, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.17330626501664542, 'val_auc': 0.41690821256038646} best={'auroc_all': 0.6717450655133941, 'aupr_all': 0.15133931796887745, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.17330626501664542}
2026-09-07 05:20:57,244 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6718576280892997, 'aupr_all': 0.15254361977620667, 'auroc_unknown': 0.852605466672971, 'aupr_unknown': 0.1746691586373492, 'val_auc': 0.41111111111111115} best={'auroc_all': 0.6718576280892997, 'aupr_all': 0.15254361977620667, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
2026-09-07 05:20:57,607 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.671636329077678, 'aupr_all': 0.1488832271563312, 'auroc_unknown': 0.8471729697401045, 'aupr_unknown': 0.16789606844979485, 'val_auc': 0.4077294685990338} best={'auroc_all': 0.6718576280892997, 'aupr_all': 0.15254361977620667, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
2026-09-07 05:20:57,956 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6758982789774579, 'aupr_all': 0.15136173257652732, 'auroc_unknown': 0.8487548557762896, 'aupr_unknown': 0.17107971371170955, 'val_auc': 0.4391304347826087} best={'auroc_all': 0.6758982789774579, 'aupr_all': 0.15254361977620667, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
2026-09-07 05:20:58,282 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6789131540231248, 'aupr_all': 0.15240980479108238, 'auroc_unknown': 0.8445767936406026, 'aupr_unknown': 0.17023607561769025, 'val_auc': 0.4487922705314009} best={'auroc_all': 0.6789131540231248, 'aupr_all': 0.15254361977620667, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
2026-09-07 05:20:58,660 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6798058789261134, 'aupr_all': 0.15148684625331554, 'auroc_unknown': 0.8440539915041023, 'aupr_unknown': 0.16811559519202718, 'val_auc': 0.43719806763285024} best={'auroc_all': 0.6798058789261134, 'aupr_all': 0.15254361977620667, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
2026-09-07 05:20:59,040 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6825113303119169, 'aupr_all': 0.15407139651687163, 'auroc_unknown': 0.838713570790437, 'aupr_unknown': 0.16896535694213408, 'val_auc': 0.44106280193236713} best={'auroc_all': 0.6825113303119169, 'aupr_all': 0.15407139651687163, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
2026-09-07 05:20:59,404 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6836311551487505, 'aupr_all': 0.1510903891231759, 'auroc_unknown': 0.8291981986241656, 'aupr_unknown': 0.16198707568188547, 'val_auc': 0.4468599033816425} best={'auroc_all': 0.6836311551487505, 'aupr_all': 0.15407139651687163, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
2026-09-07 05:20:59,754 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6858023045706331, 'aupr_all': 0.15011199341896037, 'auroc_unknown': 0.817811439516293, 'aupr_unknown': 0.15619399771007006, 'val_auc': 0.4555555555555556} best={'auroc_all': 0.6858023045706331, 'aupr_all': 0.15407139651687163, 'auroc_unknown': 0.8530708248619064, 'aupr_unknown': 0.1746691586373492}
