2026-08-11 19:01:11,269 INFO cli={'dataset': 'computers', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': [], 'tag': 'A_main', 'rotations': [0]}
2026-08-11 19:01:11,269 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 767, 'num_epochs': 200, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-11 19:01:11,270 INFO cli={'dataset': 'computers', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': [], 'tag': 'A_main', 'rotations': [3]}
2026-08-11 19:01:11,303 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 767, 'num_epochs': 200, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-11 19:01:15,527 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.45797793890989585, 'aupr_all': 0.140225266210954, 'auroc_unknown': 0.42147263174747707, 'aupr_unknown': 0.10996392903207877, 'val_auc': 0.6554597701149426} best={'auroc_all': 0.45797793890989585, 'aupr_all': 0.140225266210954, 'auroc_unknown': 0.42147263174747707, 'aupr_unknown': 0.10996392903207877}
2026-08-11 19:01:15,584 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.437540435423688, 'aupr_all': 0.13324010890509516, 'auroc_unknown': 0.4225768691876026, 'aupr_unknown': 0.10111427758144319, 'val_auc': 0.48994252873563215} best={'auroc_all': 0.437540435423688, 'aupr_all': 0.13324010890509516, 'auroc_unknown': 0.4225768691876026, 'aupr_unknown': 0.10111427758144319}
2026-08-11 19:01:16,544 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4519620515268856, 'aupr_all': 0.13932709963893802, 'auroc_unknown': 0.41285350156391293, 'aupr_unknown': 0.10903968139455622, 'val_auc': 0.6505747126436782} best={'auroc_all': 0.45797793890989585, 'aupr_all': 0.140225266210954, 'auroc_unknown': 0.42147263174747707, 'aupr_unknown': 0.10996392903207877}
2026-08-11 19:01:16,669 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4467313177792196, 'aupr_all': 0.13593482857039896, 'auroc_unknown': 0.43070684086378785, 'aupr_unknown': 0.1032385702558147, 'val_auc': 0.49195402298850577} best={'auroc_all': 0.4467313177792196, 'aupr_all': 0.13593482857039896, 'auroc_unknown': 0.43070684086378785, 'aupr_unknown': 0.1032385702558147}
2026-08-11 19:01:17,487 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.452329662968106, 'aupr_all': 0.139373256298217, 'auroc_unknown': 0.4134947807704451, 'aupr_unknown': 0.10931915157285739, 'val_auc': 0.6439655172413794} best={'auroc_all': 0.45797793890989585, 'aupr_all': 0.140225266210954, 'auroc_unknown': 0.42147263174747707, 'aupr_unknown': 0.10996392903207877}
2026-08-11 19:01:17,690 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.45167900356106955, 'aupr_all': 0.1374299955665935, 'auroc_unknown': 0.4345476094575996, 'aupr_unknown': 0.1041120821131959, 'val_auc': 0.47327586206896555} best={'auroc_all': 0.45167900356106955, 'aupr_all': 0.1374299955665935, 'auroc_unknown': 0.4345476094575996, 'aupr_unknown': 0.1041120821131959}
2026-08-11 19:01:18,547 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.45199959706776893, 'aupr_all': 0.13885486727207913, 'auroc_unknown': 0.4145435292823353, 'aupr_unknown': 0.10918129758273255, 'val_auc': 0.6813218390804597} best={'auroc_all': 0.45797793890989585, 'aupr_all': 0.140225266210954, 'auroc_unknown': 0.42147263174747707, 'aupr_unknown': 0.10996392903207877}
