2026-08-09 23:18:35,301 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['use_fview_gate=true'], 'tag': 'C_fview', 'rotations': None}
2026-08-09 23:19:05,016 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6144230576350225, 'aupr_all': 0.21649773623372012, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6160714285714286} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:11,582 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.615129320181444, 'aupr_all': 0.216605217892086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6197278911564625} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:18,220 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6148735831610308, 'aupr_all': 0.2169305194205693, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6186224489795918} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:24,803 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6134442090092262, 'aupr_all': 0.21545547544612098, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6148809523809524} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:31,230 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.6131727868451087, 'aupr_all': 0.21413268463910579, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6116496598639456} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:37,693 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.6126386749604436, 'aupr_all': 0.21265173067020812, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6087585034013605} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:44,086 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.6120482455888618, 'aupr_all': 0.2111965386516881, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6056122448979592} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:50,708 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.611455414487384, 'aupr_all': 0.20973966731303637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6055272108843537} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:19:57,211 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.610919159520658, 'aupr_all': 0.20838119218699033, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6043367346938775} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:03,694 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.6104176167355889, 'aupr_all': 0.207138402760881, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6061224489795918} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:10,229 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.6099777183511796, 'aupr_all': 0.20599173038577923, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6062074829931973} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:16,689 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.6095868542590968, 'aupr_all': 0.20494803950805915, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6068877551020408} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:23,490 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.6092929954216788, 'aupr_all': 0.20405834257382338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6071428571428571} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:30,263 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.6090796766461951, 'aupr_all': 0.20327254308733653, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6070578231292516} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:36,572 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.6089280227989773, 'aupr_all': 0.20257277059281228, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6070578231292516} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:43,136 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.6088603597042537, 'aupr_all': 0.2020110904289139, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6068877551020408} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:49,762 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.6088673780927272, 'aupr_all': 0.20155288924208833, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6073979591836735} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:20:56,313 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.6089563981086784, 'aupr_all': 0.2011760203979447, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6079081632653062} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:02,992 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.6091634354367421, 'aupr_all': 0.20091482894243076, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6097789115646259} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:09,712 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.6094732462767418, 'aupr_all': 0.20073804494407957, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6111394557823129} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:15,886 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.609810791965137, 'aupr_all': 0.20061761401426317, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6118197278911565} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:22,334 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.6101292859824525, 'aupr_all': 0.20052126016720706, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6134353741496599} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:28,886 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.6103408948083607, 'aupr_all': 0.20040135707052548, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6136904761904761} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:35,189 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.610453923912228, 'aupr_all': 0.20023604371525436, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6147959183673469} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:41,395 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.6104588895401066, 'aupr_all': 0.20005135979492444, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6151360544217687} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:47,749 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.6104085024785484, 'aupr_all': 0.1998747702172526, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6142857142857142} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:21:54,769 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.6103161528849124, 'aupr_all': 0.199704113903256, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6141156462585033} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:02,428 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.6101846243025653, 'aupr_all': 0.19952306145499493, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.613265306122449} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:09,376 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.6100299816359216, 'aupr_all': 0.1993784959398036, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6130102040816328} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:16,449 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.6098586623422062, 'aupr_all': 0.19927086812216394, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6117346938775511} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:23,454 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.6097221311822899, 'aupr_all': 0.1992033170381016, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6110544217687075} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:30,279 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.609608147544746, 'aupr_all': 0.19918351759757713, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6106292517006804} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:37,218 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.6095973377074542, 'aupr_all': 0.1992506247564466, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6092687074829932} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:44,282 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.6096463966329078, 'aupr_all': 0.1993768326219733, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6090136054421769} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:51,054 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.6098160901402321, 'aupr_all': 0.19958022492270525, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6083333333333334} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:22:58,102 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.6100820232225194, 'aupr_all': 0.1998865627769662, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6071428571428571} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:05,206 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.6104559027734413, 'aupr_all': 0.20026295755626522, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6072278911564626} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:12,137 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.6109188126041175, 'aupr_all': 0.20072360373312628, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6077380952380953} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:18,712 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.6115044734128378, 'aupr_all': 0.20127650416629672, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6079931972789117} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:25,409 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.6122103295126614, 'aupr_all': 0.20195239840650897, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.608078231292517} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:32,812 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.6130326756707151, 'aupr_all': 0.20276961047414566, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.608843537414966} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:40,705 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.6139754983480739, 'aupr_all': 0.20369157071014699, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.610969387755102} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:48,377 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.6150574386636982, 'aupr_all': 0.20468415785521354, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6116496598639456} best={'auroc_all': 0.6156635100710118, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:23:55,746 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.61616290977402, 'aupr_all': 0.20564070015277097, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.613265306122449} best={'auroc_all': 0.61616290977402, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:03,100 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.6172731186557945, 'aupr_all': 0.20653522913644196, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6157312925170068} best={'auroc_all': 0.6172731186557945, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:10,417 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.6185886959712693, 'aupr_all': 0.20745980137729939, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6174319727891157} best={'auroc_all': 0.6185886959712693, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:17,483 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.619530307519877, 'aupr_all': 0.2081549351015943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6184523809523811} best={'auroc_all': 0.619530307519877, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:24,947 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.620485249695787, 'aupr_all': 0.20883035575156306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6193877551020407} best={'auroc_all': 0.620485249695787, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:32,159 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.621190582341659, 'aupr_all': 0.2093278607051746, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.620578231292517} best={'auroc_all': 0.621190582341659, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:39,724 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.6217239778128767, 'aupr_all': 0.20969804975745496, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6204081632653061} best={'auroc_all': 0.6217239778128767, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:46,811 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.6222378227921901, 'aupr_all': 0.20999593284970305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6203231292517007} best={'auroc_all': 0.6222378227921901, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:24:54,455 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.62253693464397, 'aupr_all': 0.21009875604434552, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6195578231292518} best={'auroc_all': 0.62253693464397, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:01,680 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.6225992030838507, 'aupr_all': 0.21002260179489202, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6191326530612244} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:08,872 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.6224618898221478, 'aupr_all': 0.20975484995245117, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6194727891156463} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:15,943 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.6222360820512057, 'aupr_all': 0.20940426712887897, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6188775510204082} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:23,536 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.6219827057054764, 'aupr_all': 0.2090167987673084, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6179421768707483} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:30,684 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.6217889066304882, 'aupr_all': 0.20866668532059834, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6172619047619048} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:37,931 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.6217489599093147, 'aupr_all': 0.20846208120059062, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6173469387755103} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:44,955 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.6218839863957151, 'aupr_all': 0.20839502412731334, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6177721088435375} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:51,877 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.6221490737406374, 'aupr_all': 0.20842474175560016, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.617687074829932} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:25:58,491 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.6225349865741656, 'aupr_all': 0.20855208103975345, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6179421768707483} best={'auroc_all': 0.6225992030838507, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 23:26:05,250 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.6230644900112957, 'aupr_all': 0.20876087865255966, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6186224489795917} best={'auroc_all': 0.6230644900112957, 'aupr_all': 0.2193703816079871, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
