2026-08-09 03:46:01,752 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['sim_shuffle=true'], 'tag': 'C_simplacebo', 'rotations': None}
2026-08-09 03:47:14,393 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5338738732325249, 'aupr_all': 0.16177254278738212, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5151360544217687} best={'auroc_all': 0.5338738732325249, 'aupr_all': 0.16177254278738212, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:47:21,345 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5359615266518489, 'aupr_all': 0.1624816272846591, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.518452380952381} best={'auroc_all': 0.5359615266518489, 'aupr_all': 0.1624816272846591, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:47:28,193 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5378636166716906, 'aupr_all': 0.16306673465047913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5224489795918367} best={'auroc_all': 0.5378636166716906, 'aupr_all': 0.16306673465047913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:47:35,138 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5396884120440981, 'aupr_all': 0.16361798901622607, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5267857142857144} best={'auroc_all': 0.5396884120440981, 'aupr_all': 0.16361798901622607, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:47:42,232 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5412870835204322, 'aupr_all': 0.1640843928298732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5315476190476192} best={'auroc_all': 0.5412870835204322, 'aupr_all': 0.1640843928298732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:47:49,074 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5427804093758051, 'aupr_all': 0.16452290587299553, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5345238095238095} best={'auroc_all': 0.5427804093758051, 'aupr_all': 0.16452290587299553, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:47:56,037 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5442129837813767, 'aupr_all': 0.16493494808321607, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5370748299319728} best={'auroc_all': 0.5442129837813767, 'aupr_all': 0.16493494808321607, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:02,948 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5454890064529514, 'aupr_all': 0.165304641535621, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5392857142857143} best={'auroc_all': 0.5454890064529514, 'aupr_all': 0.165304641535621, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:09,656 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5466565407270945, 'aupr_all': 0.16565262621308455, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5403061224489797} best={'auroc_all': 0.5466565407270945, 'aupr_all': 0.16565262621308455, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:16,718 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5477364364931666, 'aupr_all': 0.16598966237204088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5415816326530613} best={'auroc_all': 0.5477364364931666, 'aupr_all': 0.16598966237204088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:23,584 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.54878220100883, 'aupr_all': 0.16633196745768447, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5426020408163265} best={'auroc_all': 0.54878220100883, 'aupr_all': 0.16633196745768447, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:30,353 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5498026775667268, 'aupr_all': 0.1666798868908053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5424319727891156} best={'auroc_all': 0.5498026775667268, 'aupr_all': 0.1666798868908053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:37,335 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.550771036585884, 'aupr_all': 0.16701860982166739, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5418367346938776} best={'auroc_all': 0.550771036585884, 'aupr_all': 0.16701860982166739, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:44,246 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5517862252324889, 'aupr_all': 0.16737067382969115, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5410714285714286} best={'auroc_all': 0.5517862252324889, 'aupr_all': 0.16737067382969115, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:51,242 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5528077322762044, 'aupr_all': 0.1677387777388034, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5401360544217688} best={'auroc_all': 0.5528077322762044, 'aupr_all': 0.1677387777388034, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:48:58,093 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.553780738745348, 'aupr_all': 0.1680954968086658, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5395408163265307} best={'auroc_all': 0.553780738745348, 'aupr_all': 0.1680954968086658, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:05,001 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5547661644160897, 'aupr_all': 0.16845399154211405, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5385204081632654} best={'auroc_all': 0.5547661644160897, 'aupr_all': 0.16845399154211405, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:11,552 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5557893998842259, 'aupr_all': 0.16883507433036224, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5370748299319728} best={'auroc_all': 0.5557893998842259, 'aupr_all': 0.16883507433036224, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:18,637 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.556853542765494, 'aupr_all': 0.1692309034964324, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5354591836734693} best={'auroc_all': 0.556853542765494, 'aupr_all': 0.1692309034964324, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:25,571 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5579701849989724, 'aupr_all': 0.16965972031475673, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5332482993197278} best={'auroc_all': 0.5579701849989724, 'aupr_all': 0.16965972031475673, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:32,326 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5590942705423674, 'aupr_all': 0.17010602050922305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5308673469387755} best={'auroc_all': 0.5590942705423674, 'aupr_all': 0.17010602050922305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:39,006 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5602299829217708, 'aupr_all': 0.170551064833674, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.529421768707483} best={'auroc_all': 0.5602299829217708, 'aupr_all': 0.170551064833674, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:46,026 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5613088358854608, 'aupr_all': 0.17098948560216534, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5275510204081633} best={'auroc_all': 0.5613088358854608, 'aupr_all': 0.17098948560216534, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:52,963 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5623170759374525, 'aupr_all': 0.17137476868258844, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5253401360544219} best={'auroc_all': 0.5623170759374525, 'aupr_all': 0.17137476868258844, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:49:59,847 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5633720511899045, 'aupr_all': 0.1717838902957085, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5226190476190476} best={'auroc_all': 0.5633720511899045, 'aupr_all': 0.1717838902957085, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:06,902 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5645055506933869, 'aupr_all': 0.17224186105273687, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5177721088435374} best={'auroc_all': 0.5645055506933869, 'aupr_all': 0.17224186105273687, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:13,651 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5657225092843693, 'aupr_all': 0.1727468431758319, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5154761904761905} best={'auroc_all': 0.5657225092843693, 'aupr_all': 0.1727468431758319, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:20,463 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5671282397396437, 'aupr_all': 0.17332866476076858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5123299319727892} best={'auroc_all': 0.5671282397396437, 'aupr_all': 0.17332866476076858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:27,450 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5685820171093983, 'aupr_all': 0.17392969735742983, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5108843537414965} best={'auroc_all': 0.5685820171093983, 'aupr_all': 0.17392969735742983, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:34,246 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.5700447527263883, 'aupr_all': 0.17454074642048972, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5086734693877552} best={'auroc_all': 0.5700447527263883, 'aupr_all': 0.17454074642048972, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:40,950 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5715547428922692, 'aupr_all': 0.17516544028226963, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5073129251700681} best={'auroc_all': 0.5715547428922692, 'aupr_all': 0.17516544028226963, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:47,923 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5730623436448179, 'aupr_all': 0.17577836207984524, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5054421768707482} best={'auroc_all': 0.5730623436448179, 'aupr_all': 0.17577836207984524, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:50:54,756 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5730280050655892, 'aupr_all': 0.17576457501311699, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5039965986394558} best={'auroc_all': 0.5730623436448179, 'aupr_all': 0.17577836207984524, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:01,645 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5744499892792525, 'aupr_all': 0.17634125514670396, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.503656462585034} best={'auroc_all': 0.5744499892792525, 'aupr_all': 0.17634125514670396, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:08,399 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.575831207720265, 'aupr_all': 0.1768958696484752, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.504124149659864} best={'auroc_all': 0.575831207720265, 'aupr_all': 0.1768958696484752, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:15,426 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5771493530392438, 'aupr_all': 0.17742251727137187, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5051870748299321} best={'auroc_all': 0.5771493530392438, 'aupr_all': 0.17742251727137187, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:22,711 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5784065744765314, 'aupr_all': 0.17792562965610859, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5056122448979592} best={'auroc_all': 0.5784065744765314, 'aupr_all': 0.17792562965610859, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:29,681 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.579570834597526, 'aupr_all': 0.178387386503146, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5076530612244898} best={'auroc_all': 0.579570834597526, 'aupr_all': 0.178387386503146, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:36,443 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5806482834729692, 'aupr_all': 0.17879566871426328, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.508673469387755} best={'auroc_all': 0.5806482834729692, 'aupr_all': 0.17879566871426328, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:43,244 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5815394833268914, 'aupr_all': 0.17911774416026155, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5106292517006803} best={'auroc_all': 0.5815394833268914, 'aupr_all': 0.17911774416026155, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:49,915 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.582120623956782, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5123299319727891} best={'auroc_all': 0.582120623956782, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:51:56,907 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5822304404903185, 'aupr_all': 0.17924449001209686, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5136904761904761} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:03,850 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5818935619491166, 'aupr_all': 0.17900617038376831, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5119897959183674} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:10,760 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5810702263604562, 'aupr_all': 0.1785835053084019, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5103741496598639} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:17,578 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5800157396650258, 'aupr_all': 0.17810852202378427, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5137755102040816} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:24,587 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5790697762639572, 'aupr_all': 0.17771779803978374, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5155612244897959} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:31,844 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5784650206761848, 'aupr_all': 0.17748664196569278, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5173469387755102} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:38,700 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5783189954985177, 'aupr_all': 0.1774403428982611, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5180272108843538} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:45,570 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5785809605945754, 'aupr_all': 0.1775623350786732, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5183673469387755} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:52,392 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5790714225779541, 'aupr_all': 0.17777446139088635, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.519047619047619} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:52:59,145 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.579877574507676, 'aupr_all': 0.17812181290484258, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5198979591836734} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:53:06,097 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5811943444770562, 'aupr_all': 0.17868308065599658, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5199829931972789} best={'auroc_all': 0.5822304404903185, 'aupr_all': 0.1792933449889858, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:53:13,034 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5830152929761093, 'aupr_all': 0.17946493720800558, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5202380952380953} best={'auroc_all': 0.5830152929761093, 'aupr_all': 0.17946493720800558, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:53:19,944 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5853221196441332, 'aupr_all': 0.18046623396301892, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5191326530612245} best={'auroc_all': 0.5853221196441332, 'aupr_all': 0.18046623396301892, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:53:26,773 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5878347540366244, 'aupr_all': 0.18158210708707528, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5196428571428571} best={'auroc_all': 0.5878347540366244, 'aupr_all': 0.18158210708707528, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 03:53:33,685 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5904367081481138, 'aupr_all': 0.18276696125965944, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.51921768707483} best={'auroc_all': 0.5904367081481138, 'aupr_all': 0.18276696125965944, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
