2026-08-21 19:35:40,551 INFO cli={'dataset': 'computers', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['use_mixup=false', 'use_halo=false'], 'tag': 'T_nosynth', 'rotations': [5]}
2026-08-21 19:35:40,551 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 767, 'num_epochs': 200, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-21 19:35:42,669 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4177284998223869, 'aupr_all': 0.12958321611737572, 'auroc_unknown': 0.4144940058858992, 'aupr_unknown': 0.11660747168153962, 'val_auc': 0.46178160919540234} best={'auroc_all': 0.4177284998223869, 'aupr_all': 0.12958321611737572, 'auroc_unknown': 0.4144940058858992, 'aupr_unknown': 0.11660747168153962}
2026-08-21 19:35:43,489 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4392968190371901, 'aupr_all': 0.1351127816488797, 'auroc_unknown': 0.4306347502307342, 'aupr_unknown': 0.12032771573796541, 'val_auc': 0.5155172413793103} best={'auroc_all': 0.4392968190371901, 'aupr_all': 0.1351127816488797, 'auroc_unknown': 0.4306347502307342, 'aupr_unknown': 0.12032771573796541}
2026-08-21 19:35:44,359 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.44345545213546744, 'aupr_all': 0.13583950107341644, 'auroc_unknown': 0.4343850622298254, 'aupr_unknown': 0.12094102327445845, 'val_auc': 0.5574712643678161} best={'auroc_all': 0.44345545213546744, 'aupr_all': 0.13583950107341644, 'auroc_unknown': 0.4343850622298254, 'aupr_unknown': 0.12094102327445845}
2026-08-21 19:35:45,234 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.4495888384836243, 'aupr_all': 0.1374786463612289, 'auroc_unknown': 0.4408853974474536, 'aupr_unknown': 0.12256848888189367, 'val_auc': 0.5511494252873563} best={'auroc_all': 0.4495888384836243, 'aupr_all': 0.1374786463612289, 'auroc_unknown': 0.4408853974474536, 'aupr_unknown': 0.12256848888189367}
2026-08-21 19:35:46,390 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.45158801812387706, 'aupr_all': 0.1380736862406786, 'auroc_unknown': 0.44173175976608986, 'aupr_unknown': 0.12270807289741635, 'val_auc': 0.5502873563218391} best={'auroc_all': 0.45158801812387706, 'aupr_all': 0.1380736862406786, 'auroc_unknown': 0.44173175976608986, 'aupr_unknown': 0.12270807289741635}
2026-08-21 19:35:50,020 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.4528695894054511, 'aupr_all': 0.1386494906271668, 'auroc_unknown': 0.44115640130919376, 'aupr_unknown': 0.12279670764695771, 'val_auc': 0.5379310344827586} best={'auroc_all': 0.4528695894054511, 'aupr_all': 0.1386494906271668, 'auroc_unknown': 0.44173175976608986, 'aupr_unknown': 0.12279670764695771}
2026-08-21 19:35:53,563 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.45673324803744847, 'aupr_all': 0.13969252447442543, 'auroc_unknown': 0.4447643702013296, 'aupr_unknown': 0.12357423104833173, 'val_auc': 0.5548850574712643} best={'auroc_all': 0.45673324803744847, 'aupr_all': 0.13969252447442543, 'auroc_unknown': 0.4447643702013296, 'aupr_unknown': 0.12357423104833173}
2026-08-21 19:35:57,111 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.46313053114394587, 'aupr_all': 0.14147598252234372, 'auroc_unknown': 0.44983762053944953, 'aupr_unknown': 0.12494639290990679, 'val_auc': 0.5761494252873564} best={'auroc_all': 0.46313053114394587, 'aupr_all': 0.14147598252234372, 'auroc_unknown': 0.44983762053944953, 'aupr_unknown': 0.12494639290990679}
2026-08-21 19:36:00,659 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.4614416698715314, 'aupr_all': 0.14106347549226128, 'auroc_unknown': 0.4452414126655461, 'aupr_unknown': 0.12357910746338197, 'val_auc': 0.600287356321839} best={'auroc_all': 0.46313053114394587, 'aupr_all': 0.14147598252234372, 'auroc_unknown': 0.44983762053944953, 'aupr_unknown': 0.12494639290990679}
2026-08-21 19:36:04,214 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.4660505971690524, 'aupr_all': 0.14205736913551098, 'auroc_unknown': 0.4489623127901799, 'aupr_unknown': 0.12422854570144892, 'val_auc': 0.603735632183908} best={'auroc_all': 0.4660505971690524, 'aupr_all': 0.14205736913551098, 'auroc_unknown': 0.44983762053944953, 'aupr_unknown': 0.12494639290990679}
2026-08-21 19:36:07,839 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.47081312403120124, 'aupr_all': 0.14382584475237306, 'auroc_unknown': 0.45246162618487096, 'aupr_unknown': 0.1253702963446215, 'val_auc': 0.6502873563218391} best={'auroc_all': 0.47081312403120124, 'aupr_all': 0.14382584475237306, 'auroc_unknown': 0.45246162618487096, 'aupr_unknown': 0.1253702963446215}
2026-08-21 19:36:11,438 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.4758016580771398, 'aupr_all': 0.1455736639806675, 'auroc_unknown': 0.45649439583293605, 'aupr_unknown': 0.12659778192430665, 'val_auc': 0.6278735632183907} best={'auroc_all': 0.4758016580771398, 'aupr_all': 0.1455736639806675, 'auroc_unknown': 0.45649439583293605, 'aupr_unknown': 0.12659778192430665}
