2026-08-13 11:15:22,531 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['sampling_sizes=[100, 10]', 'sim_topk_frac=1.0'], 'tag': 'F_b100_sim1.0', 'rotations': None}
2026-08-13 11:15:22,531 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [100, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-13 11:15:22,531 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['sampling_sizes=[100, 10]', 'sim_topk_frac=1.0'], 'tag': 'F_b100_sim1.0', 'rotations': None}
2026-08-13 11:15:22,531 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 3, 'train_seed': None, 'epochs': None, 'set': ['sampling_sizes=[200, 10]', 'sim_topk_frac=0.0'], 'tag': 'F_b200_sim0.0', 'rotations': None}
2026-08-13 11:15:22,531 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sampling_sizes=[100, 10]', 'sim_topk_frac=1.0'], 'tag': 'F_b100_sim1.0', 'rotations': None}
2026-08-13 11:15:22,566 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [100, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-13 11:15:22,566 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [200, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-13 11:15:22,566 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [100, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-13 11:15:27,591 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5311856005380269, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5948554421768708} best={'auroc_all': 0.5311856005380269, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:29,139 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5193027914415681, 'aupr_all': 0.16561446508164254, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6139455782312925} best={'auroc_all': 0.5311856005380269, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:30,740 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5327373253795593, 'aupr_all': 0.17001228837715798, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5245748299319728} best={'auroc_all': 0.5327373253795593, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:32,270 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5358447451016144, 'aupr_all': 0.1711543216316707, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5944727891156463} best={'auroc_all': 0.5358447451016144, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:33,748 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5373813308337606, 'aupr_all': 0.17199332337786846, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5681122448979592} best={'auroc_all': 0.5373813308337606, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:35,481 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5369886459430303, 'aupr_all': 0.1740869110575094, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46845238095238095} best={'auroc_all': 0.5369886459430303, 'aupr_all': 0.1740869110575094, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:35,500 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5367283661634209, 'aupr_all': 0.17110465644115547, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5530612244897959} best={'auroc_all': 0.5373813308337606, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:35,607 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5328325139410979, 'aupr_all': 0.16411634355916813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4697278911564626} best={'auroc_all': 0.5328325139410979, 'aupr_all': 0.16411634355916813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:35,628 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5503660043401764, 'aupr_all': 0.17382115728163267, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4423469387755101} best={'auroc_all': 0.5503660043401764, 'aupr_all': 0.17382115728163267, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:37,136 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5374701147822436, 'aupr_all': 0.17469732535094148, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46700680272108847} best={'auroc_all': 0.5374701147822436, 'aupr_all': 0.17469732535094148, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:37,297 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5353620014980718, 'aupr_all': 0.17182469949148851, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5583333333333333} best={'auroc_all': 0.5373813308337606, 'aupr_all': 0.17242828199028298, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:37,583 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5510526055456214, 'aupr_all': 0.17323925291456624, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47687074829931975} best={'auroc_all': 0.5510526055456214, 'aupr_all': 0.17323925291456624, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 11:15:37,690 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5632694090546466, 'aupr_all': 0.17507241534707396, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45042517006802724} best={'auroc_all': 0.5632694090546466, 'aupr_all': 0.17507241534707396, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
