2026-08-10 08:21:13,060 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.25'], 'tag': 'D_sim0.25', 'rotations': None}
2026-08-10 08:21:13,060 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.25}
2026-08-10 08:21:28,552 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5490630863992892, 'aupr_all': 0.1694189763416764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4733418367346939} best={'auroc_all': 0.5490630863992892, 'aupr_all': 0.1694189763416764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:30,260 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45391156462585036} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:31,984 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5551035787278068, 'aupr_all': 0.17198174809658898, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4664965986394558} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:33,698 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5469589965258834, 'aupr_all': 0.16786532634648335, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.42933673469387756} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:35,529 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5457857042582721, 'aupr_all': 0.17086911391672124, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4420918367346939} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:37,156 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5398557859319504, 'aupr_all': 0.16789168263250703, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44885204081632657} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:38,819 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5361826212844653, 'aupr_all': 0.16547283985588523, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4620748299319728} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:40,439 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.531748397699243, 'aupr_all': 0.16252777222889647, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.439625850340136} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:42,044 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5289699657066635, 'aupr_all': 0.16130922788426072, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.41666666666666663} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:43,707 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5262198741268552, 'aupr_all': 0.15752042348708895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4452380952380952} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:51,266 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5249192819637221, 'aupr_all': 0.1564316731863965, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4477040816326531} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:21:59,343 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5253227643751808, 'aupr_all': 0.1567893861044204, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4300170068027211} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:07,170 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5254294915040221, 'aupr_all': 0.15602493332481496, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43494897959183676} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:22:14,514 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5258518901043613, 'aupr_all': 0.15619876628186677, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43469387755102046} best={'auroc_all': 0.5586953062569777, 'aupr_all': 0.17515942506467644, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
