2026-08-21 20:51:34,304 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['warmup_epochs=5'], 'tag': 'T_warmup5', 'rotations': None}
2026-08-21 20:52:12,039 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6144230330018955, 'aupr_all': 0.21650850758256415, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.616326530612245} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:16,201 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6151079037301591, 'aupr_all': 0.21661196116818643, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6200680272108843} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:19,969 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6148967280367363, 'aupr_all': 0.21691415202050507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6187925170068027} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:23,392 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6134130973696525, 'aupr_all': 0.21545056592666142, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6148809523809523} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:26,629 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.6131480633965057, 'aupr_all': 0.21413924828114517, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.611734693877551} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:29,704 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.6126243774829012, 'aupr_all': 0.21266848652612325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6089285714285715} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:32,844 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.6120451767117726, 'aupr_all': 0.21122698640069437, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6063775510204081} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:36,006 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.6114712987488662, 'aupr_all': 0.20978992026323517, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6061224489795918} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:39,305 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.610953491941605, 'aupr_all': 0.20845563104291434, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.604591836734694} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:42,598 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.6104699641835152, 'aupr_all': 0.20722369676442476, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6060374149659864} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:46,051 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.610055361967915, 'aupr_all': 0.20609179991923826, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6064625850340136} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:49,595 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.6097013038732957, 'aupr_all': 0.2050785656891831, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6074829931972789} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:54,085 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.6094518811444718, 'aupr_all': 0.20422938350459974, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6073979591836735} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:52:58,964 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.609290314516342, 'aupr_all': 0.20348528717894468, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6071428571428571} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:04,239 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.6092253980152942, 'aupr_all': 0.2028562871210349, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6071428571428571} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:09,240 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.6092258208839767, 'aupr_all': 0.20234546804932282, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6085884353741497} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:14,212 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.6093256692120652, 'aupr_all': 0.20197569475613822, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.609608843537415} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:19,047 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.6094912633564817, 'aupr_all': 0.2016624361929411, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6107993197278911} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:24,126 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.6097390110326604, 'aupr_all': 0.201410830286104, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6112244897959184} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:29,320 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.6100316382137215, 'aupr_all': 0.2012139234713385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6118197278911565} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:34,048 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.6103162698922663, 'aupr_all': 0.20104036252633475, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6130102040816326} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:39,054 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.6105782185662392, 'aupr_all': 0.20088205730761408, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6143707482993197} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:44,156 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.6107428828101065, 'aupr_all': 0.2007024322841514, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6149659863945578} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:49,113 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.6108112068937416, 'aupr_all': 0.20050963734735272, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6149659863945578} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:54,084 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.6108220803666119, 'aupr_all': 0.20032288556795086, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6159013605442177} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:53:58,979 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.6107767964678921, 'aupr_all': 0.2001388473075587, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6157312925170069} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:03,718 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.6106970138746171, 'aupr_all': 0.19998160741854307, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6148809523809524} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:08,561 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.6105888108109081, 'aupr_all': 0.1998257338948913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6136904761904762} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:13,390 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.6104896645269429, 'aupr_all': 0.19971788384605807, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6134353741496599} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:18,339 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.6103663593035384, 'aupr_all': 0.19963363234117865, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.613265306122449} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:23,517 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.6102583512520858, 'aupr_all': 0.19958488782031494, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6121598639455783} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:28,247 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.6104124109347207, 'aupr_all': 0.19963852943434332, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6119897959183673} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:33,222 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.610426297860144, 'aupr_all': 0.199655156388299, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.610969387755102} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:38,114 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.6104485559432727, 'aupr_all': 0.1997650316444627, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6104591836734694} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:43,059 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.6105209752842944, 'aupr_all': 0.19991342414622745, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.610204081632653} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:48,197 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.6106962625642394, 'aupr_all': 0.20015314237767395, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.609608843537415} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:53,194 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.6109942146062833, 'aupr_all': 0.2004809084990274, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6089285714285714} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:54:58,130 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.6113854420369914, 'aupr_all': 0.20090062652559165, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6093537414965987} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:03,001 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.611908707134674, 'aupr_all': 0.2014299744236747, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.609608843537415} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:07,830 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.6125274317582936, 'aupr_all': 0.2020607992384469, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6097789115646258} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:12,882 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.6132641757467863, 'aupr_all': 0.20283088536958946, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6113945578231293} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:17,622 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.6140588814834319, 'aupr_all': 0.20366841403922165, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6130102040816326} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:22,653 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.6148864724448051, 'aupr_all': 0.2045117561265827, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6139455782312925} best={'auroc_all': 0.6156474123224278, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:27,568 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.6157237873331155, 'aupr_all': 0.2053152908361668, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6149659863945579} best={'auroc_all': 0.6157237873331155, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:32,199 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.616552162449036, 'aupr_all': 0.20602108334281005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6159863945578231} best={'auroc_all': 0.616552162449036, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:36,818 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.6174087630231341, 'aupr_all': 0.20669621025090523, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6170918367346939} best={'auroc_all': 0.6174087630231341, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:41,862 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.6182434052171502, 'aupr_all': 0.20727715880903697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.618452380952381} best={'auroc_all': 0.6182434052171502, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:46,836 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.6190736031844786, 'aupr_all': 0.20780203700802913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.619982993197279} best={'auroc_all': 0.6190736031844786, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:51,662 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.619819319789531, 'aupr_all': 0.20824742880183458, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6210884353741496} best={'auroc_all': 0.619819319789531, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:55:56,454 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.6203835744107692, 'aupr_all': 0.2085145484910465, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6208333333333332} best={'auroc_all': 0.6203835744107692, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:01,317 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.620776540529701, 'aupr_all': 0.20860914801224859, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6205782312925171} best={'auroc_all': 0.620776540529701, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:06,158 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.6209607408961484, 'aupr_all': 0.20850447398683983, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6206632653061225} best={'auroc_all': 0.6209607408961484, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:11,044 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.6210359519915789, 'aupr_all': 0.20830646825282487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6201530612244899} best={'auroc_all': 0.6210359519915789, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:16,097 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.6210573581790608, 'aupr_all': 0.20806687474627905, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6186224489795918} best={'auroc_all': 0.6210573581790608, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:21,281 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.621106398629669, 'aupr_all': 0.20787270857354395, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6186224489795918} best={'auroc_all': 0.621106398629669, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:26,154 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.6212004232759502, 'aupr_all': 0.20775590052776927, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6182823129251701} best={'auroc_all': 0.6212004232759502, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:30,953 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.6213372685082377, 'aupr_all': 0.20769365414977822, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6181972789115646} best={'auroc_all': 0.6213372685082377, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:35,559 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.6215932785458099, 'aupr_all': 0.2077316735340481, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6182823129251701} best={'auroc_all': 0.6215932785458099, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:40,300 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.6219346957406868, 'aupr_all': 0.207837784450964, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6187925170068027} best={'auroc_all': 0.6219346957406868, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:45,198 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.6224547585318416, 'aupr_all': 0.2080459002831434, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6192176870748299} best={'auroc_all': 0.6224547585318416, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:50,121 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.6230632747770236, 'aupr_all': 0.2083033935436166, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6196428571428572} best={'auroc_all': 0.6230632747770236, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:56:55,102 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.6238117892947664, 'aupr_all': 0.20865524291511534, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6207908163265307} best={'auroc_all': 0.6238117892947664, 'aupr_all': 0.2193579077790339, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
