2026-08-09 18:15:04,958 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['use_hybrid=true'], 'tag': 'C_hopmix', 'rotations': None}
2026-08-09 18:15:04,958 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': True, 'sim_topk_frac': 1.0}
2026-08-09 18:15:19,964 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4880099300569451, 'aupr_all': 0.15906676938459965, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5321853741496599} best={'auroc_all': 0.4880099300569451, 'aupr_all': 0.15906676938459965, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:21,547 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.48913142501646956, 'aupr_all': 0.1595732991770622, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5317176870748299} best={'auroc_all': 0.48913142501646956, 'aupr_all': 0.1595732991770622, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:23,117 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4906771455332623, 'aupr_all': 0.16017826670106813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5349489795918367} best={'auroc_all': 0.4906771455332623, 'aupr_all': 0.16017826670106813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:24,573 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.49269423530714235, 'aupr_all': 0.160750368219046, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5405612244897959} best={'auroc_all': 0.49269423530714235, 'aupr_all': 0.160750368219046, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:26,129 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4947348969309316, 'aupr_all': 0.16132437143317152, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5450680272108843} best={'auroc_all': 0.4947348969309316, 'aupr_all': 0.16132437143317152, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:27,697 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.49719194051375687, 'aupr_all': 0.1621233193038726, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5485544217687075} best={'auroc_all': 0.49719194051375687, 'aupr_all': 0.1621233193038726, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:29,303 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.4989518871262162, 'aupr_all': 0.16260389178270435, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5519557823129252} best={'auroc_all': 0.4989518871262162, 'aupr_all': 0.16260389178270435, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:30,948 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5006403935644577, 'aupr_all': 0.1630040643243169, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5552721088435374} best={'auroc_all': 0.5006403935644577, 'aupr_all': 0.1630040643243169, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:32,406 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5021874011621433, 'aupr_all': 0.16352416774897527, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5579931972789116} best={'auroc_all': 0.5021874011621433, 'aupr_all': 0.16352416774897527, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:33,962 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5036814044285124, 'aupr_all': 0.16388532807587586, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5612244897959183} best={'auroc_all': 0.5036814044285124, 'aupr_all': 0.16388532807587586, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:40,866 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5049949433527166, 'aupr_all': 0.16423580857899278, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5612244897959184} best={'auroc_all': 0.5049949433527166, 'aupr_all': 0.16423580857899278, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:47,439 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5063970465800199, 'aupr_all': 0.16457841617390379, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5613095238095238} best={'auroc_all': 0.5063970465800199, 'aupr_all': 0.16457841617390379, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:15:53,842 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5077218941623405, 'aupr_all': 0.16488153726200708, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5619047619047619} best={'auroc_all': 0.5077218941623405, 'aupr_all': 0.16488153726200708, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 18:16:00,478 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5089632457074702, 'aupr_all': 0.1652082138974683, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5625850340136055} best={'auroc_all': 0.5089632457074702, 'aupr_all': 0.1652082138974683, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
