2026-08-08 06:50:41,314 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 8, 'train_seed': None, 'epochs': None, 'set': [], 'tag': 'A_main', 'rotations': None}
2026-08-08 06:55:50,529 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5493778895530554, 'aupr_all': 0.16728547613192948, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5766156462585034} best={'auroc_all': 0.5493778895530554, 'aupr_all': 0.16728547613192948, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:55:58,225 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5498459045993308, 'aupr_all': 0.16761544265880868, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5766156462585035} best={'auroc_all': 0.5498459045993308, 'aupr_all': 0.16761544265880868, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:05,805 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.550307654620271, 'aupr_all': 0.16795633153975992, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5770408163265306} best={'auroc_all': 0.550307654620271, 'aupr_all': 0.16795633153975992, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:13,430 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5507833942046644, 'aupr_all': 0.168310508587577, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5769557823129252} best={'auroc_all': 0.5507833942046644, 'aupr_all': 0.168310508587577, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:20,755 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5512630463507513, 'aupr_all': 0.16868581090578608, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5770408163265306} best={'auroc_all': 0.5512630463507513, 'aupr_all': 0.16868581090578608, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:28,360 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5517599765827641, 'aupr_all': 0.16906346040456696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5781462585034014} best={'auroc_all': 0.5517599765827641, 'aupr_all': 0.16906346040456696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:35,770 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5522509086483189, 'aupr_all': 0.1694409490305628, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5782312925170068} best={'auroc_all': 0.5522509086483189, 'aupr_all': 0.1694409490305628, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:43,105 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5527728476626574, 'aupr_all': 0.16982787408026234, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5790816326530612} best={'auroc_all': 0.5527728476626574, 'aupr_all': 0.16982787408026234, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:50,720 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.5533141832118554, 'aupr_all': 0.17022915265791697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5788265306122449} best={'auroc_all': 0.5533141832118554, 'aupr_all': 0.17022915265791697, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:56:58,479 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5538808436685108, 'aupr_all': 0.1706414793628442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5793367346938776} best={'auroc_all': 0.5538808436685108, 'aupr_all': 0.1706414793628442, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:06,053 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5544656915840355, 'aupr_all': 0.17106335825725338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5799319727891157} best={'auroc_all': 0.5544656915840355, 'aupr_all': 0.17106335825725338, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:13,915 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5551231415362747, 'aupr_all': 0.17157047785740248, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5804421768707484} best={'auroc_all': 0.5551231415362747, 'aupr_all': 0.17157047785740248, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:21,111 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5557086894431622, 'aupr_all': 0.17199662723558878, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5816326530612245} best={'auroc_all': 0.5557086894431622, 'aupr_all': 0.17199662723558878, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:28,564 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5562698402903812, 'aupr_all': 0.17241506693344824, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5818027210884354} best={'auroc_all': 0.5562698402903812, 'aupr_all': 0.17241506693344824, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:36,331 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5568082054949988, 'aupr_all': 0.17280648976719415, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5820578231292517} best={'auroc_all': 0.5568082054949988, 'aupr_all': 0.17280648976719415, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:43,829 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.5573220443160303, 'aupr_all': 0.17317245891328406, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5827380952380952} best={'auroc_all': 0.5573220443160303, 'aupr_all': 0.17317245891328406, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:51,260 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5578150989360402, 'aupr_all': 0.17351770935338257, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.583078231292517} best={'auroc_all': 0.5578150989360402, 'aupr_all': 0.17351770935338257, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:57:58,995 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5582817591603231, 'aupr_all': 0.17384450750071592, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.583843537414966} best={'auroc_all': 0.5582817591603231, 'aupr_all': 0.17384450750071592, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:58:06,649 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5587346330444516, 'aupr_all': 0.1741631775669402, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5840986394557823} best={'auroc_all': 0.5587346330444516, 'aupr_all': 0.1741631775669402, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:58:14,241 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5591633890443527, 'aupr_all': 0.17445473241181367, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5842687074829932} best={'auroc_all': 0.5591633890443527, 'aupr_all': 0.17445473241181367, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:58:21,850 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5595841125920464, 'aupr_all': 0.17472491124232306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5846938775510204} best={'auroc_all': 0.5595841125920464, 'aupr_all': 0.17472491124232306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:58:29,438 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5600044420097061, 'aupr_all': 0.17500033386070507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5851190476190476} best={'auroc_all': 0.5600044420097061, 'aupr_all': 0.17500033386070507, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:58:37,351 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.5604302913006051, 'aupr_all': 0.17527261411182263, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5857142857142857} best={'auroc_all': 0.5604302913006051, 'aupr_all': 0.17527261411182263, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:58:45,052 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.5608637727553951, 'aupr_all': 0.1755447547088031, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5862244897959183} best={'auroc_all': 0.5608637727553951, 'aupr_all': 0.1755447547088031, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:58:53,054 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.561311093922115, 'aupr_all': 0.17582693039637856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5863945578231292} best={'auroc_all': 0.561311093922115, 'aupr_all': 0.17582693039637856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:59:00,861 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5617822845890305, 'aupr_all': 0.17611158468949276, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5864795918367347} best={'auroc_all': 0.5617822845890305, 'aupr_all': 0.17611158468949276, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
