2026-09-07 04:49:23,059 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['K_p=4', 'num_epochs=400'], 'tag': 'E400_T_Kp4', 'save_scores': True, 'rotations': [7]}
2026-09-07 04:49:23,059 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 4, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 400, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False, 'record_scores': True}
2026-09-07 04:49:24,460 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6716550895069957, 'aupr_all': 0.14192499700962474, 'auroc_unknown': 0.8346705123004704, 'aupr_unknown': 0.1531673992813408, 'val_auc': 0.4821256038647343} best={'auroc_all': 0.6716550895069957, 'aupr_all': 0.14192499700962474, 'auroc_unknown': 0.8346705123004704, 'aupr_unknown': 0.1531673992813408}
2026-09-07 04:49:24,705 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6702274455207007, 'aupr_all': 0.1477217497109592, 'auroc_unknown': 0.8468645973573296, 'aupr_unknown': 0.16538873762225711, 'val_auc': 0.4115942028985507} best={'auroc_all': 0.6716550895069957, 'aupr_all': 0.1477217497109592, 'auroc_unknown': 0.8468645973573296, 'aupr_unknown': 0.16538873762225711}
2026-09-07 04:49:24,952 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6667128271966982, 'aupr_all': 0.14908842944773248, 'auroc_unknown': 0.8477391140608682, 'aupr_unknown': 0.16984196470492519, 'val_auc': 0.4004830917874396} best={'auroc_all': 0.6716550895069957, 'aupr_all': 0.14908842944773248, 'auroc_unknown': 0.8477391140608682, 'aupr_unknown': 0.16984196470492519}
2026-09-07 04:49:25,206 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6713341874265628, 'aupr_all': 0.1513232900868569, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698, 'val_auc': 0.3903381642512077} best={'auroc_all': 0.6716550895069957, 'aupr_all': 0.1513232900868569, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
2026-09-07 04:49:25,575 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6676977497358729, 'aupr_all': 0.14949972162418612, 'auroc_unknown': 0.8464075343232771, 'aupr_unknown': 0.1703043513890374, 'val_auc': 0.4024154589371981} best={'auroc_all': 0.6716550895069957, 'aupr_all': 0.1513232900868569, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
2026-09-07 04:49:26,678 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6719073679117668, 'aupr_all': 0.15079901112103555, 'auroc_unknown': 0.8469608211539721, 'aupr_unknown': 0.17087376145016286, 'val_auc': 0.37777777777777777} best={'auroc_all': 0.6719073679117668, 'aupr_all': 0.1513232900868569, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
2026-09-07 04:49:27,684 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6718233162514686, 'aupr_all': 0.14843073329314665, 'auroc_unknown': 0.8442941362379647, 'aupr_unknown': 0.16708605664354373, 'val_auc': 0.4328502415458937} best={'auroc_all': 0.6719073679117668, 'aupr_all': 0.1513232900868569, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
2026-09-07 04:49:28,703 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6762742281070726, 'aupr_all': 0.15140463434504137, 'auroc_unknown': 0.8471563794303385, 'aupr_unknown': 0.16981469630044638, 'val_auc': 0.39951690821256036} best={'auroc_all': 0.6762742281070726, 'aupr_all': 0.15140463434504137, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
2026-09-07 04:49:29,711 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6789928858477245, 'aupr_all': 0.14982025681271074, 'auroc_unknown': 0.8364185088131872, 'aupr_unknown': 0.16380300786874866, 'val_auc': 0.4144927536231884} best={'auroc_all': 0.6789928858477245, 'aupr_all': 0.15140463434504137, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
2026-09-07 04:49:30,744 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6812229084589788, 'aupr_all': 0.14797578523931956, 'auroc_unknown': 0.8281905446847551, 'aupr_unknown': 0.15736853054592329, 'val_auc': 0.46618357487922707} best={'auroc_all': 0.6812229084589788, 'aupr_all': 0.15140463434504137, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
2026-09-07 04:49:31,781 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6893875213523307, 'aupr_all': 0.1477315960374342, 'auroc_unknown': 0.7925589142637676, 'aupr_unknown': 0.1397485668481545, 'val_auc': 0.5246376811594202} best={'auroc_all': 0.6893875213523307, 'aupr_all': 0.15140463434504137, 'auroc_unknown': 0.8519592741075865, 'aupr_unknown': 0.1729094739219698}
