2026-09-05 22:16:53,380 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['use_pl=false'], 'tag': 'C_nopl', 'rotations': [0]}
2026-09-05 22:16:55,217 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6134997334044255, 'aupr_all': 0.12251163768869153, 'auroc_unknown': 0.41154819272094745, 'aupr_unknown': 0.03702748786994855, 'val_auc': 0.8797101449275362} best={'auroc_all': 0.6134997334044255, 'aupr_all': 0.12251163768869153, 'auroc_unknown': 0.41154819272094745, 'aupr_unknown': 0.03702748786994855}
2026-09-05 22:16:55,400 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.654540517590371, 'aupr_all': 0.1390572293606921, 'auroc_unknown': 0.8336062439289834, 'aupr_unknown': 0.15418747914505102, 'val_auc': 0.3676328502415459} best={'auroc_all': 0.654540517590371, 'aupr_all': 0.14082080578648207, 'auroc_unknown': 0.8353243778841218, 'aupr_unknown': 0.15842733224882483}
2026-09-05 22:16:55,655 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6040785420184247, 'aupr_all': 0.11887646631470418, 'auroc_unknown': 0.39599395030595247, 'aupr_unknown': 0.036030329796543165, 'val_auc': 0.8449275362318841} best={'auroc_all': 0.6040785420184247, 'aupr_all': 0.11938740799504598, 'auroc_unknown': 0.3962420136548123, 'aupr_unknown': 0.036030329796543165}
2026-09-05 22:16:55,680 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6602051798532738, 'aupr_all': 0.14062133432357746, 'auroc_unknown': 0.8310911529684626, 'aupr_unknown': 0.15337386169006945, 'val_auc': 0.421256038647343} best={'auroc_all': 0.6602051798532738, 'aupr_all': 0.14262232705824734, 'auroc_unknown': 0.8377587984634055, 'aupr_unknown': 0.15858070383120748}
2026-09-05 22:16:55,707 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6184870454298608, 'aupr_all': 0.12649111376072875, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026, 'val_auc': 0.8681159420289855} best={'auroc_all': 0.6184870454298608, 'aupr_all': 0.12649111376072875, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:55,751 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6493760923013122, 'aupr_all': 0.13830264867789643, 'auroc_unknown': 0.8277560859477588, 'aupr_unknown': 0.15394981816478984, 'val_auc': 0.4091787439613527} best={'auroc_all': 0.654540517590371, 'aupr_all': 0.14082080578648207, 'auroc_unknown': 0.8353243778841218, 'aupr_unknown': 0.15842733224882483}
2026-09-05 22:16:56,094 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6633848257748551, 'aupr_all': 0.14608427035588906, 'auroc_unknown': 0.8396023966361488, 'aupr_unknown': 0.16370755070799098, 'val_auc': 0.4289855072463768} best={'auroc_all': 0.6633848257748551, 'aupr_all': 0.14608427035588906, 'auroc_unknown': 0.8396023966361488, 'aupr_unknown': 0.16370755070799098}
2026-09-05 22:16:56,135 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6031181808307908, 'aupr_all': 0.11962006372153243, 'auroc_unknown': 0.39406608426108564, 'aupr_unknown': 0.03593408561933611, 'val_auc': 0.8386473429951691} best={'auroc_all': 0.6040785420184247, 'aupr_all': 0.11962006372153243, 'auroc_unknown': 0.3962420136548123, 'aupr_unknown': 0.036030329796543165}
2026-09-05 22:16:56,171 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.663361498662085, 'aupr_all': 0.14516424789409166, 'auroc_unknown': 0.8380300500280792, 'aupr_unknown': 0.1606122820748072, 'val_auc': 0.4144927536231884} best={'auroc_all': 0.663361498662085, 'aupr_all': 0.14516424789409166, 'auroc_unknown': 0.8380300500280792, 'aupr_unknown': 0.1606122820748072}
2026-09-05 22:16:56,196 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.610640989563277, 'aupr_all': 0.1228837046831408, 'auroc_unknown': 0.40472425435347714, 'aupr_unknown': 0.036528120413662546, 'val_auc': 0.863768115942029} best={'auroc_all': 0.6184870454298608, 'aupr_all': 0.12649111376072875, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:56,615 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6096528580032978, 'aupr_all': 0.12173048651198329, 'auroc_unknown': 0.4029122128545364, 'aupr_unknown': 0.03645030638457171, 'val_auc': 0.8294685990338164} best={'auroc_all': 0.6096528580032978, 'aupr_all': 0.12173048651198329, 'auroc_unknown': 0.4029122128545364, 'aupr_unknown': 0.03645030638457171}
2026-09-05 22:16:56,664 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6662497408098581, 'aupr_all': 0.14862152887864813, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.16779468706311537, 'val_auc': 0.4347826086956522} best={'auroc_all': 0.6662497408098581, 'aupr_all': 0.14862152887864813, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.16779468706311537}
2026-09-05 22:16:56,673 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6568539747425378, 'aupr_all': 0.14327251570392924, 'auroc_unknown': 0.8311347025315984, 'aupr_unknown': 0.1599530696754456, 'val_auc': 0.4048309178743962} best={'auroc_all': 0.6633848257748551, 'aupr_all': 0.14608427035588906, 'auroc_unknown': 0.8396023966361488, 'aupr_unknown': 0.16370755070799098}
2026-09-05 22:16:56,685 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6093920633510076, 'aupr_all': 0.12317872730467068, 'auroc_unknown': 0.4014723819722446, 'aupr_unknown': 0.03634598014157446, 'val_auc': 0.8719806763285024} best={'auroc_all': 0.6184870454298608, 'aupr_all': 0.12649111376072875, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:57,138 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6647617425476662, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699, 'val_auc': 0.4260869565217391} best={'auroc_all': 0.6647617425476662, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:57,233 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6054217640727905, 'aupr_all': 0.1219108414613764, 'auroc_unknown': 0.39543794624816325, 'aupr_unknown': 0.036033684012867474, 'val_auc': 0.8386473429951691} best={'auroc_all': 0.6096528580032978, 'aupr_all': 0.1219108414613764, 'auroc_unknown': 0.4029122128545364, 'aupr_unknown': 0.03645030638457171}
2026-09-05 22:16:57,253 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6631053941171243, 'aupr_all': 0.14751333902043387, 'auroc_unknown': 0.8424965761748221, 'aupr_unknown': 0.1664072531031756, 'val_auc': 0.4188405797101449} best={'auroc_all': 0.6662497408098581, 'aupr_all': 0.14862152887864813, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.16779468706311537}
2026-09-05 22:16:57,320 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6129402529695784, 'aupr_all': 0.12580296232781865, 'auroc_unknown': 0.40620107511071535, 'aupr_unknown': 0.03661943984527754, 'val_auc': 0.8657004830917875} best={'auroc_all': 0.6184870454298608, 'aupr_all': 0.12649111376072875, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:57,548 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6652251992061377, 'aupr_all': 0.14562913211861472, 'auroc_unknown': 0.8370250920140055, 'aupr_unknown': 0.162175826454161, 'val_auc': 0.4183574879227053} best={'auroc_all': 0.6652251992061377, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:57,855 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6074175281653288, 'aupr_all': 0.12444151120160471, 'auroc_unknown': 0.3930030877298112, 'aupr_unknown': 0.03593992351004587, 'val_auc': 0.8270531400966183} best={'auroc_all': 0.6096528580032978, 'aupr_all': 0.12444151120160471, 'auroc_unknown': 0.4029122128545364, 'aupr_unknown': 0.03645030638457171}
2026-09-05 22:16:57,876 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6657290154724173, 'aupr_all': 0.14830499313066198, 'auroc_unknown': 0.8435950620602013, 'aupr_unknown': 0.16766568888202948, 'val_auc': 0.43333333333333335} best={'auroc_all': 0.6662497408098581, 'aupr_all': 0.14862152887864813, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.16779468706311537}
2026-09-05 22:16:57,895 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6178016726403824, 'aupr_all': 0.12920868610014635, 'auroc_unknown': 0.4063592068261115, 'aupr_unknown': 0.03664229171510455, 'val_auc': 0.8777777777777778} best={'auroc_all': 0.6184870454298608, 'aupr_all': 0.12920868610014635, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:57,965 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.664889362836577, 'aupr_all': 0.1438425096212258, 'auroc_unknown': 0.832501744056314, 'aupr_unknown': 0.15852067090244734, 'val_auc': 0.41739130434782606} best={'auroc_all': 0.6652251992061377, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:58,327 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6659504379079159, 'aupr_all': 0.14438528830211522, 'auroc_unknown': 0.8315747604981407, 'aupr_unknown': 0.157940372761766, 'val_auc': 0.429951690821256} best={'auroc_all': 0.6659504379079159, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:58,386 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6220751009607315, 'aupr_all': 0.13008177733617077, 'auroc_unknown': 0.4108405301758775, 'aupr_unknown': 0.0369536422895956, 'val_auc': 0.88743961352657} best={'auroc_all': 0.6220751009607315, 'aupr_all': 0.13008177733617077, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:58,433 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6684259506107013, 'aupr_all': 0.1480914882558864, 'auroc_unknown': 0.8405297949520665, 'aupr_unknown': 0.16561323117451504, 'val_auc': 0.4202898550724638} best={'auroc_all': 0.6684259506107013, 'aupr_all': 0.14862152887864813, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.16779468706311537}
2026-09-05 22:16:58,439 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6147474253779239, 'aupr_all': 0.12736053678983206, 'auroc_unknown': 0.4003950518644285, 'aupr_unknown': 0.03630093047948486, 'val_auc': 0.8584541062801933} best={'auroc_all': 0.6147474253779239, 'aupr_all': 0.12736053678983206, 'auroc_unknown': 0.4029122128545364, 'aupr_unknown': 0.03645030638457171}
2026-09-05 22:16:58,686 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6652434659399469, 'aupr_all': 0.1442395973541854, 'auroc_unknown': 0.8252903511587918, 'aupr_unknown': 0.15728874563242512, 'val_auc': 0.457487922705314} best={'auroc_all': 0.6659504379079159, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:58,875 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6226534652487732, 'aupr_all': 0.1344478793545933, 'auroc_unknown': 0.40658253319610094, 'aupr_unknown': 0.03663412111323632, 'val_auc': 0.8772946859903381} best={'auroc_all': 0.6226534652487732, 'aupr_all': 0.1344478793545933, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:58,951 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6121246679897706, 'aupr_all': 0.1283758211439581, 'auroc_unknown': 0.39453261905884807, 'aupr_unknown': 0.03595203858041743, 'val_auc': 0.8444444444444446} best={'auroc_all': 0.6147474253779239, 'aupr_all': 0.1283758211439581, 'auroc_unknown': 0.4029122128545364, 'aupr_unknown': 0.03645030638457171}
2026-09-05 22:16:58,968 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6700558863315461, 'aupr_all': 0.14944744191073703, 'auroc_unknown': 0.8417340440622038, 'aupr_unknown': 0.16678347062247756, 'val_auc': 0.42415458937198064} best={'auroc_all': 0.6700558863315461, 'aupr_all': 0.14944744191073703, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.16779468706311537}
2026-09-05 22:16:59,081 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6642975453459324, 'aupr_all': 0.1410074241299755, 'auroc_unknown': 0.8151760688099688, 'aupr_unknown': 0.1496528455803542, 'val_auc': 0.4579710144927537} best={'auroc_all': 0.6659504379079159, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:59,400 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.627655341291705, 'aupr_all': 0.13870634222121994, 'auroc_unknown': 0.4092462665656843, 'aupr_unknown': 0.036790773982702335, 'val_auc': 0.9072463768115941} best={'auroc_all': 0.627655341291705, 'aupr_all': 0.13870634222121994, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:59,451 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6730505198613703, 'aupr_all': 0.15078370745309033, 'auroc_unknown': 0.8437199041411901, 'aupr_unknown': 0.1685212175633612, 'val_auc': 0.4371980676328503} best={'auroc_all': 0.6730505198613703, 'aupr_all': 0.15078370745309033, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.1685212175633612}
2026-09-05 22:16:59,490 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6175397671731983, 'aupr_all': 0.13233239581487144, 'auroc_unknown': 0.3967922380446412, 'aupr_unknown': 0.03606848453329682, 'val_auc': 0.8729468599033816} best={'auroc_all': 0.6175397671731983, 'aupr_all': 0.13233239581487144, 'auroc_unknown': 0.4029122128545364, 'aupr_unknown': 0.03645030638457171}
2026-09-05 22:16:59,498 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6652525993068515, 'aupr_all': 0.13910816441145363, 'auroc_unknown': 0.8112617925995605, 'aupr_unknown': 0.144972479793273, 'val_auc': 0.45458937198067634} best={'auroc_all': 0.6659504379079159, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:59,864 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6665634843054198, 'aupr_all': 0.13520043483748226, 'auroc_unknown': 0.7851843141939225, 'aupr_unknown': 0.13044336908732132, 'val_auc': 0.49275362318840576} best={'auroc_all': 0.6665634843054198, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:16:59,932 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6265894526891594, 'aupr_all': 0.14326080698391638, 'auroc_unknown': 0.3986028924232714, 'aupr_unknown': 0.036214759175461075, 'val_auc': 0.8917874396135266} best={'auroc_all': 0.627655341291705, 'aupr_all': 0.14326080698391638, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:16:59,966 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6730543460015601, 'aupr_all': 0.1483715876740195, 'auroc_unknown': 0.8369510577566749, 'aupr_unknown': 0.1633041297826978, 'val_auc': 0.47777777777777775} best={'auroc_all': 0.6730543460015601, 'aupr_all': 0.15078370745309033, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.1685212175633612}
2026-09-05 22:16:59,983 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6284747524117025, 'aupr_all': 0.13953032321034833, 'auroc_unknown': 0.4070957677109833, 'aupr_unknown': 0.03664628577614815, 'val_auc': 0.8661835748792271} best={'auroc_all': 0.6284747524117025, 'aupr_all': 0.13953032321034833, 'auroc_unknown': 0.4070957677109833, 'aupr_unknown': 0.03664628577614815}
2026-09-05 22:17:00,232 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.6465809117568648, 'aupr_all': 0.12026089183475927, 'auroc_unknown': 0.7276903883210855, 'aupr_unknown': 0.10023554829000174, 'val_auc': 0.5560386473429951} best={'auroc_all': 0.6665634843054198, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:17:00,465 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.676927880960139, 'aupr_all': 0.1495044068510749, 'auroc_unknown': 0.8266175759400691, 'aupr_unknown': 0.16105710592577385, 'val_auc': 0.49516908212560384} best={'auroc_all': 0.676927880960139, 'aupr_all': 0.15078370745309033, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.1685212175633612}
2026-09-05 22:17:00,520 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6310730718721921, 'aupr_all': 0.14348818537866725, 'auroc_unknown': 0.4067559232349125, 'aupr_unknown': 0.036632047429188144, 'val_auc': 0.8710144927536232} best={'auroc_all': 0.6310730718721921, 'aupr_all': 0.14348818537866725, 'auroc_unknown': 0.4070957677109833, 'aupr_unknown': 0.03664628577614815}
2026-09-05 22:17:00,523 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6272974120481452, 'aupr_all': 0.14884254327185675, 'auroc_unknown': 0.39132097316662, 'aupr_unknown': 0.03577712515781495, 'val_auc': 0.9207729468599035} best={'auroc_all': 0.627655341291705, 'aupr_all': 0.14884254327185675, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:17:00,624 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.614582160806501, 'aupr_all': 0.1078486021361413, 'auroc_unknown': 0.6226896956756528, 'aupr_unknown': 0.06665551886527335, 'val_auc': 0.5990338164251207} best={'auroc_all': 0.6665634843054198, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:17:00,887 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6835745035891664, 'aupr_all': 0.15037293530525597, 'auroc_unknown': 0.7760407723452807, 'aupr_unknown': 0.13837753107938988, 'val_auc': 0.5801932367149758} best={'auroc_all': 0.6835745035891664, 'aupr_all': 0.15078370745309033, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.1685212175633612}
2026-09-05 22:17:01,031 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6318589116976214, 'aupr_all': 0.15618984421799648, 'auroc_unknown': 0.39067665578239597, 'aupr_unknown': 0.035764933744857196, 'val_auc': 0.923671497584541} best={'auroc_all': 0.6318589116976214, 'aupr_all': 0.15618984421799648, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:17:01,048 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5760394758928483, 'aupr_all': 0.10017945115402405, 'auroc_unknown': 0.5272860824720889, 'aupr_unknown': 0.05089064639614131, 'val_auc': 0.6429951690821256} best={'auroc_all': 0.6665634843054198, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:17:01,050 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.6335557431598487, 'aupr_all': 0.15049010447890696, 'auroc_unknown': 0.40070229901320265, 'aupr_unknown': 0.036264844980214275, 'val_auc': 0.8966183574879227} best={'auroc_all': 0.6335557431598487, 'aupr_all': 0.15049010447890696, 'auroc_unknown': 0.4070957677109833, 'aupr_unknown': 0.03664628577614815}
2026-09-05 22:17:01,419 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5522334784798129, 'aupr_all': 0.0956689884039259, 'auroc_unknown': 0.4826905003056764, 'aupr_unknown': 0.04643668607274688, 'val_auc': 0.642512077294686} best={'auroc_all': 0.6665634843054198, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
2026-09-05 22:17:01,439 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6462007662154289, 'aupr_all': 0.13243095345592398, 'auroc_unknown': 0.6175201551525769, 'aupr_unknown': 0.06594449703319073, 'val_auc': 0.7371980676328502} best={'auroc_all': 0.6835745035891664, 'aupr_all': 0.15078370745309033, 'auroc_unknown': 0.8459892511383026, 'aupr_unknown': 0.1685212175633612}
2026-09-05 22:17:01,549 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6343157873949663, 'aupr_all': 0.16059070125886055, 'auroc_unknown': 0.39288009639561416, 'aupr_unknown': 0.03589703717338458, 'val_auc': 0.933816425120773} best={'auroc_all': 0.6343157873949663, 'aupr_all': 0.16059070125886055, 'auroc_unknown': 0.41541016685207843, 'aupr_unknown': 0.037137926431421026}
2026-09-05 22:17:01,560 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.63313289295694, 'aupr_all': 0.15678508047445738, 'auroc_unknown': 0.39129461788072056, 'aupr_unknown': 0.03588153618404541, 'val_auc': 0.8975845410628019} best={'auroc_all': 0.6335557431598487, 'aupr_all': 0.15678508047445738, 'auroc_unknown': 0.4070957677109833, 'aupr_unknown': 0.03664628577614815}
2026-09-05 22:17:01,769 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5407087739565746, 'aupr_all': 0.09463108997060027, 'auroc_unknown': 0.4529293509953771, 'aupr_unknown': 0.04409716924125169, 'val_auc': 0.6594202898550724} best={'auroc_all': 0.6665634843054198, 'aupr_all': 0.14657800134098373, 'auroc_unknown': 0.8399930984311375, 'aupr_unknown': 0.1639910951108699}
