2026-08-10 10:53:33,158 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.75'], 'tag': 'D_sim0.75', 'rotations': None}
2026-08-10 10:53:33,158 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.75}
2026-08-10 10:53:48,818 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5355460089050232, 'aupr_all': 0.16451415333127928, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.463860544217687} best={'auroc_all': 0.5355460089050232, 'aupr_all': 0.16451415333127928, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:50,713 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4686224489795918} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:52,596 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5503089560704881, 'aupr_all': 0.17001137898385335, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45722789115646256} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:54,342 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5427972933316967, 'aupr_all': 0.16608198800442914, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45221088435374146} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:56,087 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5410380651854456, 'aupr_all': 0.16880311892948702, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46870748299319726} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:57,792 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.535155395249733, 'aupr_all': 0.16600494499431548, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45127551020408163} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:59,505 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5299233005710279, 'aupr_all': 0.1627382964190327, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44974489795918365} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:01,194 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5258170958122805, 'aupr_all': 0.16077538321881157, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4594812925170068} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:02,902 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5251230677190037, 'aupr_all': 0.16028870558611868, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4447278911564626} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:04,622 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5223405897352922, 'aupr_all': 0.15731722355413535, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4409863945578231} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:12,774 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5208200483799543, 'aupr_all': 0.1562892015735637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4381802721088435} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:20,354 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5206300510175875, 'aupr_all': 0.15576846203979283, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44260204081632654} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:28,003 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5210161814437388, 'aupr_all': 0.15580184263557784, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43715986394557826} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:35,732 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5212495290043454, 'aupr_all': 0.15572682878511276, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4348639455782313} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:43,474 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5215928798997025, 'aupr_all': 0.15568329523204155, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4387755102040816} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:51,075 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5220804885458545, 'aupr_all': 0.1557078460244645, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.447108843537415} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:54:58,856 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5223168680338595, 'aupr_all': 0.15592549323670063, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44328231292517006} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:55:06,808 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5228274696514331, 'aupr_all': 0.1560851564164734, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4389455782312925} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:55:14,473 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5241258037779121, 'aupr_all': 0.15640394997267773, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4429421768707483} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:55:22,281 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5264256572181956, 'aupr_all': 0.1568203673898353, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45476190476190476} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:55:30,055 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.527107272268156, 'aupr_all': 0.15704872728017524, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4499149659863946} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:55:37,754 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5283210408691743, 'aupr_all': 0.15756695036401194, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45433673469387753} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:55:45,289 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.529578880187401, 'aupr_all': 0.1579194632870265, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4481292517006803} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:55:52,737 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5300880777167278, 'aupr_all': 0.15793778362382976, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4569727891156463} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:00,680 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5313194364232824, 'aupr_all': 0.1584647712874792, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4555272108843537} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:08,618 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5322131940169057, 'aupr_all': 0.1585796355148371, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46896258503401367} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:16,184 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5323603297380545, 'aupr_all': 0.15867524444046902, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4619897959183673} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:23,846 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.532968923988139, 'aupr_all': 0.15878315356594988, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.449234693877551} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:31,687 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5334611718732353, 'aupr_all': 0.15881769615759345, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46096938775510204} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:39,341 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.535181820436869, 'aupr_all': 0.15953674917268512, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4613945578231292} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:46,604 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5333035732313351, 'aupr_all': 0.15896256773517303, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4659013605442177} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:56:54,023 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5341684074281786, 'aupr_all': 0.15935095121856638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.449234693877551} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:57:01,912 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5342543462504772, 'aupr_all': 0.15945135831395293, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45637755102040817} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:57:09,873 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5333047474103954, 'aupr_all': 0.15901298269030464, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4573979591836735} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:57:17,686 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5346281498492571, 'aupr_all': 0.15964755676038403, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45909863945578233} best={'auroc_all': 0.5524836178003805, 'aupr_all': 0.1723625169263899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
