2026-08-21 20:19:18,525 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['drop_out=0.1'], 'tag': 'T_drop0.1', 'rotations': None}
2026-08-21 20:19:42,979 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5087767113522268, 'aupr_all': 0.1558376550780466, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46284013605442176} best={'auroc_all': 0.5096559312953182, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:19:48,004 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5092916442946553, 'aupr_all': 0.1558747582326572, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46130952380952384} best={'auroc_all': 0.5096559312953182, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:19:52,931 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5093701972843341, 'aupr_all': 0.1556551116400604, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45935374149659863} best={'auroc_all': 0.5096559312953182, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:19:57,879 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5095259381778959, 'aupr_all': 0.15548862950934564, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4592687074829932} best={'auroc_all': 0.5096559312953182, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:02,740 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5096648957008354, 'aupr_all': 0.15534139326142393, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4589285714285715} best={'auroc_all': 0.5096648957008354, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:07,439 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.509885614678263, 'aupr_all': 0.15506864133607515, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4608843537414966} best={'auroc_all': 0.509885614678263, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:11,443 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.5103593774542036, 'aupr_all': 0.1550892259797043, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46164965986394557} best={'auroc_all': 0.5103593774542036, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:15,269 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5107955952388665, 'aupr_all': 0.15512901058039869, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46394557823129257} best={'auroc_all': 0.5107955952388665, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:19,350 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5112755204021124, 'aupr_all': 0.1551939856018541, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46513605442176875} best={'auroc_all': 0.5112755204021124, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:23,361 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5118472347553521, 'aupr_all': 0.15529478645116776, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46726190476190477} best={'auroc_all': 0.5118472347553521, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:27,781 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5125413162204043, 'aupr_all': 0.15546878160668232, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46913265306122454} best={'auroc_all': 0.5125413162204043, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:31,875 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.513361884687783, 'aupr_all': 0.155696239974002, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4697278911564626} best={'auroc_all': 0.513361884687783, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:36,124 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5142454770109411, 'aupr_all': 0.15596474186679, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4710884353741497} best={'auroc_all': 0.5142454770109411, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:40,207 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5151090754459066, 'aupr_all': 0.15625716660395267, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47261904761904766} best={'auroc_all': 0.5151090754459066, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:44,329 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5159221821285234, 'aupr_all': 0.15655244007816066, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4729591836734694} best={'auroc_all': 0.5159221821285234, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:49,294 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5166890729591104, 'aupr_all': 0.15685124009340828, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4738945578231293} best={'auroc_all': 0.5166890729591104, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:53,557 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5173972609949695, 'aupr_all': 0.15715664753376613, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4739795918367347} best={'auroc_all': 0.5173972609949695, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:20:57,520 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5180329085769322, 'aupr_all': 0.15744902656054688, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4741496598639456} best={'auroc_all': 0.5180329085769322, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:01,462 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5186033071106304, 'aupr_all': 0.15772671729114143, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4738945578231293} best={'auroc_all': 0.5186033071106304, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:05,385 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5191184391708368, 'aupr_all': 0.15799376924295574, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4736394557823129} best={'auroc_all': 0.5191184391708368, 'aupr_all': 0.1580092385550499, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:09,152 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.519608174476965, 'aupr_all': 0.15826336330422838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47253401360544217} best={'auroc_all': 0.519608174476965, 'aupr_all': 0.15826336330422838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:12,975 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5200953828348012, 'aupr_all': 0.1585301371107268, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4715986394557823} best={'auroc_all': 0.5200953828348012, 'aupr_all': 0.1585301371107268, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:16,703 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5205844099385242, 'aupr_all': 0.15883041650379406, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4714285714285715} best={'auroc_all': 0.5205844099385242, 'aupr_all': 0.15883041650379406, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:20,530 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5210723511318927, 'aupr_all': 0.15914653844261734, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47117346938775506} best={'auroc_all': 0.5210723511318927, 'aupr_all': 0.15914653844261734, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:24,619 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5215784387289185, 'aupr_all': 0.15946789423711422, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4695578231292517} best={'auroc_all': 0.5215784387289185, 'aupr_all': 0.15946789423711422, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:29,641 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5220840644548105, 'aupr_all': 0.15980125206408463, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46921768707482997} best={'auroc_all': 0.5220840644548105, 'aupr_all': 0.15980125206408463, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:34,376 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5225956842416393, 'aupr_all': 0.16012280905553214, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4686224489795918} best={'auroc_all': 0.5225956842416393, 'aupr_all': 0.16012280905553214, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:39,411 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5230850685257058, 'aupr_all': 0.16044914585133394, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4685374149659864} best={'auroc_all': 0.5230850685257058, 'aupr_all': 0.16044914585133394, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:44,299 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.5235567744355305, 'aupr_all': 0.16076686102957588, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46751700680272107} best={'auroc_all': 0.5235567744355305, 'aupr_all': 0.16076686102957588, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:49,173 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5239834222503006, 'aupr_all': 0.1610547378063039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4668367346938776} best={'auroc_all': 0.5239834222503006, 'aupr_all': 0.1610547378063039, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:54,094 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5243926790773124, 'aupr_all': 0.1613429349520839, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4656462585034014} best={'auroc_all': 0.5243926790773124, 'aupr_all': 0.1613429349520839, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:21:58,847 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.5248261810597084, 'aupr_all': 0.16164439731604804, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4657312925170068} best={'auroc_all': 0.5248261810597084, 'aupr_all': 0.16164439731604804, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:03,610 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5253144486420114, 'aupr_all': 0.16196117937212073, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4645408163265306} best={'auroc_all': 0.5253144486420114, 'aupr_all': 0.16196117937212073, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:08,391 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5258485748960008, 'aupr_all': 0.16229104857204166, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4636904761904762} best={'auroc_all': 0.5258485748960008, 'aupr_all': 0.16229104857204166, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:13,210 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.5264246287851376, 'aupr_all': 0.16265182926359073, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46403061224489794} best={'auroc_all': 0.5264246287851376, 'aupr_all': 0.16265182926359073, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:18,062 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5270280500785234, 'aupr_all': 0.16301749281227, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46398809523809526} best={'auroc_all': 0.5270280500785234, 'aupr_all': 0.16301749281227, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:22,925 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.5276462902506427, 'aupr_all': 0.1633982189936099, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4630952380952381} best={'auroc_all': 0.5276462902506427, 'aupr_all': 0.1633982189936099, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:27,753 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5282717335596887, 'aupr_all': 0.16378112971991726, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46275510204081627} best={'auroc_all': 0.5282717335596887, 'aupr_all': 0.16378112971991726, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:32,697 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5288859954817754, 'aupr_all': 0.16415201713366037, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.463265306122449} best={'auroc_all': 0.5288859954817754, 'aupr_all': 0.16415201713366037, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:37,289 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5294903261481048, 'aupr_all': 0.16451797970295723, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4630952380952381} best={'auroc_all': 0.5294903261481048, 'aupr_all': 0.16451797970295723, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:42,228 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5300721708748792, 'aupr_all': 0.16487557428348518, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.463265306122449} best={'auroc_all': 0.5300721708748792, 'aupr_all': 0.16487557428348518, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:46,936 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5306130363419012, 'aupr_all': 0.1651998167785319, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46377551020408164} best={'auroc_all': 0.5306130363419012, 'aupr_all': 0.1651998167785319, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:51,680 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.5311115759382201, 'aupr_all': 0.1655137670489099, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46445578231292517} best={'auroc_all': 0.5311115759382201, 'aupr_all': 0.1655137670489099, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:22:56,417 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.531573114524819, 'aupr_all': 0.16580638121952038, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46454081632653066} best={'auroc_all': 0.531573114524819, 'aupr_all': 0.16580638121952038, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:01,060 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.5319443090648832, 'aupr_all': 0.16606862620205973, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4647959183673469} best={'auroc_all': 0.5319443090648832, 'aupr_all': 0.16606862620205973, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:05,841 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.5322678036070074, 'aupr_all': 0.16630677302795263, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46505102040816326} best={'auroc_all': 0.5322678036070074, 'aupr_all': 0.16630677302795263, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:10,736 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.5325817897620568, 'aupr_all': 0.16652757155417353, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4647108843537415} best={'auroc_all': 0.5325817897620568, 'aupr_all': 0.16652757155417353, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:15,566 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.5329216263312757, 'aupr_all': 0.1667587456331018, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4655612244897959} best={'auroc_all': 0.5329216263312757, 'aupr_all': 0.1667587456331018, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:20,298 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.5333368628498999, 'aupr_all': 0.16701531325450514, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.466156462585034} best={'auroc_all': 0.5333368628498999, 'aupr_all': 0.16701531325450514, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:25,004 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.5338265612063375, 'aupr_all': 0.1673021599738001, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4659013605442177} best={'auroc_all': 0.5338265612063375, 'aupr_all': 0.1673021599738001, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:29,979 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.534371515772464, 'aupr_all': 0.16761124555678114, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46615646258503407} best={'auroc_all': 0.534371515772464, 'aupr_all': 0.16761124555678114, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:34,982 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.5350149186839536, 'aupr_all': 0.16796028243663927, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.466921768707483} best={'auroc_all': 0.5350149186839536, 'aupr_all': 0.16796028243663927, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:39,916 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.5357360124256719, 'aupr_all': 0.16834331378761316, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4671768707482993} best={'auroc_all': 0.5357360124256719, 'aupr_all': 0.16834331378761316, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:44,711 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.5365117588654644, 'aupr_all': 0.16875623708284682, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46768707482993194} best={'auroc_all': 0.5365117588654644, 'aupr_all': 0.16875623708284682, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:49,894 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.5373121651182817, 'aupr_all': 0.16918265952105405, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46836734693877546} best={'auroc_all': 0.5373121651182817, 'aupr_all': 0.16918265952105405, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:23:55,222 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.5381379085951197, 'aupr_all': 0.16962597027167992, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4692176870748299} best={'auroc_all': 0.5381379085951197, 'aupr_all': 0.16962597027167992, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:24:00,433 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.5389810081627862, 'aupr_all': 0.17006935762627823, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47006802721088436} best={'auroc_all': 0.5389810081627862, 'aupr_all': 0.17006935762627823, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:24:05,171 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.539810444555934, 'aupr_all': 0.1705281700477672, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47006802721088436} best={'auroc_all': 0.539810444555934, 'aupr_all': 0.1705281700477672, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:24:09,996 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.540611257255349, 'aupr_all': 0.17096786717638596, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4707482993197279} best={'auroc_all': 0.540611257255349, 'aupr_all': 0.17096786717638596, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:24:14,935 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.5413848606130806, 'aupr_all': 0.17141641928813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4721938775510204} best={'auroc_all': 0.5413848606130806, 'aupr_all': 0.17141641928813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:24:19,623 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.5421562223562428, 'aupr_all': 0.17188167432997, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4719387755102041} best={'auroc_all': 0.5421562223562428, 'aupr_all': 0.17188167432997, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
