2026-08-13 13:25:26,706 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['sampling_sizes=[50, 10]', 'sim_topk_frac=0.0'], 'tag': 'F_b50_sim0.0', 'rotations': None}
2026-08-13 13:25:26,706 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [50, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-13 13:25:26,771 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 2, 'train_seed': None, 'epochs': None, 'set': ['sampling_sizes=[50, 10]', 'sim_topk_frac=0.0'], 'tag': 'F_b50_sim0.0', 'rotations': None}
2026-08-13 13:25:26,771 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['sampling_sizes=[50, 10]', 'sim_topk_frac=0.0'], 'tag': 'F_b50_sim0.0', 'rotations': None}
2026-08-13 13:25:26,771 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [50, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-13 13:25:26,771 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [50, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-13 13:25:30,745 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5211743877027751, 'aupr_all': 0.16377526782150528, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4351190476190476} best={'auroc_all': 0.5211743877027751, 'aupr_all': 0.16377526782150528, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:30,824 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4922483736532054, 'aupr_all': 0.15148166189924786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.38507653061224495} best={'auroc_all': 0.4922483736532054, 'aupr_all': 0.15148166189924786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:30,850 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5539260803537369, 'aupr_all': 0.17133803016223573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4755952380952381} best={'auroc_all': 0.5539260803537369, 'aupr_all': 0.17133803016223573, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:31,900 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5191753026920716, 'aupr_all': 0.16301739554798755, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4193877551020408} best={'auroc_all': 0.5211743877027751, 'aupr_all': 0.16377526782150528, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:31,990 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.49994200746043815, 'aupr_all': 0.15345555501027885, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.41696428571428573} best={'auroc_all': 0.49994200746043815, 'aupr_all': 0.15345555501027885, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:32,004 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.567387739470227, 'aupr_all': 0.17860757483775636, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4507653061224489} best={'auroc_all': 0.567387739470227, 'aupr_all': 0.17860757483775636, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:32,996 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5237662483904202, 'aupr_all': 0.16520770726924183, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4314625850340136} best={'auroc_all': 0.5237662483904202, 'aupr_all': 0.16520770726924183, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:33,049 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5048139021848246, 'aupr_all': 0.15320936910227342, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.3931122448979592} best={'auroc_all': 0.5048139021848246, 'aupr_all': 0.15345555501027885, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:33,055 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5566236561592504, 'aupr_all': 0.17231032305876962, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44498299319727896} best={'auroc_all': 0.567387739470227, 'aupr_all': 0.17860757483775636, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:34,042 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.4969324017807222, 'aupr_all': 0.15819970834839597, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.42151360544217686} best={'auroc_all': 0.5237662483904202, 'aupr_all': 0.16520770726924183, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-13 13:25:34,082 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.4959365521916803, 'aupr_all': 0.1498199211638294, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.34447278911564627} best={'auroc_all': 0.5048139021848246, 'aupr_all': 0.15345555501027885, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
