2026-08-10 06:16:27,946 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 4, 'train_seed': None, 'epochs': None, 'set': ['use_atlas_gate=false'], 'tag': 'C_nogate', 'rotations': None}
2026-08-10 06:16:27,946 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': False, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-10 06:16:43,933 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.46843058865529374, 'aupr_all': 0.14309869185402838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5039965986394558} best={'auroc_all': 0.46843058865529374, 'aupr_all': 0.14309869185402838, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:45,592 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4889705953293932, 'aupr_all': 0.15089677834457277, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5321428571428571} best={'auroc_all': 0.4889705953293932, 'aupr_all': 0.15089677834457277, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:47,310 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4900613789376597, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5321853741496598} best={'auroc_all': 0.4900613789376597, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:49,151 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15136627995072469, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5451530612244898} best={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:50,862 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4694701312535945, 'aupr_all': 0.1412614050941887, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.48937074829931976} best={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:52,575 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.47332645346514485, 'aupr_all': 0.1415732426334104, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49506802721088433} best={'auroc_all': 0.49059053751100984, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:54,238 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.4913810925657329, 'aupr_all': 0.14746595001335694, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5187074829931972} best={'auroc_all': 0.4913810925657329, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:55,934 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4954401741522676, 'aupr_all': 0.14897433355472803, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5322278911564626} best={'auroc_all': 0.4954401741522676, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:57,619 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.49609610916718794, 'aupr_all': 0.14921503296695082, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5319727891156463} best={'auroc_all': 0.49609610916718794, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:16:59,201 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.49861203824043376, 'aupr_all': 0.15002726829413912, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5326530612244897} best={'auroc_all': 0.49861203824043376, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:07,088 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.50032030455216, 'aupr_all': 0.1506827037612666, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5352040816326531} best={'auroc_all': 0.50032030455216, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:14,622 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5005181352489564, 'aupr_all': 0.1507838281980711, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5336734693877551} best={'auroc_all': 0.5005181352489564, 'aupr_all': 0.15138966344966842, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:22,083 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.5035576332284528, 'aupr_all': 0.15147499467955383, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5327380952380952} best={'auroc_all': 0.5035576332284528, 'aupr_all': 0.15147499467955383, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:29,356 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5071744968111063, 'aupr_all': 0.15288310317510095, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5295068027210884} best={'auroc_all': 0.5071744968111063, 'aupr_all': 0.15288310317510095, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:36,921 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5305272108843537} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:44,517 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5072371491172181, 'aupr_all': 0.15296737928571422, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5270408163265307} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:52,010 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.506930702751833, 'aupr_all': 0.15277585870554183, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5233843537414966} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:17:59,705 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5068325972174896, 'aupr_all': 0.15265314845849895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5216836734693877} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:07,045 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.506845562453406, 'aupr_all': 0.15257892544124754, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.519047619047619} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:14,748 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.5069065971841691, 'aupr_all': 0.1524941650163336, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5176020408163265} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:22,139 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5070220382817353, 'aupr_all': 0.15242445690519726, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5160714285714285} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:29,394 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5072131954538381, 'aupr_all': 0.15237226390472522, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5149659863945578} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:36,938 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5074738488358757, 'aupr_all': 0.15236417055181192, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5140731292517007} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:44,431 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5078153481411765, 'aupr_all': 0.152391803061288, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.513265306122449} best={'auroc_all': 0.5078380906758054, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:51,769 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5081936903936314, 'aupr_all': 0.15243986734603987, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5120748299319728} best={'auroc_all': 0.5081936903936314, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:18:58,799 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5086705795239578, 'aupr_all': 0.15253925275169056, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5127551020408163} best={'auroc_all': 0.5086705795239578, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:06,019 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5092051943349687, 'aupr_all': 0.15266816872276368, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5130102040816327} best={'auroc_all': 0.5092051943349687, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:13,190 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5097399487337, 'aupr_all': 0.15280520790411856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5127551020408163} best={'auroc_all': 0.5097399487337, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:20,381 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5102787963370572, 'aupr_all': 0.15295902874296055, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5133928571428571} best={'auroc_all': 0.5102787963370572, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:27,780 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.510829529424258, 'aupr_all': 0.1531278346100266, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5135204081632653} best={'auroc_all': 0.510829529424258, 'aupr_all': 0.15327207839458498, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:34,655 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.511399702154291, 'aupr_all': 0.1533153767435497, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5147108843537415} best={'auroc_all': 0.511399702154291, 'aupr_all': 0.1533153767435497, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:42,194 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5119635400651285, 'aupr_all': 0.15351536713504105, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5151360544217687} best={'auroc_all': 0.5119635400651285, 'aupr_all': 0.15351536713504105, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:49,915 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.512533000487235, 'aupr_all': 0.1537322574110823, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5154761904761904} best={'auroc_all': 0.512533000487235, 'aupr_all': 0.1537322574110823, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:19:56,960 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5130783697110017, 'aupr_all': 0.15394820125686975, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5170068027210883} best={'auroc_all': 0.5130783697110017, 'aupr_all': 0.15394820125686975, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:04,043 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5136356839486692, 'aupr_all': 0.15417602595355748, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5181122448979592} best={'auroc_all': 0.5136356839486692, 'aupr_all': 0.15417602595355748, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:11,109 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5142197189709984, 'aupr_all': 0.15441694263871453, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5198979591836734} best={'auroc_all': 0.5142197189709984, 'aupr_all': 0.15441694263871453, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:18,488 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5148005229481514, 'aupr_all': 0.15466356675025203, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5210884353741496} best={'auroc_all': 0.5148005229481514, 'aupr_all': 0.15466356675025203, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:25,608 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.5153932657809234, 'aupr_all': 0.15492456411879682, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5221938775510204} best={'auroc_all': 0.5153932657809234, 'aupr_all': 0.15492456411879682, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:32,841 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.516016863658195, 'aupr_all': 0.1551987693505587, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5231292517006803} best={'auroc_all': 0.516016863658195, 'aupr_all': 0.1551987693505587, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:39,878 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.5163309852954436, 'aupr_all': 0.15535709745634108, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5243197278911564} best={'auroc_all': 0.5163309852954436, 'aupr_all': 0.15535709745634108, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:46,937 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.5166846082048167, 'aupr_all': 0.15554873640840042, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5261054421768707} best={'auroc_all': 0.5166846082048167, 'aupr_all': 0.15554873640840042, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:20:54,138 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.517377529860133, 'aupr_all': 0.15586210854852023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5267857142857143} best={'auroc_all': 0.517377529860133, 'aupr_all': 0.15586210854852023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:01,207 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.5180991060005912, 'aupr_all': 0.15619634190560694, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5289965986394558} best={'auroc_all': 0.5180991060005912, 'aupr_all': 0.15619634190560694, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:08,441 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.5188330520763933, 'aupr_all': 0.1565266293165529, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5312074829931972} best={'auroc_all': 0.5188330520763933, 'aupr_all': 0.1565266293165529, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:16,045 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.5195806284825443, 'aupr_all': 0.15686424431156307, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.532482993197279} best={'auroc_all': 0.5195806284825443, 'aupr_all': 0.15686424431156307, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:23,400 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.5203341845803078, 'aupr_all': 0.15720039968949426, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5343537414965986} best={'auroc_all': 0.5203341845803078, 'aupr_all': 0.15720039968949426, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:30,507 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.521123421762729, 'aupr_all': 0.15754191848478385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5362244897959184} best={'auroc_all': 0.521123421762729, 'aupr_all': 0.15754191848478385, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:37,708 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.5219641914471205, 'aupr_all': 0.15790699428627292, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5375850340136055} best={'auroc_all': 0.5219641914471205, 'aupr_all': 0.15790699428627292, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:44,793 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.5228804308747772, 'aupr_all': 0.1582994801331353, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5392857142857144} best={'auroc_all': 0.5228804308747772, 'aupr_all': 0.1582994801331353, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:52,362 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.5238475294989293, 'aupr_all': 0.15870434852739473, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5409013605442177} best={'auroc_all': 0.5238475294989293, 'aupr_all': 0.15870434852739473, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:21:59,418 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.5248632723908947, 'aupr_all': 0.1591277200227383, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5424319727891157} best={'auroc_all': 0.5248632723908947, 'aupr_all': 0.1591277200227383, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 06:22:06,655 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.5258851119818264, 'aupr_all': 0.15956280983352053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5438775510204081} best={'auroc_all': 0.5258851119818264, 'aupr_all': 0.15956280983352053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
