2026-08-09 00:13:09,377 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0'], 'tag': 'C_nosim', 'rotations': None}
2026-08-09 00:13:09,378 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-09 00:13:14,958 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4940399225150206, 'aupr_all': 0.15228794681859514, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.3808673469387755} best={'auroc_all': 0.4940399225150206, 'aupr_all': 0.15228794681859514, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:16,417 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.49825393210192165, 'aupr_all': 0.1530426242336451, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.375} best={'auroc_all': 0.49825393210192165, 'aupr_all': 0.1530426242336451, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:18,060 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5063896730639637, 'aupr_all': 0.1541668467393681, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.37244897959183676} best={'auroc_all': 0.5063896730639637, 'aupr_all': 0.1541668467393681, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:19,654 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.49587612713081375, 'aupr_all': 0.1506156269973968, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.35620748299319727} best={'auroc_all': 0.5063896730639637, 'aupr_all': 0.1541668467393681, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:21,253 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5056616327803927, 'aupr_all': 0.15318838894846956, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.384608843537415} best={'auroc_all': 0.5063896730639637, 'aupr_all': 0.1541668467393681, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:22,876 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5117859577988386, 'aupr_all': 0.15484219671083424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4027636054421769} best={'auroc_all': 0.5117859577988386, 'aupr_all': 0.15484219671083424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:24,559 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.510934643083272, 'aupr_all': 0.15544273708948173, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.39948979591836736} best={'auroc_all': 0.5117859577988386, 'aupr_all': 0.15544273708948173, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:26,056 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5145748403956057, 'aupr_all': 0.15591982963685336, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.42474489795918363} best={'auroc_all': 0.5145748403956057, 'aupr_all': 0.15591982963685336, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 00:13:27,694 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5171628398405721, 'aupr_all': 0.1563197204540493, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47023809523809523} best={'auroc_all': 0.5171628398405721, 'aupr_all': 0.1563197204540493, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
