2026-08-10 03:54:16,121 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 6, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0'], 'tag': 'C_nosim', 'rotations': None}
2026-08-10 03:54:16,122 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0}
2026-08-10 03:54:22,029 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4043293168444764, 'aupr_all': 0.12245066440420595, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5025935374149659} best={'auroc_all': 0.4043293168444764, 'aupr_all': 0.12245066440420595, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:23,696 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.44493959903854274, 'aupr_all': 0.13717475112771693, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49430272108843537} best={'auroc_all': 0.44493959903854274, 'aupr_all': 0.13717475112771693, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:25,431 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.47240956125961886, 'aupr_all': 0.14322426431204968, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5237244897959183} best={'auroc_all': 0.47240956125961886, 'aupr_all': 0.14322426431204968, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:27,148 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.4806719062313412, 'aupr_all': 0.1498171762696695, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5173469387755102} best={'auroc_all': 0.4806719062313412, 'aupr_all': 0.1498171762696695, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:28,887 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5090757575156677, 'aupr_all': 0.16207579151257676, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4922619047619048} best={'auroc_all': 0.5090757575156677, 'aupr_all': 0.16207579151257676, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:30,574 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5092758277742729, 'aupr_all': 0.16146663128862224, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5045068027210884} best={'auroc_all': 0.5092758277742729, 'aupr_all': 0.16207579151257676, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:32,442 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5005011753409226, 'aupr_all': 0.15778594947243446, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4967687074829932} best={'auroc_all': 0.5092758277742729, 'aupr_all': 0.16207579151257676, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:34,110 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4985328632642948, 'aupr_all': 0.1560572165811034, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4968537414965986} best={'auroc_all': 0.5092758277742729, 'aupr_all': 0.16207579151257676, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 03:54:35,823 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.48176542411671985, 'aupr_all': 0.14931451246118138, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4901360544217687} best={'auroc_all': 0.5092758277742729, 'aupr_all': 0.16207579151257676, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
