2026-09-07 02:14:27,725 INFO cli={'dataset': 'amazon', 'method': 'outpost', 'seed': 6, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0', 'use_atlas_gate=false'], 'tag': 'C_nogate', 'save_scores': True, 'rotations': None}
2026-09-07 02:14:27,725 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': False, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 25, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.0, 'record_scores': True}
2026-09-07 02:14:30,890 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.3900244014633134, 'aupr_all': 0.05171203403430103, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.38408408408408407} best={'auroc_all': 0.3900244014633134, 'aupr_all': 0.05171203403430103, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:31,081 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6686861181409766, 'aupr_all': 0.11032697689354452, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7066066066066066} best={'auroc_all': 0.6686861181409766, 'aupr_all': 0.11032697689354452, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:31,299 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.7095380474905703, 'aupr_all': 0.16860521399694922, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6957957957957959} best={'auroc_all': 0.7095380474905703, 'aupr_all': 0.16860521399694922, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:31,542 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.7227635734914356, 'aupr_all': 0.18082895687732736, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6648648648648648} best={'auroc_all': 0.7227635734914356, 'aupr_all': 0.18082895687732736, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:31,780 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.7142118324768427, 'aupr_all': 0.17968335404632108, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6891891891891893} best={'auroc_all': 0.7227635734914356, 'aupr_all': 0.18082895687732736, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:32,003 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.7103496871924971, 'aupr_all': 0.18143300183309913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6741741741741742} best={'auroc_all': 0.7227635734914356, 'aupr_all': 0.18143300183309913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:32,221 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.7231505817837514, 'aupr_all': 0.17874196947551774, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.693993993993994} best={'auroc_all': 0.7231505817837514, 'aupr_all': 0.18143300183309913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:32,427 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.7149867525325585, 'aupr_all': 0.17538316629643172, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6585585585585585} best={'auroc_all': 0.7231505817837514, 'aupr_all': 0.18143300183309913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:32,641 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.7154643015342488, 'aupr_all': 0.17373673817804564, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5954954954954955} best={'auroc_all': 0.7231505817837514, 'aupr_all': 0.18143300183309913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:32,863 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.7237804947304404, 'aupr_all': 0.18390180057987052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6897897897897899} best={'auroc_all': 0.7237804947304404, 'aupr_all': 0.18390180057987052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:34,103 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.724708682202239, 'aupr_all': 0.18147318866926107, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6783783783783784} best={'auroc_all': 0.724708682202239, 'aupr_all': 0.18390180057987052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:35,161 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.7188732270025308, 'aupr_all': 0.17929695383086924, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6495495495495496} best={'auroc_all': 0.724708682202239, 'aupr_all': 0.18390180057987052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:36,254 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.7196644095377634, 'aupr_all': 0.18378345523179618, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.660960960960961} best={'auroc_all': 0.724708682202239, 'aupr_all': 0.18390180057987052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:37,474 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.7221138487145414, 'aupr_all': 0.1815003755781197, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.669069069069069} best={'auroc_all': 0.724708682202239, 'aupr_all': 0.18390180057987052, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:38,599 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.7186913711799952, 'aupr_all': 0.18542282829728637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6645645645645645} best={'auroc_all': 0.724708682202239, 'aupr_all': 0.18542282829728637, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:39,874 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.727103009642876, 'aupr_all': 0.19477101309951786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6648648648648648} best={'auroc_all': 0.727103009642876, 'aupr_all': 0.19477101309951786, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:41,050 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.7302443140692647, 'aupr_all': 0.19912990926171895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7078078078078077} best={'auroc_all': 0.7302443140692647, 'aupr_all': 0.19912990926171895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:42,293 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.7312915015895929, 'aupr_all': 0.19741479804501116, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6906906906906908} best={'auroc_all': 0.7312915015895929, 'aupr_all': 0.19912990926171895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:43,543 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.7242422975218047, 'aupr_all': 0.18404505043945568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6918918918918918} best={'auroc_all': 0.7312915015895929, 'aupr_all': 0.19912990926171895, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:44,614 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.7283612221950321, 'aupr_all': 0.20305956057839325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6522522522522524} best={'auroc_all': 0.7312915015895929, 'aupr_all': 0.20305956057839325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:45,720 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.7344071216237286, 'aupr_all': 0.204656741071913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6657657657657657} best={'auroc_all': 0.7344071216237286, 'aupr_all': 0.204656741071913, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:46,935 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.7342042278316591, 'aupr_all': 0.21407565822573696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6783783783783784} best={'auroc_all': 0.7344071216237286, 'aupr_all': 0.21407565822573696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:48,173 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.7312601382362386, 'aupr_all': 0.2010006162582541, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6843843843843844} best={'auroc_all': 0.7344071216237286, 'aupr_all': 0.21407565822573696, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:49,364 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.7409069507386263, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6603603603603604} best={'auroc_all': 0.7409069507386263, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:50,628 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.7277629952699417, 'aupr_all': 0.20792023183684077, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6987987987987987} best={'auroc_all': 0.7409069507386263, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:51,947 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.7317380099061732, 'aupr_all': 0.20187410618913007, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6981981981981984} best={'auroc_all': 0.7409069507386263, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:53,159 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.7381383281345026, 'aupr_all': 0.2150216983575669, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7096096096096097} best={'auroc_all': 0.7409069507386263, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:54,348 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.7352316035217819, 'aupr_all': 0.21103741281335803, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6777777777777777} best={'auroc_all': 0.7409069507386263, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:55,609 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.7357714274946386, 'aupr_all': 0.19976829089975603, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6831831831831832} best={'auroc_all': 0.7409069507386263, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:57,022 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.7443571777421896, 'aupr_all': 0.20381382132346856, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6963963963963964} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:58,243 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.7293876944140706, 'aupr_all': 0.19953764632407212, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6372372372372372} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:14:59,484 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.7371856824097793, 'aupr_all': 0.2017197208789453, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6888888888888889} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:00,807 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.7265851271106375, 'aupr_all': 0.1991392563606839, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6732732732732732} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:02,053 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.729619499280837, 'aupr_all': 0.19618991104787437, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.715015015015015} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:03,280 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.732532806325743, 'aupr_all': 0.20725867777949686, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.67987987987988} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:04,396 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.7317130999177067, 'aupr_all': 0.19687745818374125, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.693993993993994} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:05,579 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.7330321677007539, 'aupr_all': 0.20628600709259085, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6621621621621621} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:06,796 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.7339968166841682, 'aupr_all': 0.21588703555409477, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6414414414414414} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:08,035 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.7415941050318693, 'aupr_all': 0.21510304017185233, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6411411411411412} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:09,346 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.7388560068436644, 'aupr_all': 0.21815060724205423, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7063063063063063} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:10,634 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.7383601948193419, 'aupr_all': 0.21954217889900718, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6804804804804804} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:11,973 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.737261444913561, 'aupr_all': 0.22189103933496318, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6834834834834835} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:13,524 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.7264182430946415, 'aupr_all': 0.20969772521247235, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6288288288288288} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22875216217388772, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:14,895 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.7364952369004436, 'aupr_all': 0.22898147427053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6780780780780781} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22898147427053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:16,153 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.7364795552237666, 'aupr_all': 0.22220178040350197, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6606606606606606} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.22898147427053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:17,433 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.7267838907491788, 'aupr_all': 0.23358160355500118, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6297297297297297} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.23358160355500118, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:18,916 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.7361455290571789, 'aupr_all': 0.23118963578221796, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6915915915915916} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.23358160355500118, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:20,406 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.7435004290196977, 'aupr_all': 0.2262702613105614, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6516516516516517} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.23358160355500118, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:21,647 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.744102915165614, 'aupr_all': 0.24071355634841785, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7006006006006007} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.24071355634841785, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:22,991 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.7397956813049633, 'aupr_all': 0.24528148518111023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6747747747747748} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.24528148518111023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:24,320 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.7372699633552128, 'aupr_all': 0.23698360372125088, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6822822822822823} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.24528148518111023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:25,673 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.7429072357192197, 'aupr_all': 0.24047790530682303, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6996996996996998} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.24528148518111023, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:26,966 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.7337526213568174, 'aupr_all': 0.245522418016951, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6996996996996997} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.245522418016951, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:28,035 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.7389489998316964, 'aupr_all': 0.26011177611741076, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6660660660660661} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.26011177611741076, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-07 02:15:29,132 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.7373599232617475, 'aupr_all': 0.2605380626674876, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6906906906906907} best={'auroc_all': 0.7443571777421896, 'aupr_all': 0.2605380626674876, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
