2026-08-10 07:20:51,124 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 8, 'train_seed': None, 'epochs': None, 'set': ['use_atlas_gate=false'], 'tag': 'C_nogate', 'rotations': None}
2026-08-10 07:20:51,125 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': False, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-10 07:21:06,984 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.49616504497348035, 'aupr_all': 0.15201745178919093, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45697278911564626} best={'auroc_all': 0.49616504497348035, 'aupr_all': 0.15201745178919093, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:08,615 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.49989162860992215, 'aupr_all': 0.15830020599610517, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46641156462585037} best={'auroc_all': 0.49989162860992215, 'aupr_all': 0.15830020599610517, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:10,303 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4784438775510204} best={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:11,835 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.4819474814011063, 'aupr_all': 0.14543520696271567, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4349914965986394} best={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:13,370 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4286781571665276, 'aupr_all': 0.12766696055547497, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4490646258503402} best={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:15,020 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.42282494023982836, 'aupr_all': 0.1253370038681127, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44421768707482995} best={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:16,793 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.4461961820672854, 'aupr_all': 0.1317213478855161, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47104591836734694} best={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:18,425 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.46464408493709153, 'aupr_all': 0.1372272436994562, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.489030612244898} best={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 07:21:20,270 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.48525075090598385, 'aupr_all': 0.1442954926014415, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.502295918367347} best={'auroc_all': 0.500759753381999, 'aupr_all': 0.1583822181036616, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
