2026-08-10 08:07:21,779 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 6, 'train_seed': None, 'epochs': None, 'set': ['use_pl=false'], 'tag': 'C_nopl', 'rotations': None}
2026-08-10 08:07:21,779 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': False, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-10 08:07:38,005 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.3684192364786527, 'aupr_all': 0.11321356955015785, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46517857142857144} best={'auroc_all': 0.3684192364786527, 'aupr_all': 0.11321356955015785, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:39,574 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4063564015096921, 'aupr_all': 0.12393544805580448, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47857142857142854} best={'auroc_all': 0.4063564015096921, 'aupr_all': 0.12393544805580448, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:41,228 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4509162484598035, 'aupr_all': 0.13626421464872868, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4921768707482993} best={'auroc_all': 0.4509162484598035, 'aupr_all': 0.13626421464872868, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:42,912 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.45806155912077373, 'aupr_all': 0.14112442438994083, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5004676870748299} best={'auroc_all': 0.45806155912077373, 'aupr_all': 0.14112442438994083, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:44,694 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.48765869450814364, 'aupr_all': 0.15255526716377343, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49574829931972786} best={'auroc_all': 0.48765869450814364, 'aupr_all': 0.15255526716377343, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:46,427 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.4846939847553952, 'aupr_all': 0.15076712750719434, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4884353741496599} best={'auroc_all': 0.48765869450814364, 'aupr_all': 0.15255526716377343, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:48,284 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.47962740211068294, 'aupr_all': 0.14877785941844998, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4891156462585034} best={'auroc_all': 0.48765869450814364, 'aupr_all': 0.15255526716377343, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:49,854 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.47984816009056186, 'aupr_all': 0.14860489837561375, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49141156462585034} best={'auroc_all': 0.48765869450814364, 'aupr_all': 0.15255526716377343, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 08:07:51,467 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.46567498541328844, 'aupr_all': 0.14398323850647005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4857993197278912} best={'auroc_all': 0.48765869450814364, 'aupr_all': 0.15255526716377343, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
